Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
2.5	652.106	241.5	nan nan nan nan nan nan 
7.5	526.005	210	nan nan nan nan nan nan 
12.5	438.259	181	nan nan nan nan nan nan 
17.5	359.198	154.5	nan nan nan nan nan nan 
22.5	294.606	131	nan nan nan nan nan nan 
27.5	241.116	110	nan nan nan nan nan nan 
32.5	195.818	91.5	nan nan nan nan nan nan 
37.5	153.354	75.5	nan nan nan nan nan nan 
42.5	119.455	61.5	nan nan nan nan nan nan 
47.5	93.1146	49	nan nan nan nan nan nan 
52.5	71.0812	38.5	0.973608 0.00796367 0.87211 0.10999 nan nan 
57.5	53.4575	30	0.961794 0.00803416 nan nan nan nan 
62.5	39.361	23	0.957438 0.0200279 nan nan nan nan 
67.5	28.2907	17	0.677997 0.247764 nan nan nan nan 
72.5	19.9516	12	nan nan nan nan nan nan 
77.5	12.92	8.5	nan nan nan nan nan nan 
82.5	8.0906	6	nan nan nan nan nan nan 
87.5	4.66251	4	nan nan nan nan nan nan 
92.5	nan	2.5	nan nan nan nan nan nan 
97.5	nan	2	nan nan nan nan nan nan 
