Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	586.545	226.5	1.60073 0.0463892
15	399.088	168.5	1.79251 0.0373884
25	267.446	121	1.99186 0.0453478
35	174.137	84	2.24708 0.0512336
45	106.507	55.5	2.49538 0.101605
55	62.3076	34.5	3.18597 0.0351183
65	33.9503	20	3.78886 0.0769647
75	18.9412	10.5	4.47625 0.0776994
85	6.46733	5	5.85646 0.257271
95	nan	2.5	nan nan
