Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	652.106	241.5	-2.4594e-05 9.14695e-06	-0.000341887 0.00013551	-2.93203e-05 1.76888e-05	-8.78467e-06 7.97244e-06	-1.31697e-05 7.11454e-06	-9.22019e-06 5.40903e-06	
7.5	526.005	210	-5.40072e-05 1.75383e-05	-0.000658128 0.000199702	-0.000106441 5.36721e-05	-1.60577e-05 1.38752e-05	-9.34953e-06 3.84483e-06	-6.66545e-06 1.99898e-06	
12.5	438.259	181	-4.93194e-05 3.57445e-05	-0.000259998 0.000154977	-7.46465e-05 5.20727e-05	-1.2921e-05 1.17154e-05	-1.18688e-06 1.0766e-06	-1.62915e-06 1.29861e-06	
17.5	359.198	154.5	-0.000283076 0.000261831	-0.000456001 0.000200643	-7.17807e-05 3.83174e-05	-3.82403e-06 2.72464e-06	-1.7959e-06 1.19905e-06	-5.15466e-06 2.14756e-06	
22.5	294.606	131	-2.3431e-05 1.15016e-05	-0.000563402 0.000219419	-0.000140542 5.77814e-05	-2.47993e-05 1.52863e-05	-1.02174e-05 7.31198e-06	-1.22417e-05 7.23722e-06	
27.5	241.116	110	-9.1478e-06 5.88539e-06	-0.000209085 0.000133086	-4.08131e-05 2.67085e-05	-2.33948e-06 1.80403e-06	-2.51191e-07 1.47866e-07	-2.03671e-06 1.2862e-06	
32.5	195.818	91.5	-1.02452e-05 7.80326e-06	-0.000328701 0.00020327	-6.56335e-05 3.91277e-05	-2.89677e-06 2.11572e-06	-1.50996e-07 1.2059e-07	-2.53988e-06 1.53617e-06	
37.5	153.354	75.5	-0.000158576 0.00015023	-0.000375125 0.000193497	-6.81121e-05 3.4255e-05	-2.20011e-06 1.13292e-06	-2.40737e-07 1.72586e-07	-3.96504e-06 2.19772e-06	
42.5	119.455	61.5	-7.17277e-06 3.4893e-06	-0.000469838 0.000243269	-0.000139205 7.29493e-05	-2.74998e-05 1.93858e-05	-6.48373e-06 4.38877e-06	-4.90969e-06 2.49132e-06	
47.5	93.1146	49	-3.12612e-06 2.39859e-06	-0.000116062 0.000143149	-6.62375e-05 6.63106e-05	-1.79196e-05 1.78997e-05	-2.13206e-06 2.12812e-06	-7.58129e-08 5.3921e-08	
52.5	71.0812	38.5	-3.35609e-07 4.77872e-08	2.56688e-05 2.1215e-06	1.17146e-07 2.84097e-08	-2.30281e-08 4.29157e-09	-3.90896e-10 1.55146e-10	-1.50393e-10 2.48608e-11	
57.5	53.4575	30	-3.70279e-07 4.48633e-08	2.27223e-05 1.87253e-06	4.05222e-08 1.76637e-08	-2.06548e-08 3.74299e-09	-2.1801e-10 1.10926e-10	-1.39418e-10 2.01256e-11	
62.5	39.361	23	-2.34112e-07 4.57887e-08	1.5755e-05 1.69074e-06	-1.60232e-06 1.58845e-06	-2.21892e-08 2.9008e-09	-1.1581e-09 7.8353e-10	-1.53039e-10 2.2136e-11	
67.5	28.2907	17	-4.41614e-06 4.2922e-06	8.69677e-06 1.20044e-06	-6.59665e-07 6.34418e-07	-2.04125e-08 1.88845e-09	-2.43494e-10 5.23002e-11	-3.96574e-06 3.96566e-06	
72.5	19.9516	12	-6.54964e-08 7.45832e-09	1.08823e-06 8.63051e-07	-2.67416e-08 4.30791e-09	-1.59897e-08 1.41724e-09	-1.13664e-10 1.29908e-11	-3.59018e-11 4.59473e-12	
77.5	12.92	8.5	-5.37888e-08 1.33559e-08	-5.23721e-06 9.39657e-07	-7.88243e-09 1.83569e-09	-9.38321e-09 1.67614e-09	-1.34272e-10 3.93415e-11	-1.71143e-11 1.07767e-11	
82.5	8.0906	6	-2.17432e-08 3.97699e-09	-4.97397e-06 6.82557e-07	-6.55587e-09 1.83871e-09	-3.06996e-09 7.5817e-10	-1.13301e-11 2.97534e-12	-1.66046e-12 4.49479e-13	
87.5	4.66251	4	-1.44268e-08 4.7958e-09	-2.10979e-06 3.88295e-07	-1.35674e-09 5.42916e-10	-2.19666e-10 5.473e-11	-1.54768e-12 1.00413e-12	-4.57542e-13 1.73438e-13	
92.5	nan	2.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
