Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	735.318	253	9.50296e-07 6.74851e-07	5.52341e-05 4.60422e-05	3.02408e-06 2.99178e-06	1.27606e-08 1.14884e-08	5.33149e-08 5.32311e-08	5.09707e-08 3.71131e-08	
1.5	669.837	245.5	5.19969e-07 5.19931e-07	9.54353e-06 9.54302e-06	2.79011e-08 2.7888e-08	2.6047e-09 2.60495e-09	7.32219e-08 7.32177e-08	2.02316e-08 2.02305e-08	
2.5	648.008	240	3.44647e-07 2.77198e-07	1.23882e-05 1.2387e-05	5.9366e-08 5.90889e-08	4.77888e-10 4.29849e-10	3.01215e-08 2.77174e-08	1.08265e-08 9.05576e-09	
3.5	611.962	234	3.74746e-07 2.75373e-07	3.24435e-05 2.34381e-05	9.77313e-08 6.90045e-08	1.55742e-09 1.49227e-09	1.14164e-07 7.8932e-08	4.7768e-08 3.28903e-08	
4.5	592.199	228	1.74163e-07 1.42409e-07	1.88878e-05 1.73861e-05	1.40967e-06 1.37681e-06	1.15993e-06 1.15896e-06	9.6661e-07 8.73979e-07	6.43555e-07 6.13065e-07	
5.5	564.911	222	2.20663e-06 1.36985e-06	7.05821e-05 4.16354e-05	3.71309e-06 2.75879e-06	1.58569e-08 1.38934e-08	3.27366e-08 3.2401e-08	7.92915e-08 4.65085e-08	
6.5	543.253	216	7.04857e-07 5.04393e-07	7.61732e-05 5.50848e-05	1.71122e-05 1.69775e-05	2.64485e-06 2.62831e-06	3.8264e-07 2.42329e-07	6.73795e-08 4.11745e-08	
7.5	525.729	209.5	1.05297e-06 9.60668e-07	3.49867e-05 2.87137e-05	1.94461e-06 1.90973e-06	1.09083e-08 8.06471e-09	5.42309e-08 5.4199e-08	3.41712e-08 2.38268e-08	
8.5	510.319	203	2.29505e-06 1.59857e-06	5.06949e-05 3.91703e-05	2.84574e-06 2.79906e-06	1.68232e-08 1.66449e-08	3.09413e-08 3.09316e-08	1.98762e-08 1.37327e-08	
9.5	487.59	197.5	8.56841e-07 7.59017e-07	4.04572e-05 2.99125e-05	1.50009e-06 1.481e-06	2.70807e-09 1.98973e-09	9.32198e-08 9.2965e-08	8.20446e-08 5.99323e-08	
10.5	469.94	192	5.5292e-07 5.52871e-07	2.92014e-05 2.91974e-05	3.03374e-06 3.03357e-06	6.44128e-08 6.4409e-08	1.22716e-09 1.22709e-09	1.15237e-08 1.15231e-08	
11.5	453.805	186	4.16203e-13 4.38273e-13	3.37474e-09 1.28367e-09	7.85882e-11 1.04607e-10	7.31161e-13 1.00462e-12	2.53512e-14 2.53175e-14	-6.90525e-17 2.80442e-16	
12.5	439.232	180.5	1.10307e-05 1.08851e-05	3.42078e-08 3.13749e-08	1.8549e-11 9.45326e-11	8.20576e-13 1.1938e-12	2.70813e-15 1.63949e-14	1.30019e-14 1.30614e-14	
13.5	424.372	175	4.976e-10 4.98462e-10	5.09469e-09 2.03274e-09	8.15169e-11 5.39131e-11	2.00941e-12 1.46654e-12	1.35933e-14 1.35942e-14	-4.61318e-16 2.91974e-16	
14.5	402.216	169.5	8.34569e-07 5.75331e-07	0.000106481 7.66989e-05	2.11257e-05 1.90885e-05	2.26576e-06 2.2628e-06	6.36651e-08 6.33148e-08	8.01648e-08 7.99364e-08	
15.5	389.008	164	0.000212895 0.000212723	0.000104306 7.30181e-05	1.10379e-05 8.29589e-06	2.33035e-07 2.08579e-07	1.46033e-09 1.30212e-09	1.10248e-07 7.20067e-08	
16.5	373.507	158.5	2.20506e-11 2.3447e-11	1.30454e-08 5.2051e-09	9.06329e-12 1.17775e-10	-1.61348e-12 2.23746e-12	2.39934e-15 1.88437e-14	1.97203e-16 4.22383e-16	
17.5	354.901	153.5	2.16601e-06 1.41728e-06	8.6051e-05 5.65249e-05	4.40593e-06 3.72062e-06	1.63017e-08 1.57993e-08	2.091e-08 2.00399e-08	1.10181e-07 7.23641e-08	
