Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	652.106	241.5	4.78934e-07 1.92469e-07	2.61434e-05 1.15999e-05	9.71254e-07 6.92286e-07	2.48713e-07 2.4491e-07	2.5805e-07 1.8636e-07	1.61661e-07 1.29577e-07	
7.5	526.005	210	1.41033e-06 4.87053e-07	5.50349e-05 1.80827e-05	5.71292e-06 3.82742e-06	5.97673e-07 5.85065e-07	1.27716e-07 5.99656e-08	5.67141e-08 1.80142e-08	
12.5	438.259	181	2.59865e-06 2.29837e-06	2.69719e-05 1.64749e-05	4.75774e-06 3.80087e-06	4.54079e-07 4.40634e-07	1.26306e-08 1.23163e-08	1.78939e-08 1.56711e-08	
17.5	359.198	154.5	4.71512e-05 4.66103e-05	4.49424e-05 2.05231e-05	3.39244e-06 2.00474e-06	5.48316e-08 4.6101e-08	1.6868e-08 1.27616e-08	5.23079e-08 2.29236e-08	
22.5	294.606	131	5.8204e-07 3.54076e-07	5.53357e-05 2.16848e-05	7.16856e-06 3.51949e-06	7.92437e-07 5.8743e-07	2.49655e-07 2.04467e-07	2.58862e-07 2.01208e-07	
27.5	241.116	110	1.95756e-07 1.34779e-07	2.10598e-05 1.35612e-05	1.85031e-06 1.3221e-06	2.93826e-08 2.62116e-08	8.11951e-10 5.06448e-10	2.03712e-08 1.40992e-08	
32.5	195.818	91.5	2.63884e-07 2.31793e-07	4.04646e-05 2.35749e-05	3.44312e-06 2.12148e-06	3.79822e-08 3.17376e-08	4.93944e-10 4.45022e-10	2.66452e-08 1.75462e-08	
37.5	153.354	75.5	2.11266e-05 2.09823e-05	4.11189e-05 2.04952e-05	3.13497e-06 1.59294e-06	1.84635e-08 9.81481e-09	8.98625e-10 7.66067e-10	4.85464e-08 2.97634e-08	
42.5	119.455	61.5	1.00317e-07 5.60764e-08	5.84505e-05 2.85673e-05	9.33924e-06 5.68798e-06	1.09723e-06 9.06368e-07	1.25635e-07 8.78755e-08	6.11643e-08 3.39977e-08	
47.5	93.1146	49	4.39367e-08 3.97782e-08	1.84839e-05 1.83678e-05	6.03457e-06 6.03458e-06	8.49514e-07 8.49514e-07	3.48927e-08 3.48906e-08	1.65554e-10 1.18773e-10	
52.5	71.0812	38.5	1.33652e-10 5.0795e-11	1.10768e-07 1.58485e-08	1.76408e-11 1.79991e-11	-3.73541e-12 7.82966e-13	-8.27992e-15 5.2335e-15	4.39482e-16 3.35377e-16	
57.5	53.4575	30	1.09371e-10 3.21219e-11	8.57371e-08 1.35293e-08	-1.3959e-11 8.42917e-12	-2.76566e-12 7.14797e-13	-5.57392e-16 3.32186e-15	1.45105e-16 2.34562e-16	
62.5	39.361	23	1.17291e-10 6.61043e-11	4.81714e-08 9.69342e-09	2.24e-08 2.24134e-08	-2.7803e-12 4.87208e-13	2.30111e-13 2.2807e-13	8.6627e-16 4.54802e-16	
67.5	28.2907	17	9.92681e-08 9.92561e-08	2.49117e-09 5.98759e-09	5.51103e-09 5.51756e-09	-2.52608e-12 3.32687e-13	-6.82762e-16 1.82669e-15	8.89498e-08 8.89496e-08	
72.5	19.9516	12	2.24136e-12 1.89528e-12	-2.12293e-08 2.99296e-09	-2.75623e-12 6.70035e-13	-1.02096e-12 1.90895e-13	-1.23185e-15 1.72489e-16	5.48898e-17 3.79761e-17	
77.5	12.92	8.5	1.45682e-12 3.22745e-12	-2.02116e-08 3.80274e-09	-1.05768e-12 2.58637e-13	-1.0207e-13 1.26923e-13	6.30857e-16 4.26193e-16	1.26235e-16 1.25763e-16	
82.5	8.0906	6	6.85761e-15 4.06159e-13	-4.09235e-09 1.7559e-09	1.42892e-13 2.12297e-13	9.46965e-14 3.84862e-14	1.83359e-17 7.88597e-18	3.58082e-19 6.96793e-19	
87.5	4.66251	4	1.40764e-12 7.4934e-13	5.26102e-10 3.40161e-10	5.65249e-14 3.32738e-14	2.03121e-15 6.91832e-16	4.46143e-18 3.57784e-18	2.63127e-19 2.25059e-19	
92.5	nan	2.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
