Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	1321.85	387.5	1.58211e-05 6.5054e-06	9.10746e-09 1.46167e-08	3.61728e-09 2.67624e-09	9.52917e-10 3.91684e-10	2.91714e-11 2.90803e-11	-6.51081e-13 2.76084e-12	
7.5	1075.13	334	-1.15698e-05 3.68102e-05	6.99215e-07 8.11301e-08	7.22485e-09 5.55962e-09	1.12676e-09 1.10868e-09	3.64072e-11 9.52358e-11	-6.39568e-11 4.94442e-11	
12.5	887.517	287	-0.000377537 0.000312257	2.99543e-06 2.09796e-07	6.12635e-09 6.33459e-09	5.08037e-09 1.09193e-09	1.37018e-10 1.24235e-10	-3.01523e-11 3.52181e-11	
17.5	730.07	245	-0.745077 0.726512	5.14752e-06 3.78065e-07	1.6283e-08 6.86486e-09	5.17941e-09 1.85051e-09	-7.60368e-11 2.19971e-10	-5.09544e-11 3.43081e-11	
22.5	599.441	207.5	-1.86175 1.84162	8.78121e-06 5.81033e-07	-5.42999e-09 1.30493e-08	1.11456e-08 2.63333e-09	-6.29092e-10 5.08183e-10	-1.22547e-10 6.57827e-11	
27.5	492.356	175	-297.183 297.11	1.24311e-05 8.66487e-07	2.13603e-09 1.29033e-08	6.31729e-09 4.33881e-09	9.40573e-11 6.30778e-10	8.04242e-11 4.27649e-11	
32.5	361.989	146.5	-1.31834 0.953494	1.5491e-05 1.59933e-06	-3.84407e-08 4.74082e-08	6.13516e-09 1.10726e-08	4.0168e-10 8.75486e-10	-2.35513e-10 2.66422e-10	
37.5	353.286	121	-83.4595 81.5234	1.56354e-05 1.44182e-06	2.00885e-08 1.21776e-08	4.82733e-09 8.42119e-09	7.10987e-10 6.99919e-10	-1.08594e-10 1.12174e-10	
42.5	219.625	99	-138.963 138.787	2.38135e-05 2.51247e-06	9.95292e-09 1.62772e-08	1.85272e-08 2.52678e-08	1.32044e-09 1.20379e-09	-1.48291e-10 2.0878e-10	
47.5	223.175	80	-4.24263 4.13464	1.84265e-05 2.20567e-06	3.23763e-08 1.89167e-08	1.70195e-08 1.75656e-08	3.1803e-09 1.48031e-09	-4.83325e-10 3.40164e-10	
52.5	132.592	63	-7.37411e+10 7.37395e+10	1.94962e-05 3.68888e-06	-6.78723e-08 9.18989e-08	3.08925e-08 3.42471e-08	-8.70132e-09 1.00104e-08	-7.08527e-10 4.37464e-10	
57.5	131.561	48.5	-1.05438e+06 1.05436e+06	1.36616e-05 3.13414e-06	-8.06378e-09 1.83727e-08	2.61546e-08 2.72738e-08	1.65338e-09 2.28143e-09	-4.40458e-10 3.719e-10	
62.5	nan	37	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
67.5	nan	27.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
72.5	nan	19.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
77.5	nan	13	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
82.5	nan	8	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
87.5	nan	5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
92.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	1.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
