Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	1197.36	362.5	1.91996 0.0398142
15	804.728	267	2.83575 0.0539368
25	545.904	192.5	3.26814 0.0641182
35	357.599	134.5	3.52704 0.0772894
45	221.269	90	3.66208 0.0846059
55	131.818	56.5	3.597 0.0989795
65	nan	32.5	nan nan
75	nan	16.5	nan nan
85	nan	7	nan nan
95	nan	2.5	nan nan
