Cent%	 dNdy	 Npart	 Observable	 err
5	1197.36	362.5	-0.00276222 0.0329699
15	804.728	267	-0.027291 0.0192985
25	545.904	192.5	-0.0234383 0.0170342
35	357.599	134.5	-0.0504005 0.0237541
45	221.269	90	-0.0663551 0.0227921
55	131.818	56.5	-0.089379 0.0279984
65	nan	32.5	nan nan
75	nan	16.5	nan nan
85	nan	7	nan nan
95	nan	2.5	nan nan
