Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	1435.67	408.5	1.57789e-07 8.01204e-08	2.41595e-12 2.00055e-12	2.36767e-13 2.30263e-13	-2.29581e-15 1.78714e-14	2.07015e-16 2.79507e-16	1.72878e-17 1.18462e-17	
1.5	1373.71	396	1.06542e-07 4.91635e-08	1.69627e-12 3.70074e-12	1.44161e-12 7.46583e-13	5.02125e-14 3.93783e-14	1.07344e-15 5.54171e-16	-9.09767e-19 1.64716e-17	
2.5	1322.91	386	4.03526e-07 1.37535e-07	6.54568e-12 5.45773e-12	2.67874e-13 8.10026e-13	9.74055e-14 6.96004e-14	9.75922e-17 1.12067e-15	-2.00846e-17 3.03124e-17	
3.5	1266.53	375.5	-2.30142e-09 8.90434e-08	1.95012e-12 1.81874e-11	9.76325e-13 6.25245e-13	4.65826e-14 6.95861e-14	-1.19659e-15 1.64535e-15	1.47643e-17 2.96016e-17	
4.5	1203.59	364.5	2.31612e-07 1.34639e-07	7.06356e-11 3.30773e-11	-1.1912e-12 1.24817e-12	5.16338e-14 7.25444e-14	9.80428e-16 1.67933e-15	-1.14811e-17 3.3493e-17	
5.5	1165.54	354	2.50361e-07 1.72163e-07	8.36084e-11 7.57785e-11	1.59633e-12 1.27546e-12	9.69188e-14 1.11347e-13	5.5585e-15 3.44063e-15	1.53537e-17 6.65295e-17	
6.5	1123.71	344	7.46589e-08 8.26641e-08	1.85054e-10 9.29661e-11	3.57469e-12 1.2693e-12	3.64254e-13 2.41897e-13	-5.58171e-15 3.58014e-15	1.16685e-17 1.02759e-16	
7.5	1078.29	334	2.17262e-07 1.16714e-07	6.88451e-10 1.88637e-10	2.85907e-12 2.85958e-12	9.07652e-14 1.05333e-13	7.46504e-15 4.22314e-15	1.48239e-16 1.04228e-16	
8.5	1033.19	324	3.74924e-06 3.68909e-06	1.3047e-09 3.03321e-10	-9.68525e-14 1.5667e-12	7.90588e-14 1.50133e-13	5.38116e-15 4.64626e-15	6.07256e-15 5.94543e-15	
9.5	990.36	314	3.34845e-07 3.58066e-07	2.36721e-09 5.98822e-10	-6.32232e-13 2.45289e-12	3.66644e-14 2.49862e-13	1.72361e-15 5.10423e-15	-4.22541e-17 1.67783e-16	
10.5	960.497	304.5	2.30035e-06 1.32703e-06	3.21272e-09 7.93843e-10	-9.19461e-13 1.69495e-12	3.71511e-13 1.90558e-13	2.37376e-15 3.87284e-15	3.44325e-16 1.28439e-16	
11.5	919.822	295.5	2.46556e-06 1.73149e-06	2.99841e-09 7.60056e-10	2.21845e-12 2.32646e-12	8.69876e-13 2.86607e-13	5.65333e-15 4.44193e-15	8.96314e-17 1.0264e-16	
12.5	893.043	286.5	0.000105135 0.000103669	8.31596e-09 1.38377e-09	1.15976e-12 2.80295e-12	1.9491e-13 2.98459e-13	1.55362e-15 9.82434e-15	2.35942e-16 2.82675e-16	
13.5	850.94	277.5	-6.76984e-07 1.53081e-06	6.32735e-09 1.57573e-09	5.0861e-12 3.24264e-12	3.36617e-13 3.0879e-13	1.14642e-16 4.92382e-15	7.34568e-16 3.67521e-16	
14.5	822.812	269	9.21628e-06 9.01096e-06	6.29416e-09 1.60063e-09	9.46718e-14 2.67777e-12	9.39361e-14 2.98868e-13	6.1348e-15 7.83221e-15	2.62348e-15 2.15312e-15	
15.5	786.817	260.5	-2.04201e-06 2.41309e-06	7.03335e-09 1.81102e-09	2.89449e-12 3.11057e-12	4.54972e-13 4.29671e-13	1.31145e-14 8.71365e-15	5.83244e-16 4.93425e-16	
16.5	755.294	252	0.000320179 0.000321639	1.12876e-08 2.77499e-09	-8.42313e-12 6.56718e-12	2.54268e-13 3.31217e-13	-2.47886e-14 2.5708e-14	1.20658e-16 2.8384e-16	
17.5	722.711	244	14.8101 14.7972	1.3657e-08 3.34498e-09	6.02975e-12 3.77156e-12	2.62907e-13 4.55154e-13	-1.4207e-15 1.40856e-14	2.56766e-16 3.07399e-16	
18.5	703.361	236.5	2.10626e-06 3.06653e-06	1.28245e-08 3.26859e-09	3.893e-12 3.13727e-12	-1.07012e-13 4.22168e-13	1.2829e-14 1.06119e-14	7.63011e-16 8.5066e-16	
19.5	671.971	229	0.0397611 0.0327177	1.61562e-08 3.4518e-09	6.88059e-12 3.3123e-12	1.37743e-12 7.48119e-13	3.2169e-15 9.70994e-15	1.09461e-16 9.05802e-16	
20.5	643.844	221.5	6.12376e-05 6.37924e-05	2.42587e-08 4.26125e-09	8.94088e-12 3.64687e-12	1.34405e-12 1.06088e-12	2.95631e-14 1.30445e-14	2.3392e-15 3.19331e-15	
21.5	624.732	214	8.22382e-08 1.01059e-06	1.8237e-08 4.5285e-09	-2.59314e-12 4.0664e-12	6.31879e-14 5.12786e-13	2.01158e-14 1.76958e-14	-1.1271e-15 8.60798e-16	
22.5	593.795	207	1.80959e-05 1.65471e-05	2.87533e-08 5.97752e-09	-3.03547e-12 3.44127e-12	1.06793e-12 8.73194e-13	-7.34932e-15 1.77524e-14	-1.71095e-15 1.39222e-15	
23.5	573.866	200.5	72.3983 72.2438	2.78649e-08 7.11611e-09	6.54309e-12 4.69156e-12	1.00303e-12 1.17982e-12	-7.57248e-15 4.1714e-14	1.31489e-15 1.13164e-15	
24.5	559.145	193.5	1.47192e-05 1.38214e-05	3.23312e-08 7.16561e-09	3.02838e-13 7.50643e-12	3.04631e-12 1.75647e-12	-3.26151e-15 7.42052e-14	1.77157e-15 2.02634e-15	
25.5	531.717	187	0.227282 0.226971	5.01419e-08 1.10214e-08	5.41793e-12 4.9134e-12	1.68659e-12 1.57827e-12	2.36753e-14 2.94772e-14	1.95007e-15 1.64038e-15	
26.5	508.372	180.5	110736 110651	3.37228e-08 6.80438e-09	4.44679e-12 5.67129e-12	-4.94543e-13 1.06089e-12	1.21587e-14 3.49117e-14	2.6719e-15 1.26848e-15	
27.5	492.218	174	7.81024e-05 7.29196e-05	6.78653e-08 1.42401e-08	8.03046e-12 6.69411e-12	1.65379e-12 2.79594e-12	2.74544e-14 5.96274e-14	-1.56351e-15 1.23923e-15	
28.5	473.075	168	2.60094e-05 2.4451e-05	2.54806e-08 8.02707e-09	-6.50141e-12 8.4727e-12	5.37695e-13 2.06271e-12	1.4796e-16 6.58734e-14	-8.20137e-16 2.53762e-15	
29.5	452.542	162.5	0.121336 0.12117	5.6013e-08 1.29837e-08	-2.86944e-12 1.08907e-11	1.0108e-12 1.34207e-12	1.15553e-13 8.31367e-14	1.16171e-15 1.21491e-15	
30.5	361.629	157	-3.46843e-05 0.000116592	6.42207e-08 1.86026e-08	1.52881e-10 1.48499e-10	1.98627e-12 2.84386e-12	-2.32872e-14 8.71207e-14	-9.82762e-17 3.06425e-15	
31.5	359.386	151	19.4117 17.5176	6.54722e-08 1.94396e-08	9.02585e-12 7.24353e-12	4.54412e-12 5.37657e-12	7.71106e-14 8.11017e-14	1.48494e-15 1.99693e-15	
32.5	363.509	145.5	0.00165258 0.00126999	9.78932e-08 3.02527e-08	-1.51341e-11 1.04554e-11	-1.82078e-14 7.84641e-12	-4.15402e-14 1.6844e-13	1.40881e-15 4.40107e-15	
33.5	369.864	140.5	-7.7591e-05 0.000118885	4.06551e-08 1.51985e-08	-6.10678e-12 8.96825e-12	-2.361e-12 2.02813e-12	-8.98482e-14 1.30569e-13	2.17278e-15 5.31911e-15	
34.5	352.412	135.5	0.553002 0.546202	6.58801e-08 1.95622e-08	5.85597e-12 1.38874e-11	3.76723e-12 5.21685e-12	1.40803e-13 1.55111e-13	3.06068e-14 4.08203e-14	
35.5	346.914	130.5	19.0436 19.0079	5.85176e-08 1.79774e-08	2.92698e-12 6.01684e-12	-6.90124e-13 3.1116e-12	-1.01761e-13 1.17736e-13	-1.29615e-15 1.75894e-15	
36.5	350.369	125.5	0.0829464 0.0779005	8.91969e-08 2.53779e-08	8.66269e-13 4.17249e-12	6.31259e-13 3.86005e-12	-1.65818e-13 1.89847e-13	5.91916e-16 5.75728e-15	
37.5	354.11	120.5	6.92083 6.90986	4.19102e-08 1.39221e-08	-1.34141e-11 1.02509e-11	3.58787e-13 3.28938e-12	-1.19319e-13 8.75095e-14	5.67909e-15 3.69782e-15	
38.5	363.842	116	4.90767 3.78141	6.39929e-08 2.28986e-08	1.25154e-11 4.79558e-12	-4.3378e-13 4.77346e-12	6.32138e-14 7.38139e-14	2.10624e-16 3.23906e-15	
39.5	357.9	111.5	15705.7 15689.2	7.00702e-08 1.87831e-08	1.11072e-11 9.75304e-12	1.3668e-12 5.42561e-12	-1.25163e-13 1.47993e-13	2.23634e-15 5.36471e-15	
40.5	220.282	107	0.00185733 0.00181431	7.5e-08 3.00322e-08	1.55739e-11 1.0036e-11	1.47174e-11 1.2889e-11	2.17395e-13 2.83532e-13	1.86114e-14 1.11179e-14	
41.5	214.162	103	0.00139559 0.00115246	8.55451e-08 3.27616e-08	-9.61592e-12 1.11515e-11	-9.95864e-12 8.6982e-12	-1.90113e-13 2.90053e-13	-7.21789e-15 6.67454e-15	
42.5	218.82	98.5	1144.14 1142.62	1.55903e-07 3.99374e-08	1.34526e-12 1.08304e-11	-5.09138e-12 1.5891e-11	-1.64214e-13 1.9476e-13	-4.00696e-15 3.33177e-15	
43.5	221.357	94	0.714389 0.669659	1.43182e-07 4.10445e-08	4.67514e-12 9.50278e-12	1.41915e-11 1.22496e-11	8.17441e-14 2.0091e-13	1.54776e-14 1.05913e-14	
44.5	224.849	90.5	42094.4 41952.9	1.29173e-07 6.75742e-08	-2.10998e-11 1.99328e-11	1.22505e-11 3.10106e-11	-4.06967e-13 4.48248e-13	4.51184e-15 1.00167e-14	
45.5	224.124	87	135.999 135.835	9.26452e-08 3.12399e-08	5.51973e-12 7.68802e-12	7.68139e-12 1.00859e-11	-1.94821e-13 2.54228e-13	6.54571e-15 1.66199e-14	
46.5	220.673	83	4.31056e-06 0.000246659	4.19402e-08 2.39842e-08	-2.43212e-11 2.1528e-11	6.81164e-12 1.10828e-11	-4.43114e-13 2.95641e-13	-2.46325e-15 1.21661e-14	
47.5	225.455	79.5	8.39289e-05 6.59422e-05	8.03425e-08 2.90387e-08	1.95821e-11 1.37208e-11	-2.67678e-12 1.4238e-11	5.39996e-13 5.16515e-13	4.28214e-14 4.6262e-14	
48.5	219.943	76	0.000337813 0.00032339	7.09881e-08 2.93377e-08	2.6301e-11 1.84386e-11	-2.15331e-12 8.78478e-12	2.61243e-13 5.09973e-13	1.30836e-15 7.64379e-15	
49.5	225.12	72.5	0.622802 0.621158	9.37359e-08 4.16198e-08	3.56136e-11 1.71292e-11	-9.27442e-12 1.38912e-11	4.41446e-13 3.58976e-13	-6.4129e-15 7.68672e-15	
50.5	155.79	69	0.000376771 0.000425547	4.25227e-08 3.25334e-08	2.06375e-11 3.15486e-11	-1.52243e-12 3.2664e-11	3.41484e-14 3.61219e-13	-3.75839e-15 7.98354e-15	
51.5	128.247	65.5	0.0498496 0.0466974	6.17547e-08 5.38095e-08	-1.25358e-11 1.71587e-11	5.878e-12 3.89699e-11	-1.90095e-12 7.27593e-13	-1.13315e-14 8.98452e-15	
52.5	129.727	62.5	2.30098 2.28283	1.10256e-07 6.03365e-08	9.02123e-12 2.01802e-11	2.21742e-11 3.42704e-11	9.14145e-13 1.14787e-12	-1.33114e-14 1.79781e-14	
53.5	122.456	59.5	0.0109516 0.00447243	4.35085e-08 4.76678e-08	-1.01838e-11 1.41509e-11	-3.81983e-11 3.64154e-11	-4.05936e-15 2.86419e-13	-5.01629e-15 1.79437e-14	
54.5	126.704	56.5	0.00060138 0.000494084	1.50991e-07 6.95101e-08	2.79028e-10 2.91734e-10	-7.56806e-12 3.47212e-11	7.14023e-12 8.18302e-12	6.50572e-14 7.10645e-14	
55.5	135.655	54	0.0260949 0.0175388	9.00587e-08 6.39447e-08	-8.16638e-12 1.51059e-11	-4.68863e-11 5.09097e-11	2.4287e-14 5.08517e-13	2.95161e-14 4.2505e-14	
56.5	127.824	51.5	5.38748 5.29309	9.99474e-08 5.31682e-08	2.8681e-12 5.48981e-12	3.42325e-11 3.63996e-11	3.17094e-14 4.04261e-13	1.59089e-16 6.27167e-15	
57.5	130.1	48.5	0.0783676 0.0636144	8.06988e-08 3.72652e-08	5.55781e-12 1.09623e-11	-2.25461e-11 2.98697e-11	3.02677e-13 4.20988e-13	-1.97634e-14 1.33153e-14	
58.5	132.225	46	0.00142658 0.00221184	-1.47899e-10 1.36358e-08	-4.20868e-13 1.21455e-11	-1.38899e-11 1.46402e-11	1.83922e-13 4.48922e-13	5.7208e-15 1.30885e-14	
59.5	128.899	43.5	1.38378e+10 1.38288e+10	3.00423e-08 1.82489e-08	-2.03085e-11 1.8517e-11	1.80509e-12 1.22137e-11	-4.98423e-13 4.70924e-13	6.47176e-14 5.43958e-14	
60.5	nan	41	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
61.5	nan	39	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
