Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
2.5	1321.85	387.5	0.887471 nan 1.12438 0.168487 0.947847 0.106692 
7.5	1075.13	334	1.0018 0.0106114 1.20071 0.188395 1.22549 0.244075 
12.5	887.517	287	0.996852 0.00141391 1.17597 0.187141 1.01086 0.0193784 
17.5	730.07	245	0.998077 0.00216928 1.05511 0.0614326 0.991064 0.0566868 
22.5	599.441	207.5	0.997926 0.0013188 nan nan 0.974498 0.028774 
27.5	492.356	175	0.998562 0.00159837 1.5181 1.5527 0.883063 0.337058 
32.5	361.989	146.5	1.00734 0.00884957 nan nan 1.2033 0.374465 
37.5	353.286	121	0.998395 0.00286352 0.946245 0.153032 nan nan 
42.5	219.625	99	1.00208 0.0043038 0.870396 1.4381 1.14115 0.284338 
47.5	223.175	80	0.99191 0.00443681 1.05131 0.0951178 0.837518 0.72341 
52.5	132.592	63	0.979941 0.0120875 nan nan nan nan 
57.5	131.561	48.5	0.984798 0.0279642 nan nan nan nan 
62.5	nan	37	nan nan nan nan nan nan 
67.5	nan	27.5	nan nan nan nan nan nan 
72.5	nan	19.5	nan nan nan nan nan nan 
77.5	nan	13	nan nan nan nan nan nan 
82.5	nan	8	nan nan nan nan nan nan 
87.5	nan	5	nan nan nan nan nan nan 
92.5	nan	3	nan nan nan nan nan nan 
97.5	nan	1.5	nan nan nan nan nan nan 
