Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
5	1163.71	362.5	nan nan 1.96399 1.70145 1.90802 1.77989 
15	774.599	267	0.999751 0.00142732 1.08225 0.101209 1.03873 0.0540441 
25	522.082	192.5	0.999121 0.00066751 nan nan 1.11534 0.0772996 
35	338.719	134.5	1.00118 0.00179622 1.31886 0.504158 0.992348 0.105804 
45	208.477	90	0.998571 0.000901216 0.961507 0.0646055 0.904697 nan 
55	123.767	56.5	0.992124 0.0019482 nan nan nan nan 
65	nan	32.5	nan nan nan nan nan nan 
75	nan	16.5	nan nan nan nan nan nan 
85	nan	7	nan nan nan nan nan nan 
95	nan	2.5	nan nan nan nan nan nan 
