Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	1163.71	362.5	1.82967 0.0393814
15	774.599	267	2.67153 0.0503784
25	522.082	192.5	3.02749 0.0595185
35	338.719	134.5	3.19875 0.0647544
45	208.477	90	3.3074 0.0698466
55	123.767	56.5	3.06745 0.0766509
65	nan	32.5	nan nan
75	nan	16.5	nan nan
85	nan	7	nan nan
95	nan	2.5	nan nan
