Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	1402.46	408.5	7.00971e-11 6.92287e-11	1.16767e-09 1.95951e-08	7.60205e-09 4.16685e-09	8.35358e-10 7.6685e-10	9.4673e-11 4.54091e-11	1.64231e-11 6.55261e-12	
1.5	1338.18	396	-1.58459e-11 7.13509e-11	3.58334e-08 2.26925e-08	1.09849e-08 1.05336e-08	6.67766e-10 2.28012e-09	2.39632e-10 7.65125e-11	1.56526e-11 7.34468e-12	
2.5	1286.41	386	6.21091e-12 1.0185e-10	5.79344e-08 2.90699e-08	9.07642e-09 1.12437e-08	4.61167e-09 1.73697e-09	1.52101e-10 1.17199e-10	1.21702e-11 9.72084e-12	
3.5	1232.11	375.5	-2.67708e-11 1.64315e-10	1.27495e-07 6.12108e-08	2.40967e-08 7.98156e-09	2.27863e-09 1.78934e-09	-4.18481e-11 1.826e-10	1.60698e-11 1.32245e-11	
4.5	1168.93	364.5	8.87557e-11 1.44594e-10	2.24755e-07 1.31102e-07	-2.45048e-09 1.35533e-08	3.75906e-09 2.0104e-09	2.55403e-10 1.71461e-10	7.31485e-12 1.32165e-11	
5.5	1131.9	354	3.43971e-10 1.41269e-10	3.98917e-07 1.77112e-07	2.9107e-08 1.46905e-08	3.74802e-09 4.14914e-09	1.16136e-10 3.53362e-10	-6.88899e-12 3.14376e-11	
6.5	1088.72	344	-1.47345e-11 1.70675e-10	6.02388e-07 1.89184e-07	4.32102e-08 1.74948e-08	-2.86232e-09 8.10065e-09	1.36389e-10 2.65474e-10	1.01009e-11 4.40412e-11	
7.5	1044.11	334	-5.89727e-10 3.38266e-10	1.52448e-06 2.59671e-07	2.24311e-09 3.94808e-08	2.89642e-09 2.93339e-09	9.19591e-10 2.63112e-10	-1.6848e-11 2.36826e-11	
8.5	1001.19	324	-3.35659e-10 3.4252e-10	2.18435e-06 3.45452e-07	-8.49551e-09 3.02466e-08	2.65849e-09 3.81225e-09	4.95216e-10 3.31501e-10	-4.30261e-10 4.90905e-10	
9.5	958.348	314	2.03161e-10 1.76272e-10	3.38143e-06 5.31676e-07	2.32711e-08 2.57379e-08	3.78993e-09 6.00354e-09	-2.33041e-10 4.69814e-10	6.43153e-11 3.21474e-11	
10.5	929.479	304.5	3.81944e-10 1.23548e-10	4.18635e-06 6.61014e-07	-8.94168e-09 2.43592e-08	1.41986e-08 3.88376e-09	5.77949e-10 2.99659e-10	7.5165e-11 2.96685e-11	
11.5	889.506	295.5	-1.05416e-09 7.25531e-10	4.17541e-06 6.75236e-07	4.73269e-08 2.70092e-08	1.64297e-08 5.05593e-09	7.6301e-10 2.90061e-10	2.64977e-11 2.423e-11	
12.5	863.203	286.5	-1.56314e-11 2.97113e-10	8.80172e-06 8.76352e-07	4.54935e-08 2.86973e-08	1.23663e-08 5.27266e-09	-8.11883e-10 1.1485e-09	3.83127e-11 5.43309e-11	
13.5	819.593	277.5	-1.73252e-10 1.83302e-10	7.00131e-06 1.05534e-06	6.25052e-08 4.42243e-08	6.44732e-09 5.08394e-09	6.94727e-10 5.29028e-10	-4.58528e-11 9.63559e-11	
14.5	793.738	269	1.23392e-10 1.87174e-10	7.52533e-06 1.07061e-06	-2.85055e-08 5.00818e-08	4.60844e-09 7.19229e-09	5.9918e-10 5.85763e-10	-2.13639e-10 1.90697e-10	
15.5	757.171	260.5	-1.7401e-11 1.8354e-10	8.54972e-06 1.21136e-06	4.22289e-08 3.11496e-08	2.06437e-08 7.78306e-09	2.92227e-10 5.38219e-10	4.59393e-11 6.87176e-11	
16.5	727.488	252	-5.17944e-10 2.97817e-10	1.08484e-05 1.71498e-06	-1.17107e-07 7.64447e-08	5.41672e-10 9.59276e-09	-9.0394e-10 1.08907e-09	8.73837e-11 4.79191e-11	
17.5	694.435	244	-6.32159e-10 3.57179e-10	1.37575e-05 1.85896e-06	1.06176e-07 3.54232e-08	8.69137e-09 1.22413e-08	1.52729e-09 6.83106e-10	4.01718e-11 5.77124e-11	
18.5	677.536	236.5	-2.12216e-10 4.64389e-10	1.37983e-05 2.00476e-06	8.11684e-08 4.18664e-08	1.03984e-08 8.53222e-09	1.53292e-09 7.27811e-10	-2.20656e-11 8.35813e-11	
