Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	1402.46	408.5	8.15593e-16 9.65948e-16	2.0256e-12 4.0151e-12	3.42706e-13 6.00729e-13	1.87264e-14 4.35455e-14	9.29378e-16 7.03229e-16	6.53865e-17 4.05745e-17	
1.5	1338.18	396	-1.34582e-15 1.06909e-15	4.13792e-12 7.14474e-12	2.62369e-12 1.65084e-12	2.18553e-13 1.12107e-13	3.01749e-15 1.7603e-15	6.85437e-17 4.89178e-17	
2.5	1286.41	386	-1.42653e-15 2.08107e-15	1.4283e-11 1.04854e-11	1.14786e-12 1.95946e-12	3.50444e-13 1.53148e-13	8.25749e-16 2.69789e-15	2.16867e-17 7.10829e-17	
3.5	1232.11	375.5	-2.98261e-16 2.1255e-15	1.78728e-11 3.71342e-11	2.82183e-12 1.83459e-12	-5.46887e-14 1.7567e-13	-3.52158e-15 5.00941e-15	7.70549e-17 8.56932e-17	
4.5	1168.93	364.5	2.32282e-15 2.30524e-15	1.81805e-10 6.97763e-11	-4.21496e-12 3.11445e-12	8.57882e-14 2.01769e-13	4.11814e-15 4.86914e-15	-7.33201e-18 9.35261e-17	
5.5	1131.9	354	4.68442e-15 4.12551e-15	2.48008e-10 1.74175e-10	4.59239e-12 4.01481e-12	3.78347e-13 3.22803e-13	8.31591e-15 7.76705e-15	2.34344e-16 1.11808e-16	
6.5	1088.72	344	-3.28161e-15 4.7579e-15	4.96027e-10 2.15744e-10	1.22322e-11 4.08694e-12	6.78659e-13 5.82548e-13	-7.76048e-15 8.2975e-15	3.83322e-16 2.27745e-16	
7.5	1044.11	334	-4.25183e-15 5.7892e-15	1.8227e-09 4.82029e-10	6.52111e-12 1.02046e-11	2.81178e-14 2.86469e-13	3.40541e-14 9.95711e-15	-1.15396e-16 1.66616e-16	
8.5	1001.19	324	6.21928e-16 4.96791e-15	3.17721e-09 7.53277e-10	-5.48102e-14 6.65326e-12	2.02994e-13 3.77629e-13	9.86543e-15 1.22217e-14	2.13402e-14 2.09227e-14	
9.5	958.348	314	1.08955e-15 4.61363e-15	6.19655e-09 1.42738e-09	-3.36782e-12 8.90339e-12	-1.6655e-13 8.51427e-13	-1.19099e-14 1.58659e-14	3.92617e-16 4.11956e-16	
10.5	929.479	304.5	6.67104e-15 3.61495e-15	8.4044e-09 2.03576e-09	-7.06358e-12 7.49848e-12	1.49768e-12 6.91223e-13	1.05176e-14 1.07606e-14	9.24543e-16 2.96654e-16	
11.5	889.506	295.5	8.9557e-15 1.79644e-14	8.44959e-09 2.04072e-09	8.48913e-12 9.6318e-12	2.02135e-12 9.72476e-13	1.92766e-14 1.20316e-14	3.31864e-17 2.51512e-16	
