Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	646.68	241	-7.34222e-09 1.48858e-09	2.87565e-07 1.3634e-07	1.85166e-08 2.85161e-08	-3.85634e-10 4.21611e-09	3.67046e-10 1.16679e-10	-9.6084e-12 1.19487e-11	
7.5	526.102	209	-1.12992e-08 2.65633e-09	9.30569e-07 2.3792e-07	-1.77108e-08 5.5105e-08	9.15004e-09 3.67555e-09	4.39132e-10 2.09965e-10	1.45208e-11 1.31438e-11	
12.5	433.007	180	-1.43147e-08 2.23035e-09	2.11738e-06 6.78675e-07	6.46211e-08 6.98002e-08	2.8987e-09 4.57815e-09	-2.91806e-10 2.78465e-10	-4.46502e-11 2.33106e-11	
17.5	357.75	153.5	-2.54858e-08 3.99246e-09	5.82046e-06 9.00923e-07	8.52985e-09 9.82618e-08	1.22182e-08 4.54005e-09	-2.61386e-10 3.06351e-10	-6.55113e-12 2.89824e-11	
22.5	292.153	130	-5.67463e-08 1.27817e-08	9.18181e-06 1.32421e-06	1.40666e-07 8.67552e-08	1.05726e-08 4.9749e-09	-1.28421e-11 3.22947e-10	-4.48735e-11 3.30901e-11	
27.5	236.638	109.5	-4.04115e-08 9.18288e-09	1.47206e-05 1.80464e-06	1.49361e-07 8.37545e-08	1.28188e-08 5.84051e-09	-1.26885e-10 3.19768e-10	5.36168e-13 3.02836e-11	
32.5	190.409	91.5	-1.00166e-07 2.29246e-08	2.06022e-05 2.35806e-06	1.03185e-07 1.07242e-07	8.49435e-09 5.11086e-09	3.9189e-11 3.24331e-10	-4.19771e-11 3.86917e-11	
37.5	151.528	75.5	-1.07207e-07 1.93308e-08	2.29167e-05 2.52861e-06	2.58889e-07 7.69687e-08	-5.46381e-09 6.11554e-09	-5.62238e-11 4.35911e-10	-3.94032e-11 3.92723e-11	
42.5	119.154	61.5	-1.86323e-07 4.34262e-08	2.499e-05 2.93341e-06	2.22485e-07 7.13577e-08	-1.55654e-08 1.34103e-08	-1.35757e-09 5.38696e-10	-3.0974e-10 1.26915e-10	
47.5	92.327	49	-1.48144e-07 2.74379e-08	3.0503e-05 3.30111e-06	1.69876e-07 5.59918e-08	-1.68581e-08 1.25083e-08	3.7859e-10 2.41392e-10	-2.93676e-10 1.32552e-10	
52.5	69.9699	38.5	-2.58107e-07 5.4289e-08	2.85908e-05 3.68414e-06	5.03534e-08 5.15608e-08	-2.96026e-08 1.08512e-08	1.77886e-11 2.08826e-10	-1.65585e-10 4.77866e-11	
57.5	52.0015	30	-1.09628e-07 1.97172e-08	2.0711e-05 2.8243e-06	-1.84307e-08 3.11145e-08	-2.15862e-08 6.12352e-09	-1.77124e-10 1.25176e-10	-1.04911e-10 3.35103e-11	
62.5	38.2458	23	-1.49552e-07 2.54042e-08	2.33622e-05 2.77136e-06	-2.67166e-08 2.08449e-08	-2.18712e-08 4.72377e-09	-1.67398e-10 8.97057e-11	-1.06698e-10 2.22796e-11	
67.5	27.3572	17	-8.50623e-08 1.53264e-08	9.83498e-06 2.09706e-06	-1.90454e-08 7.77487e-09	-1.87492e-08 4.64634e-09	-1.95667e-10 6.42831e-11	-5.15213e-11 1.23659e-11	
72.5	18.8848	12	-5.42015e-08 9.89765e-09	9.05027e-07 1.22946e-06	-3.23295e-08 6.29567e-09	-1.34705e-08 1.83985e-09	-1.32223e-10 2.91029e-11	-2.9317e-11 5.74538e-12	
77.5	12.452	8.5	-3.65062e-08 7.256e-09	-4.53136e-06 6.37372e-07	-1.46389e-08 4.06836e-09	-1.02594e-08 1.24831e-09	-6.8989e-11 1.56454e-11	-1.27657e-11 2.20237e-12	
82.5	7.77222	6	-4.09965e-08 9.79499e-09	-4.41744e-06 3.98753e-07	-6.01271e-09 1.05679e-09	-2.98307e-09 5.19158e-10	-9.93622e-12 2.42905e-12	-2.69889e-12 4.27794e-13	
87.5	4.5236	4	-1.34767e-08 2.76808e-09	-2.30697e-06 2.87112e-07	-1.02492e-09 1.76355e-10	-1.80143e-10 3.82585e-11	-4.4474e-13 1.44213e-13	-2.70219e-13 4.24429e-14	
92.5	3.35477	2.5	3.16881e-14 2.59688e-12	2.82973e-14 1.73311e-11	7.62757e-16 7.74576e-14	7.02326e-18 3.50777e-15	2.85385e-18 1.16545e-16	4.88403e-21 7.4648e-19	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
