Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	576.327	226	1.55327 0.0270408
15	394.613	167.5	1.85448 0.0307839
25	261.882	120.5	2.18731 0.036445
35	172.277	84	2.4522 0.0421393
45	106.66	55.5	2.72244 0.051482
55	61.3711	34.5	3.19106 0.0683171
65	33.8058	20	3.94663 0.0930999
75	15.8147	10.5	4.75952 0.136527
85	6.18371	5	5.84651 0.240645
95	3.35477	2.5	3.85096 1.60787
