Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
2.5	646.68	241	1.08911 0.093629 1.22006 0.376878 nan nan 
7.5	526.102	209	0.851485 0.128778 nan nan nan nan 
12.5	433.007	180	1.07694 0.0813516 1.1258 0.38656 nan nan 
17.5	357.75	153.5	0.996782 0.0149969 1.82969 3.78757 0.923672 0.105643 
22.5	292.153	130	0.970948 0.0152111 1.09019 0.134274 0.997574 0.0963015 
27.5	236.638	109.5	0.977601 0.010024 1.06702 0.0968238 0.86789 0.242014 
32.5	190.409	91.5	1.00218 0.015289 1.21295 0.326808 nan nan 
37.5	151.528	75.5	0.984272 0.00821581 0.956594 0.0569877 nan nan 
42.5	119.154	61.5	0.984379 0.0103553 0.80735 0.235019 nan nan 
47.5	92.327	49	0.967725 0.00777484 1.00815 0.0498745 nan nan 
52.5	69.9699	38.5	0.987022 0.0164824 0.827486 nan nan nan 
57.5	52.0015	30	0.961406 0.0139428 nan nan nan nan 
62.5	38.2458	23	0.975299 0.00871337 nan nan nan nan 
67.5	27.3572	17	0.901951 0.0527224 nan nan nan nan 
72.5	18.8848	12	nan nan nan nan nan nan 
77.5	12.452	8.5	nan nan nan nan nan nan 
82.5	7.77222	6	nan nan nan nan nan nan 
87.5	4.5236	4	nan nan nan nan nan nan 
92.5	3.35477	2.5	nan nan nan nan nan nan 
97.5	nan	2	nan nan nan nan nan nan 
