Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	243.395	77.5	8.33654e-11 8.14582e-11	5.28056e-10 1.45431e-09	-1.95591e-10 1.16921e-10	-3.57339e-13 1.05548e-12	7.57572e-15 1.14116e-14	-4.95569e-16 4.90215e-16	
1.5	216.681	74	2.96744e-11 3.43675e-11	-1.11252e-09 1.35234e-09	3.11507e-11 9.16567e-11	4.47047e-13 8.50758e-13	2.39003e-14 2.45439e-14	-1.31683e-16 2.80664e-16	
2.5	204.763	72.5	2.11377e-11 1.49005e-11	2.59898e-10 1.3457e-09	-1.02646e-10 9.41178e-11	-3.66275e-13 6.66189e-13	1.44781e-14 7.51056e-15	2.11346e-15 2.53775e-15	
3.5	195.218	71	2.83772e-11 2.93942e-11	-9.51408e-10 1.43493e-09	1.90845e-11 9.50561e-11	-4.34428e-13 7.7003e-13	-4.98102e-15 6.34317e-15	1.56321e-16 5.97076e-16	
4.5	185.493	69	5.79335e-11 3.96206e-11	3.18493e-09 1.40467e-09	1.21114e-10 1.00261e-10	1.50193e-12 6.99512e-13	4.96575e-15 6.68554e-15	3.96587e-18 3.27696e-16	
5.5	181.632	67.5	2.99492e-12 9.78992e-12	-1.75903e-09 2.5007e-09	2.59537e-12 9.39952e-11	9.81153e-13 8.29598e-13	1.9834e-14 1.85048e-14	7.52814e-17 3.98035e-16	
6.5	173.921	66	1.6246e-11 1.57934e-11	-3.47889e-09 2.57342e-09	2.81228e-11 9.15807e-11	1.64165e-12 7.93257e-13	7.8465e-15 5.81837e-15	7.91518e-16 8.3594e-16	
7.5	168.126	64.5	6.49977e-12 1.4839e-11	-3.68389e-10 3.99729e-09	2.22548e-11 9.18211e-11	4.50006e-13 9.69804e-13	4.3832e-14 5.02507e-14	-1.00131e-15 4.44928e-16	
8.5	163.401	63	-5.60501e-12 2.42979e-11	3.46038e-09 2.67192e-09	5.48479e-11 9.89754e-11	-1.21057e-12 7.98414e-13	-1.63431e-14 9.67357e-15	2.30346e-15 2.02082e-15	
9.5	156.22	61	9.11811e-11 8.75044e-11	9.8385e-10 3.23986e-09	-6.85965e-12 1.04932e-10	-3.57147e-13 6.77723e-13	2.58142e-14 2.94808e-14	2.13223e-16 3.08004e-16	
10.5	153.381	59.5	2.83655e-10 1.71632e-10	5.72795e-09 3.33457e-09	1.14529e-10 1.07434e-10	1.21211e-12 6.18028e-13	-2.74142e-15 7.81038e-15	-1.36109e-16 3.53166e-16	
11.5	146.86	58	1.16295e-10 7.33085e-11	3.33273e-09 4.55883e-09	3.04327e-10 1.42279e-10	1.44733e-13 5.16761e-13	1.62018e-14 1.11446e-14	1.86864e-16 3.5414e-16	
12.5	140.439	56.5	1.67565e-10 1.19974e-10	1.66726e-09 3.21481e-09	2.17731e-10 1.17081e-10	6.57446e-14 7.00276e-13	-3.00161e-14 1.40493e-14	1.2662e-17 2.86464e-16	
13.5	135.711	55	1.04564e-10 7.35926e-11	2.37955e-10 3.74025e-09	1.90228e-10 1.20692e-10	1.76145e-13 5.50689e-13	-9.31953e-15 1.26028e-14	1.17122e-15 1.3125e-15	
14.5	130.368	53.5	3.53173e-10 3.56177e-10	-7.20084e-10 4.66628e-09	9.67302e-11 5.76717e-11	6.96604e-14 6.33347e-13	-5.38717e-17 9.88328e-15	-1.86981e-16 2.04658e-16	
15.5	126.435	52	-2.57596e-12 1.05516e-11	-3.26223e-09 7.18023e-09	-2.34979e-10 1.20361e-10	-7.41122e-14 7.07469e-13	-8.69274e-16 5.75933e-15	5.95513e-17 3.7104e-16	
16.5	122.468	50.5	3.99491e-10 3.14876e-10	-7.35845e-09 7.78146e-09	1.75781e-10 1.14119e-10	-9.96096e-13 1.04328e-12	-1.06335e-14 1.1878e-14	4.73461e-15 4.67e-15	
17.5	117.45	49	1.82509e-11 2.70879e-11	-8.47463e-09 6.71765e-09	1.52838e-12 1.02189e-10	7.46904e-13 7.93086e-13	-2.84889e-14 1.48796e-14	6.87742e-16 1.20244e-15	
18.5	113.412	47.5	6.27845e-11 5.18863e-11	-3.95502e-09 8.40513e-09	8.87822e-11 9.75311e-11	4.47677e-13 1.38527e-12	1.56392e-14 2.02462e-14	-2.43276e-16 2.37515e-16	
19.5	109.92	46.5	9.95209e-12 2.09218e-11	4.39914e-09 6.74572e-09	4.82193e-11 1.15597e-10	-1.32379e-13 9.31459e-13	1.34366e-14 2.21602e-14	1.95762e-17 3.35891e-16	
20.5	105.395	45	-3.49688e-11 2.55995e-11	-2.71258e-09 9.1228e-09	1.07718e-10 1.15017e-10	-3.19591e-13 7.94345e-13	-8.98674e-15 1.07518e-14	1.25174e-15 1.07274e-15	
21.5	101.313	43.5	9.62851e-11 6.98268e-11	5.63843e-09 6.43256e-09	-6.80395e-13 9.50028e-11	-1.30345e-13 6.30195e-13	-4.3663e-15 7.82315e-15	-1.50343e-16 1.74385e-16	
22.5	98.3867	42.5	4.18474e-12 3.76244e-11	2.88172e-08 8.91905e-09	3.32338e-10 1.0684e-10	-4.16981e-13 7.09886e-13	1.82387e-14 1.03804e-14	1.22941e-15 9.31073e-16	
23.5	95.5188	41	1.12024e-11 2.91626e-11	5.3414e-09 1.09932e-08	9.00202e-11 7.38942e-11	1.16123e-12 2.04452e-12	-1.68548e-14 1.49892e-14	-5.25373e-16 2.96152e-16	
24.5	91.6415	39.5	6.9534e-10 5.9676e-10	3.33067e-09 7.84577e-09	9.95323e-11 9.22972e-11	-1.55515e-13 5.55221e-13	-1.17097e-15 1.52568e-14	1.97611e-15 2.23379e-15	
25.5	87.5398	38.5	1.44796e-10 1.84709e-10	8.17282e-09 1.2083e-08	7.46632e-11 6.21936e-11	1.94446e-12 1.44465e-12	1.12713e-14 9.03332e-15	1.33794e-16 2.89503e-16	
26.5	84.6635	37.5	6.00256e-10 3.98387e-10	3.9535e-08 1.82238e-08	1.35287e-10 6.7191e-11	8.03867e-13 1.17854e-12	2.4717e-14 2.83906e-14	1.95614e-14 1.93829e-14	
27.5	80.6609	36.5	5.9079e-11 5.38289e-11	1.05476e-08 1.26166e-08	1.0957e-10 8.81178e-11	-1.20499e-12 9.10956e-13	-3.38639e-15 9.69414e-15	-2.34291e-16 3.74125e-16	
28.5	78.3433	35.5	2.30612e-11 4.54355e-11	2.80894e-08 1.34275e-08	3.60528e-11 5.04818e-11	-1.34804e-12 5.47643e-13	6.7108e-15 8.62787e-15	6.48973e-16 5.62831e-16	
29.5	75.2744	34	1.43586e-10 1.11937e-10	1.02815e-08 1.7234e-08	-1.35409e-11 6.97738e-11	-9.50379e-13 2.48286e-12	-5.42987e-15 1.05924e-14	1.14149e-14 8.48219e-15	
30.5	73.3791	32.5	8.71345e-11 6.40135e-11	2.57629e-08 1.50153e-08	-2.74071e-12 5.36267e-11	-2.41537e-12 1.53836e-12	-7.79229e-15 9.10781e-15	2.19019e-15 2.42812e-15	
31.5	70.0113	31.5	3.10486e-10 2.70836e-10	2.15454e-08 1.06591e-08	-2.90118e-11 5.03275e-11	-1.7073e-12 7.32364e-13	-6.65792e-15 7.42409e-15	1.50085e-16 5.74028e-16	
32.5	67.2941	30.5	3.12185e-10 2.773e-10	3.03749e-08 1.52633e-08	4.08445e-11 4.02521e-11	-3.42219e-13 9.23721e-13	1.45533e-14 1.63511e-14	1.02743e-15 1.17509e-15	
33.5	64.4857	29.5	6.71961e-11 8.7331e-11	3.2012e-08 1.52278e-08	-5.93286e-12 3.14856e-11	-1.22732e-12 8.09875e-13	-1.25972e-14 6.00359e-15	4.39142e-16 4.7335e-16	
34.5	62.3203	28.5	3.21425e-11 5.24252e-11	3.1952e-08 1.5837e-08	3.47505e-11 3.3871e-11	-2.79691e-12 9.82035e-13	1.01762e-14 1.90517e-14	2.45721e-16 3.15712e-16	
35.5	59.8953	27.5	1.8798e-12 5.25408e-11	2.82905e-08 1.4644e-08	-6.44186e-11 3.42777e-11	-1.28641e-12 1.21216e-12	-9.32265e-15 4.81163e-15	-2.09352e-16 2.60042e-16	
36.5	57.0291	26.5	3.70907e-10 2.35958e-10	3.29793e-08 1.84851e-08	-2.0706e-11 2.63582e-11	-3.96364e-12 1.50007e-12	6.10686e-15 5.86251e-15	-1.04471e-16 6.44423e-16	
37.5	54.3925	26	4.60903e-11 9.25742e-11	6.39043e-08 2.30816e-08	3.95644e-11 2.40437e-11	-4.75656e-12 1.78249e-12	3.92535e-15 4.52696e-15	2.19932e-15 2.00399e-15	
38.5	52.8243	25.5	6.09091e-11 7.20909e-11	2.07313e-08 1.25025e-08	-2.86972e-11 1.79064e-11	-1.91464e-12 8.60979e-13	1.93644e-14 2.1966e-14	-7.09558e-17 2.39643e-16	
39.5	52.124	24.5	-2.93963e-11 2.05412e-11	-8.58947e-09 1.75435e-08	-8.28836e-12 1.27597e-11	-2.25213e-12 1.73904e-12	2.00413e-15 5.38985e-15	2.57573e-16 5.91405e-16	
40.5	49.3724	23.5	1.10643e-10 9.54729e-11	1.0156e-08 1.5695e-08	-5.95099e-12 1.94944e-11	-3.33181e-12 1.16924e-12	-8.24801e-15 3.60462e-15	2.63191e-16 6.95071e-16	
41.5	47.3815	22.5	1.87347e-11 7.95501e-11	2.38369e-08 1.68724e-08	-8.85498e-12 1.08445e-11	4.97153e-12 3.87074e-12	1.25334e-15 5.66658e-15	1.8376e-15 2.08291e-15	
42.5	44.917	21.5	-2.97161e-11 4.35485e-11	3.5341e-08 1.32372e-08	-1.63411e-11 1.1821e-11	-6.17055e-13 1.30394e-12	-4.49826e-16 3.60829e-15	-2.70413e-16 2.28959e-16	
43.5	42.7305	21	-4.97086e-12 2.94456e-11	4.32225e-09 2.03806e-08	-1.33139e-11 1.21905e-11	-3.95851e-12 1.54492e-12	-6.48551e-15 3.21437e-15	-2.39914e-16 1.74141e-16	
44.5	41.8764	20.5	1.79117e-10 1.00358e-10	1.87934e-08 1.55108e-08	-1.5649e-11 8.44806e-12	-1.48405e-12 1.65525e-12	-5.14543e-15 2.44892e-15	2.29472e-15 1.91118e-15	
45.5	39.1724	19.5	-1.85168e-11 1.68444e-11	1.27953e-08 1.67117e-08	-1.42437e-11 7.40636e-12	-2.74546e-12 8.91387e-13	-7.60874e-16 3.52276e-15	3.85456e-16 4.01693e-16	
46.5	37.8848	18.5	-2.19706e-11 1.23237e-11	1.98281e-08 1.80718e-08	3.31742e-13 4.13539e-12	-1.01165e-12 1.19323e-12	-4.23738e-15 1.94535e-15	-3.37276e-16 9.56908e-17	
