Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	188.713	70	1.65778 0.0225169
15	130.174	53	1.92123 0.0262053
25	89.7637	39.5	2.2869 0.0308349
35	61.2493	28.5	2.81904 0.0374707
45	40.827	20	3.52018 0.0487575
55	25.9426	13.5	4.25001 0.0622662
65	15.4761	9	4.78165 0.0779535
75	8.19307	5.5	5.57041 0.103684
85	3.63079	3	7.36973 0.18315
95	0.973276	2	17.3578 0.711208
