Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	209.086	74	-1.75733e-07 3.08326e-08	6.13589e-07 3.75751e-07	8.14673e-08 5.91115e-08	4.33303e-09 2.47535e-09	9.93726e-11 1.49116e-10	-9.26606e-11 2.78868e-11	
7.5	168.417	64	-2.00982e-07 2.91053e-08	3.63168e-07 6.11843e-07	1.20866e-07 5.94952e-08	4.14996e-09 2.36998e-09	-5.10467e-10 2.45966e-10	-9.42405e-11 2.84575e-11	
12.5	141.349	56.5	-3.59291e-07 7.30619e-08	2.09676e-06 6.69992e-07	3.29256e-07 5.26817e-08	5.69013e-09 1.90673e-09	-1.93202e-10 1.53612e-10	-7.40244e-11 2.15855e-11	
17.5	118.006	49.5	-3.09629e-07 5.93344e-08	9.20273e-07 1.02948e-06	1.72152e-07 5.72887e-08	-7.47788e-09 3.6231e-09	-5.3628e-10 2.12172e-10	-1.05822e-10 3.76344e-11	
22.5	98.3196	42.5	-3.96767e-07 7.55323e-08	4.06061e-06 1.1111e-06	2.69375e-07 5.06301e-08	-6.68449e-09 3.33629e-09	-1.94585e-10 1.65063e-10	-8.52569e-11 2.92309e-11	
27.5	81.3579	36	-5.14402e-07 8.73831e-08	8.4354e-06 1.38279e-06	1.86506e-07 4.25493e-08	-1.24327e-08 4.31274e-09	-2.91037e-10 1.97705e-10	-2.28192e-10 8.49124e-11	
32.5	67.3962	30.5	-5.20305e-07 7.71169e-08	1.00943e-05 1.33388e-06	1.10346e-07 2.88271e-08	-1.28021e-08 3.13543e-09	-3.01304e-10 1.64435e-10	-1.48358e-10 3.07816e-11	
37.5	55.3185	26	-4.22743e-07 6.26285e-08	1.1387e-05 1.42566e-06	3.02963e-08 1.98011e-08	-2.33996e-08 3.76269e-09	-2.43621e-12 1.15277e-10	-1.43031e-10 2.66956e-11	
42.5	45.2326	22	-4.47354e-07 5.7673e-08	9.65368e-06 1.42894e-06	-2.0142e-09 1.52189e-08	-2.96117e-08 5.095e-09	-1.82492e-10 7.92332e-11	-1.56909e-10 2.92409e-11	
47.5	36.4731	18	-2.16169e-07 3.0348e-08	9.18909e-06 1.34065e-06	-1.82252e-08 9.05887e-09	-2.14815e-08 3.13786e-09	-2.0598e-10 5.93532e-11	-8.18247e-11 1.45742e-11	
52.5	29.009	14.5	-1.76476e-07 2.79016e-08	5.95395e-06 1.17545e-06	-2.40965e-08 6.79409e-09	-1.799e-08 2.18172e-09	-1.81095e-10 4.15134e-11	-5.71383e-11 7.41053e-12	
57.5	22.6382	12	-9.45612e-08 1.4876e-08	3.05009e-06 9.57131e-07	-2.2238e-08 4.54959e-09	-1.52216e-08 1.47562e-09	-1.13919e-10 1.95193e-11	-3.03053e-11 3.99637e-12	
62.5	17.6488	10	-6.3944e-08 7.66624e-09	-3.59718e-06 6.10744e-07	-1.64946e-08 2.75511e-09	-1.48727e-08 1.36226e-09	-9.09382e-11 1.16149e-11	-1.77761e-11 2.38444e-12	
67.5	13.2292	8	-4.48774e-08 6.48284e-09	-4.95572e-06 4.05908e-07	-1.28132e-08 1.43359e-09	-6.81569e-09 7.66611e-10	-4.70969e-11 6.63874e-12	-7.79663e-12 1.1095e-12	
72.5	9.61075	6	-4.64967e-08 6.72593e-09	-4.43497e-06 2.76047e-07	-7.52746e-09 6.53467e-10	-2.99711e-09 2.82318e-10	-2.16365e-11 4.31681e-12	-2.7796e-12 8.26244e-13	
77.5	6.74343	4.5	-2.88081e-08 4.87154e-09	-3.42369e-06 2.25914e-07	-2.79257e-09 2.54477e-10	-8.47223e-10 1.05002e-10	-3.40456e-12 1.06151e-12	-5.23061e-13 6.43613e-14	
82.5	4.51223	3.5	-1.08642e-08 1.57244e-09	-1.56814e-06 1.18802e-07	-1.0835e-09 1.53854e-10	-7.68306e-11 1.05023e-11	-3.34398e-13 1.00675e-13	-1.39401e-13 1.6065e-14	
87.5	2.76352	2.5	-2.82142e-09 4.52926e-10	-5.25013e-07 4.97864e-08	-1.17735e-10 2.00753e-11	-2.7953e-12 6.5455e-13	-1.82535e-14 3.8183e-15	-2.09901e-14 2.77416e-15	
92.5	1.43154	2	-6.80802e-11 1.05757e-11	-1.12624e-07 1.32942e-08	-2.03522e-12 3.22562e-13	-5.69887e-15 1.87309e-15	-2.56073e-16 3.36151e-17	-5.67315e-16 1.37775e-16	
97.5	0.419767	2	-5.32762e-14 1.37689e-14	-1.9915e-09 4.76362e-10	-2.4455e-15 4.75696e-16	-1.65019e-16 5.30904e-17	-2.96919e-18 7.78902e-19	-4.82689e-18 2.30683e-18	
