Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
5	302.193	335	nan nan nan nan 2.50997 3.78317 
15	204.327	238.5	0.999018 0.00452025 0.970098 0.345341 1.64545 1.27808 
25	139.454	169	0.999712 0.00247765 1.29591 0.779459 nan nan 
35	91.4231	116	0.997111 0.00252983 nan nan nan nan 
45	57.4595	76	0.989504 0.00308251 nan nan nan nan 
55	33.3267	46.5	0.96504 0.00805495 nan nan nan nan 
65	17.3918	26	0.873272 0.0353195 nan nan nan nan 
75	7.78817	13.5	nan nan nan nan nan nan 
85	2.76914	6.5	nan nan nan nan nan nan 
95	0.599908	3	nan nan nan nan nan nan 
