Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	302.193	335	1.8296 0.0183211
15	204.327	238.5	2.55005 0.02301
25	139.454	169	2.98378 0.0270492
35	91.4231	116	3.23951 0.0300765
45	57.4595	76	3.54134 0.0339877
55	33.3267	46.5	3.87342 0.0396042
65	17.3918	26	4.51693 0.0496786
75	7.78817	13.5	5.79633 0.0698322
85	2.76914	6.5	8.76929 0.137183
95	0.599908	3	28.8857 0.751758
