Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	1214.52	388.5	1.56909e-13 4.70404e-14	1.86961e-11 6.24694e-12	-7.66298e-14 1.15256e-12	1.01305e-14 6.58381e-14	9.77958e-16 1.50558e-15	-5.58261e-18 3.58771e-17	
7.5	854.022	335.5	2.95069e-12 2.79421e-12	1.51545e-09 2.16671e-10	-1.44943e-12 1.48644e-11	2.35123e-13 3.88323e-13	-2.56286e-15 6.91411e-15	4.19325e-16 2.01979e-16	
12.5	705.13	287.5	8.60857e-12 6.17661e-12	1.20352e-08 1.17587e-09	-3.94101e-11 1.47017e-11	-3.93406e-14 6.42921e-13	4.30005e-14 2.00924e-14	-2.24032e-17 2.51443e-16	
17.5	582.893	245	1.47457e-11 1.09194e-11	4.21399e-08 3.12293e-09	1.11987e-11 2.25076e-11	1.12566e-12 7.8302e-13	3.03569e-14 1.28222e-14	2.85433e-16 3.75637e-16	
22.5	477.164	207	7.2846e-11 6.74006e-11	1.01907e-07 6.88622e-09	1.86701e-11 3.66895e-11	1.03133e-12 9.22441e-13	1.81731e-14 1.71317e-14	-4.36537e-17 4.2967e-16	
27.5	388.209	173.5	2.12135e-11 1.55723e-11	1.98022e-07 1.29247e-08	4.32211e-11 3.06203e-11	1.3691e-12 1.25772e-12	4.48651e-15 1.91923e-14	-2.32304e-16 6.72106e-16	
32.5	314.597	144	7.39589e-11 5.73745e-11	2.85861e-07 1.94284e-08	-2.23463e-11 4.2135e-11	9.37859e-13 1.48913e-12	-8.93217e-15 2.34874e-14	2.75946e-16 7.05242e-16	
37.5	249.08	118	1.82187e-10 9.649e-11	3.21865e-07 2.36138e-08	-3.01316e-11 4.4443e-11	9.45368e-13 1.4473e-12	6.85492e-15 1.95568e-14	-6.08742e-16 5.84069e-16	
42.5	196.592	96	1.0502e-09 8.19311e-10	3.1383e-07 2.60855e-08	-1.05751e-10 4.84203e-11	1.61635e-12 2.25561e-12	5.3035e-14 3.60144e-14	1.00711e-15 1.11283e-15	
47.5	150.488	77	1.29997e-09 5.02587e-10	3.75949e-07 3.11302e-08	2.50149e-11 4.15097e-11	1.33949e-13 1.61175e-12	5.41417e-14 3.03063e-14	-2.55214e-16 4.63221e-16	
52.5	113.222	60.5	6.18126e-10 3.72621e-10	3.36418e-07 3.08788e-08	1.85261e-11 3.0398e-11	-1.14353e-12 1.58811e-12	1.0568e-14 1.11981e-14	1.74906e-15 1.37346e-15	
57.5	83.4906	46.5	6.82692e-10 3.9795e-10	2.58697e-07 2.82471e-08	-1.8544e-11 2.43098e-11	-4.33707e-12 1.18005e-12	-1.40609e-14 6.42018e-15	-2.06531e-17 4.75616e-16	
62.5	60.411	34.5	1.06765e-09 5.11535e-10	1.74464e-07 2.12859e-08	-1.35033e-13 1.16117e-11	-3.2235e-12 8.00295e-13	-4.60895e-15 6.50284e-15	4.58547e-16 3.27801e-16	
67.5	42.8397	25	5.81502e-10 3.7553e-10	1.12026e-07 1.69722e-08	-1.164e-11 4.53348e-12	-4.52142e-12 7.94121e-13	-3.91343e-15 1.57403e-15	-2.0537e-16 1.72335e-16	
72.5	28.3459	18	1.2144e-09 4.26006e-10	2.60594e-08 8.43895e-09	-1.9137e-12 1.56118e-12	-2.40167e-12 4.65013e-13	-1.12364e-15 4.56518e-16	2.4808e-16 1.79867e-16	
77.5	18.6255	12.5	9.73717e-10 3.17364e-10	-2.58774e-08 2.71664e-09	-1.21773e-12 6.65343e-13	-6.89993e-13 1.73746e-13	-5.40189e-16 1.21756e-16	1.13846e-16 6.86492e-17	
82.5	11.0695	8	8.07952e-10 3.33371e-10	-1.13472e-08 1.38934e-09	1.92425e-13 3.8437e-13	2.32547e-14 2.75211e-14	5.82003e-18 2.61689e-17	3.24605e-18 2.19601e-18	
87.5	5.97924	5	1.3866e-10 4.30919e-11	-2.60846e-10 4.36284e-10	2.81043e-14 1.40736e-14	1.69826e-14 3.00311e-15	1.18134e-17 4.85596e-18	5.9683e-19 4.32107e-19	
92.5	2.7189	3	5.09121e-13 2.7724e-13	1.44254e-10 4.13581e-11	1.73783e-15 1.00271e-15	7.81764e-17 3.78483e-17	7.70823e-21 3.14984e-21	5.46404e-21 1.07711e-21	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
