Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	1200.23	363	1.27417 0.00787844
15	639.876	267.5	2.16016 0.0224558
25	432.835	191.5	2.54758 0.0259787
35	281.254	132	2.70924 0.0297816
45	173.463	87	2.81577 0.0334931
55	99.0991	54	3.13949 0.040828
65	52.2076	30.5	3.62714 0.0519283
75	23.953	15.5	4.50059 0.0784368
85	8.64243	7	5.69637 0.135843
95	2.09161	3	11.8162 0.588874
