Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	1233.04	409	-4.58024e-09 2.75531e-10	1.43854e-08 9.86818e-09	5.43219e-09 3.78915e-09	5.14193e-11 6.29077e-10	1.46019e-10 4.62278e-11	-4.28608e-12 3.87835e-12	
1.5	1098.63	397.5	-1.02785e-08 2.46897e-09	1.9402e-08 8.63133e-08	-2.25308e-08 2.25445e-08	3.01492e-09 2.60276e-09	2.33329e-10 1.81098e-10	-2.72037e-11 2.05971e-11	
2.5	1045.29	387.5	-1.17295e-08 3.13265e-09	9.01e-08 8.65047e-08	-5.61668e-09 3.07941e-08	1.2535e-09 3.27807e-09	-3.0139e-10 2.95078e-10	3.69042e-11 1.77735e-11	
3.5	997.908	377	-1.09879e-08 2.81014e-09	1.68302e-07 1.03967e-07	-7.80576e-09 4.13139e-08	2.25343e-09 2.96524e-09	-1.58328e-10 2.77293e-10	-4.12821e-11 2.98536e-11	
4.5	958.316	366.5	-2.04588e-08 5.46777e-09	3.95042e-07 1.46268e-07	-1.57662e-08 2.95083e-08	-1.45945e-09 4.10964e-09	1.5267e-10 2.73246e-10	-6.29869e-11 5.33411e-11	
5.5	924.608	356	-2.26037e-08 8.96953e-09	5.16158e-07 1.44803e-07	-5.48706e-08 4.12823e-08	5.6318e-09 4.32193e-09	3.5824e-10 3.10011e-10	-1.4035e-11 3.9306e-11	
6.5	886.118	345.5	-2.10113e-08 6.77422e-09	1.17308e-06 2.4006e-07	1.93343e-08 4.67992e-08	3.85826e-09 4.24434e-09	2.64773e-10 3.41967e-10	4.78223e-11 2.34878e-11	
7.5	854.233	335	-2.94189e-08 9.19551e-09	1.21139e-06 3.02703e-07	-1.27648e-07 9.61113e-08	1.14395e-08 4.79893e-09	-1.23928e-10 4.2233e-10	-3.44489e-11 4.87631e-11	
8.5	823.356	325	-4.01329e-08 2.10101e-08	2.20109e-06 3.40159e-07	1.38844e-08 3.76089e-08	1.52765e-08 4.85236e-09	5.32501e-10 4.71871e-10	1.16696e-11 3.57338e-11	
9.5	792.077	315	-1.6815e-08 4.50525e-09	2.67321e-06 3.8802e-07	-5.21361e-08 7.28655e-08	1.63662e-08 4.74725e-09	-3.20964e-10 3.71282e-10	-7.04333e-12 4.01004e-11	
10.5	758.085	305.5	-2.46835e-08 6.46025e-09	3.11644e-06 5.18036e-07	6.00833e-08 3.99126e-08	-9.79681e-09 1.06585e-08	4.11511e-10 4.39449e-10	-1.80434e-11 3.75872e-11	
11.5	732.569	296	-3.83597e-08 1.09119e-08	4.39901e-06 5.88749e-07	-6.63089e-08 7.37447e-08	1.88599e-09 5.6962e-09	1.19558e-09 4.42616e-10	-3.64617e-11 5.54097e-11	
12.5	712.321	286.5	-6.30137e-08 1.42783e-08	4.73591e-06 6.78253e-07	-1.90636e-08 5.29796e-08	1.66187e-08 7.40796e-09	-3.79534e-11 9.85705e-10	9.36474e-12 3.53584e-11	
13.5	676.257	277.5	-6.00599e-08 2.15035e-08	7.87089e-06 9.52951e-07	1.90292e-08 4.95531e-08	1.2076e-08 6.82793e-09	3.53066e-10 5.18584e-10	7.29112e-12 3.95013e-11	
14.5	654.168	269	-1.17672e-07 4.25207e-08	9.80475e-06 1.0828e-06	7.2391e-08 6.92555e-08	1.50434e-08 6.69313e-09	1.60557e-09 4.42704e-10	-9.29805e-12 5.01319e-11	
15.5	632.244	260.5	-5.66025e-08 1.79801e-08	9.70773e-06 1.10285e-06	1.02276e-07 7.33596e-08	7.98394e-09 7.11169e-09	7.17557e-10 5.59434e-10	-6.18554e-12 4.34865e-11	
