Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	1233.04	409	5.9718e-14 3.70641e-14	1.41405e-11 5.47996e-12	3.52226e-14 1.14684e-12	7.66902e-14 6.8592e-14	1.73163e-15 1.59901e-15	-9.4032e-18 3.69074e-17	
1.5	1098.63	397.5	-3.27265e-13 2.47739e-13	9.96696e-11 5.69954e-11	-6.6614e-12 7.39459e-12	-4.23654e-13 3.87548e-13	3.66249e-15 5.64131e-15	-4.52023e-17 1.69658e-16	
2.5	1045.29	387.5	-2.29652e-13 2.97981e-13	8.20731e-11 4.95173e-11	2.54787e-12 8.67786e-12	-4.12459e-13 4.45625e-13	-1.65361e-14 9.31161e-15	3.05136e-16 1.57728e-16	
3.5	997.908	377	-7.79373e-13 2.91347e-13	3.00907e-11 8.53703e-11	2.31146e-11 1.97791e-11	-1.58502e-13 3.87723e-13	-1.43531e-14 1.02685e-14	-6.98632e-17 2.96887e-16	
4.5	958.316	366.5	-2.99625e-13 1.08793e-12	2.86539e-10 1.31486e-10	-2.69039e-11 1.28035e-11	-5.52752e-13 6.68195e-13	1.06608e-15 9.47353e-15	7.34341e-16 7.85912e-16	
5.5	924.608	356	1.97088e-12 2.72933e-12	2.70622e-10 1.82523e-10	-2.30346e-11 1.8023e-11	-1.47235e-13 7.38464e-13	-4.64712e-16 1.24962e-14	5.93474e-16 5.38238e-16	
6.5	886.118	345.5	-1.98908e-13 9.65521e-13	1.29886e-09 3.74697e-10	-9.69043e-12 1.87927e-11	-5.62213e-13 7.38293e-13	-9.42231e-15 1.44861e-14	1.19142e-16 2.82819e-16	
7.5	854.233	335	1.54988e-12 1.9095e-12	1.38641e-09 4.99641e-10	6.06351e-11 5.7692e-11	8.01475e-13 8.78653e-13	8.16105e-15 1.32273e-14	6.65195e-16 6.18261e-16	
8.5	823.356	325	1.19372e-11 1.23749e-11	3.44853e-09 6.94978e-10	-4.34163e-11 2.14539e-11	9.75238e-13 1.02049e-12	2.51787e-14 1.92789e-14	4.30926e-16 3.86977e-16	
9.5	792.077	315	-1.57677e-12 6.17635e-13	4.08776e-09 9.33751e-10	1.7156e-11 2.95567e-11	9.06418e-13 1.00007e-12	-2.96783e-14 1.65032e-14	1.53658e-16 4.27129e-16	
10.5	758.085	305.5	-2.01422e-12 9.87049e-13	4.8434e-09 1.36528e-09	-7.45656e-12 2.4009e-11	-7.58548e-13 1.76417e-12	1.66372e-14 1.81298e-14	-1.35788e-16 4.50226e-16	
11.5	732.569	296	1.97857e-13 2.1922e-12	8.35948e-09 1.84337e-09	-5.55025e-11 3.6716e-11	-5.13518e-13 1.11564e-12	4.70357e-14 2.28675e-14	8.5188e-16 6.0266e-16	
12.5	712.321	286.5	-5.94589e-13 3.34142e-12	1.03473e-08 2.13507e-09	-3.95955e-11 2.90944e-11	5.92287e-13 1.65356e-12	1.00303e-13 8.73641e-14	-4.36698e-16 5.12766e-16	
13.5	676.257	277.5	7.05507e-12 7.36399e-12	2.11642e-08 3.96319e-09	-4.31685e-11 3.00509e-11	6.37472e-13 1.37603e-12	-5.02305e-15 2.27854e-14	-3.37877e-16 5.75409e-16	
14.5	654.168	269	3.25381e-11 2.70592e-11	2.98316e-08 5.02404e-09	-4.76058e-11 4.61562e-11	1.14442e-12 1.40733e-12	5.81305e-14 2.77373e-14	1.38721e-16 6.91132e-16	
15.5	632.244	260.5	3.47142e-12 4.64186e-12	2.95288e-08 4.956e-09	2.5368e-11 4.26171e-11	-6.59766e-13 1.53732e-12	3.20074e-14 2.65152e-14	-6.28421e-16 6.39798e-16	
16.5	609.372	252	1.07659e-11 7.26421e-12	3.49555e-08 5.47481e-09	7.75046e-12 4.47885e-11	2.12623e-12 1.70882e-12	8.8862e-15 2.67298e-14	-2.05939e-16 5.79811e-16	
17.5	583.445	244	8.50192e-12 1.11417e-11	4.50412e-08 7.16212e-09	2.76808e-11 5.98858e-11	1.55272e-13 1.83579e-12	8.33336e-14 2.90321e-14	-3.00907e-16 6.35083e-16	
18.5	561.156	236	2.15341e-12 5.68342e-12	5.42484e-08 8.68829e-09	-1.24254e-11 5.30729e-11	3.07246e-12 2.00049e-12	2.1284e-14 2.69168e-14	5.25402e-16 1.09562e-15	
19.5	539.344	228.5	4.6614e-11 5.15588e-11	5.43798e-08 9.28654e-09	1.39051e-11 4.79523e-11	1.03819e-12 1.46443e-12	2.85225e-14 3.68048e-14	1.39109e-15 1.01678e-15	
20.5	516.277	221	-2.05263e-11 5.28576e-12	5.06592e-08 9.80436e-09	1.15124e-11 4.528e-11	8.03214e-13 1.62729e-12	5.3924e-14 3.4506e-14	2.11034e-15 2.06829e-15	
21.5	496.618	213.5	-1.81966e-11 5.32797e-12	1.02801e-07 1.40187e-08	1.02593e-10 1.23605e-10	2.85386e-12 1.77758e-12	2.28236e-14 5.05997e-14	-1.05653e-15 9.21737e-16	
22.5	478.773	206.5	1.15772e-11 2.56057e-11	1.0852e-07 1.47538e-08	-2.07929e-11 5.59207e-11	-7.74905e-13 2.18654e-12	-1.90924e-14 2.93064e-14	5.71373e-16 8.85908e-16	
23.5	460.416	199.5	-7.43719e-12 6.67111e-12	9.76342e-08 1.46298e-08	-5.52714e-11 8.60541e-11	4.92023e-12 2.33684e-12	1.74322e-14 3.64272e-14	1.8569e-16 9.12455e-16	
24.5	440.971	192.5	3.80594e-10 3.1578e-10	1.67114e-07 2.34372e-08	1.9954e-11 7.07112e-11	-8.74606e-13 2.28369e-12	6.18282e-15 3.72243e-14	2.33361e-16 1.11282e-15	
25.5	428.113	186	4.95136e-11 6.47627e-11	1.29341e-07 2.16072e-08	-2.60932e-11 8.79208e-11	3.99048e-12 2.42077e-12	-2.84861e-15 4.61534e-14	-3.12974e-16 1.21185e-15	
26.5	406.517	179.5	-1.32721e-12 2.52566e-11	1.99758e-07 2.8693e-08	8.81464e-11 6.73656e-11	-2.18981e-12 3.29717e-12	-2.06148e-14 4.18707e-14	-1.02709e-15 1.47869e-15	
