Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	1214.52	388.5	-6.09431e-09 3.50299e-10	-7.43674e-09 1.12943e-08	1.86676e-09 3.83039e-09	1.07358e-11 5.95684e-10	1.1898e-10 4.43883e-11	-5.87615e-12 3.78933e-12	
7.5	854.022	335.5	-2.63792e-08 5.39978e-09	1.3107e-06 1.30133e-07	-4.25804e-08 2.79957e-08	1.01683e-08 2.04699e-09	1.14171e-10 1.75953e-10	-9.982e-13 1.72524e-11	
12.5	705.13	287.5	-6.2132e-08 1.04974e-08	5.41182e-06 3.45152e-07	2.39452e-09 2.63317e-08	6.67337e-09 3.36521e-09	6.81031e-10 2.73352e-10	-7.8397e-12 1.93271e-11	
17.5	582.893	245	-9.29048e-08 1.52092e-08	1.20336e-05 6.20808e-07	3.47737e-08 3.9716e-08	1.04168e-08 3.87469e-09	6.60939e-10 2.53241e-10	9.67072e-12 2.43121e-11	
22.5	477.164	207	-1.41213e-07 3.91104e-08	2.20255e-05 1.01199e-06	1.42587e-08 5.00981e-08	1.56287e-08 3.90613e-09	4.14436e-10 3.16074e-10	-4.6918e-11 3.07335e-11	
27.5	388.209	173.5	-1.86012e-07 2.68159e-08	3.42918e-05 1.53522e-06	3.46972e-08 5.03566e-08	1.16689e-08 5.43522e-09	7.12358e-10 3.21911e-10	-8.79784e-11 3.84073e-11	
32.5	314.597	144	-3.88717e-07 5.22425e-08	4.4091e-05 1.9971e-06	1.06991e-07 5.2811e-08	1.51299e-08 5.65668e-09	6.256e-10 3.66529e-10	-4.75398e-11 3.84964e-11	
37.5	249.08	118	-5.32666e-07 7.99189e-08	4.8168e-05 2.3125e-06	3.60499e-08 6.04644e-08	1.86215e-08 5.2973e-09	7.3256e-10 3.24544e-10	-6.82948e-11 3.6006e-11	
42.5	196.592	96	-9.7527e-07 2.12778e-07	4.7739e-05 2.58338e-06	1.85618e-08 6.16174e-08	1.52682e-08 6.54542e-09	-3.86047e-10 5.0293e-10	-4.90938e-11 4.33731e-11	
47.5	150.488	77	-1.32761e-06 2.23001e-07	5.48773e-05 2.85695e-06	1.68042e-07 5.17375e-08	-1.59578e-10 6.50912e-09	-2.95213e-11 4.27074e-10	-1.108e-10 3.18355e-11	
52.5	113.222	60.5	-1.19131e-06 1.83758e-07	5.14904e-05 2.9235e-06	1.46399e-07 4.13248e-08	-1.55753e-08 7.06726e-09	1.41841e-10 2.62072e-10	-1.50398e-10 4.67773e-11	
57.5	83.4906	46.5	-1.56213e-06 2.17849e-07	4.34506e-05 2.9225e-06	3.02541e-08 3.55451e-08	-1.73193e-08 5.22969e-09	-9.60861e-11 1.58298e-10	-1.67208e-10 3.03275e-11	
62.5	60.411	34.5	-1.72036e-06 2.5094e-07	3.44523e-05 2.45214e-06	7.37593e-08 2.16631e-08	-1.69282e-08 4.13188e-09	-3.32794e-10 1.50768e-10	-1.25272e-10 2.33215e-11	
67.5	42.8397	25	-1.67637e-06 2.12982e-07	2.7082e-05 2.17167e-06	-3.69157e-08 1.49138e-08	-2.46732e-08 3.88184e-09	-2.51094e-10 7.26914e-11	-1.30607e-10 1.66004e-11	
72.5	28.3459	18	-1.5595e-06 2.37053e-07	1.2726e-05 1.4986e-06	-3.14407e-08 7.89616e-09	-2.06034e-08 2.9082e-09	-1.61056e-10 3.63855e-11	-7.59257e-11 1.2846e-11	
77.5	18.6255	12.5	-1.06594e-06 1.86699e-07	-3.00535e-06 8.72558e-07	-2.12954e-08 3.60846e-09	-1.523e-08 1.55308e-09	-9.50172e-11 1.21127e-11	-3.05755e-11 5.92215e-12	
82.5	11.0695	8	-7.62618e-07 1.54677e-07	-6.01758e-06 4.03593e-07	-1.05771e-08 1.77978e-09	-5.95019e-09 5.04719e-10	-3.78398e-11 4.03595e-12	-5.98143e-12 7.15555e-13	
87.5	5.97924	5	-2.28339e-07 4.68136e-08	-3.6397e-06 2.75435e-07	-3.06648e-09 3.14251e-10	-1.03726e-09 1.20052e-10	-4.23339e-12 1.00684e-12	-1.01382e-12 1.80869e-13	
92.5	2.7189	3	-4.63546e-09 1.33748e-09	-7.89354e-07 7.91429e-08	-1.58442e-10 3.29171e-11	-1.11461e-11 3.72934e-12	-4.15266e-14 8.19603e-15	-5.36212e-14 6.45185e-15	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
