Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	333.384	360	-2.92795e-09 3.08542e-10	-5.5051e-08 2.96831e-08	-2.73173e-09 3.07797e-09	-8.54987e-11 1.44925e-10	-5.92701e-12 6.36154e-12	-6.02644e-13 3.85481e-13	
7.5	270.864	303	-4.55216e-09 4.45353e-10	3.64908e-07 5.85435e-08	-2.29671e-09 4.95358e-09	2.56536e-10 3.38561e-10	-7.83228e-12 7.63356e-12	-1.85974e-12 7.59274e-13	
12.5	223.676	257	-5.91399e-09 6.69331e-10	1.87189e-06 1.35499e-07	1.25575e-08 5.48448e-09	-2.08057e-10 3.22853e-10	-4.12855e-13 6.91518e-12	-1.7725e-12 4.62684e-13	
17.5	185.505	217.5	-7.35824e-09 1.17612e-09	4.04949e-06 2.33237e-07	2.88714e-09 6.80408e-09	3.78352e-10 3.30887e-10	-2.48592e-11 1.05866e-11	-1.22911e-12 3.68657e-13	
22.5	152.831	183	-1.01592e-08 1.13263e-09	7.20827e-06 3.50828e-07	5.43865e-09 7.73293e-09	5.52837e-11 3.2047e-10	5.29041e-12 1.05189e-11	-3.23479e-12 9.3214e-13	
27.5	125.265	153	-1.17114e-08 1.4449e-09	1.00317e-05 5.11841e-07	1.25266e-09 9.94674e-09	-2.39202e-11 4.36185e-10	-3.3213e-11 1.53304e-11	-4.06492e-12 1.27746e-12	
32.5	101.408	126.5	-1.60076e-08 1.82849e-09	1.17507e-05 6.20382e-07	5.2264e-09 1.08302e-08	-1.26178e-09 5.71008e-10	-5.78583e-11 1.7857e-11	-5.83794e-12 1.36175e-12	
37.5	81.667	103.5	-1.76719e-08 2.18495e-09	1.4877e-05 7.63316e-07	8.64327e-09 8.41503e-09	-1.91893e-09 5.93504e-10	-1.20467e-10 2.41889e-11	-7.17524e-12 1.05904e-12	
42.5	64.8002	83.5	-1.78882e-08 2.21707e-09	1.36824e-05 8.28641e-07	1.17011e-08 8.32309e-09	-3.4677e-09 7.12764e-10	-1.18565e-10 2.57606e-11	-7.02306e-12 1.48954e-12	
47.5	50.2992	66.5	-2.86163e-08 5.61547e-09	1.38602e-05 9.13864e-07	9.31345e-09 7.36581e-09	-4.84621e-09 8.57381e-10	-1.09316e-10 1.95038e-11	-1.02564e-11 2.42797e-12	
52.5	38.2927	52	-3.24471e-08 3.70907e-09	9.0162e-06 8.2491e-07	-1.09345e-08 6.19651e-09	-7.16888e-09 1.0138e-09	-8.42514e-11 1.30762e-11	-9.59175e-12 1.51315e-12	
57.5	28.3782	39.5	-2.34175e-08 2.77631e-09	7.94559e-06 7.67986e-07	-1.09966e-08 4.58084e-09	-6.0027e-09 7.4292e-10	-6.57293e-11 8.19187e-12	-7.93449e-12 1.39339e-12	
62.5	20.4685	29.5	-1.95526e-08 2.22151e-09	4.94023e-06 5.52219e-07	-1.37158e-08 3.14911e-09	-3.66432e-09 4.17318e-10	-3.57463e-11 5.12182e-12	-3.73289e-12 5.46502e-13	
67.5	14.2205	21.5	-2.0148e-08 2.58183e-09	2.8866e-06 4.28753e-07	-5.99277e-09 1.16258e-09	-2.70926e-09 2.71464e-10	-2.24011e-11 3.27236e-12	-2.02061e-12 2.78034e-13	
72.5	9.51452	15.5	-2.32113e-08 3.12196e-09	2.26798e-08 2.59096e-07	-4.70158e-09 5.63214e-10	-1.55562e-09 1.42723e-10	-8.51806e-12 1.55321e-12	-7.55854e-13 9.34262e-14	
77.5	6.00292	11	-1.85957e-08 2.69261e-09	-1.26187e-06 1.28446e-07	-2.06984e-09 1.7844e-10	-4.47607e-10 5.02209e-11	-1.88448e-12 5.74096e-13	-3.00611e-13 4.59105e-14	
82.5	3.58266	7.5	-6.33482e-09 8.74989e-10	-8.49564e-07 4.97797e-08	-4.59436e-10 3.7658e-11	-1.83284e-11 2.67517e-12	-1.76322e-13 4.99616e-14	-6.45327e-14 8.51145e-15	
87.5	1.97024	5	-7.99964e-10 9.76675e-11	-2.17503e-07 1.42396e-08	-1.88476e-11 1.92392e-12	-1.44329e-13 3.94458e-14	-2.05156e-15 3.7158e-16	-4.43799e-15 6.97698e-16	
92.5	0.887543	3	-4.95934e-12 6.40838e-13	-3.30446e-08 2.81246e-09	-7.6003e-14 1.07505e-14	-1.50751e-15 1.26327e-16	-8.57295e-17 9.26638e-18	-4.21769e-17 4.8571e-18	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
