Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	333.384	360	4.27601e-14 1.76918e-14	2.58034e-11 1.94154e-11	-7.24347e-13 5.03095e-13	-1.0642e-14 5.91376e-15	4.67142e-17 5.6867e-17	2.00077e-18 1.95137e-18	
7.5	270.864	303	6.03179e-14 3.03148e-14	2.0596e-10 5.52028e-11	-1.11568e-13 9.8203e-13	5.87469e-14 3.85344e-14	3.83513e-17 8.58157e-17	6.05223e-18 5.89005e-18	
12.5	223.676	257	1.16827e-13 7.59026e-14	2.55987e-09 2.68615e-10	1.54896e-12 1.38542e-12	1.8836e-14 1.60153e-14	-6.02374e-17 5.76183e-17	5.06013e-19 1.34798e-18	
17.5	185.505	217.5	4.97871e-13 2.5769e-13	7.90778e-09 6.78758e-10	-1.11932e-12 1.76354e-12	8.30207e-15 2.44646e-14	3.90597e-18 9.31352e-17	-1.86599e-18 6.48335e-19	
22.5	152.831	183	3.07314e-13 1.70785e-13	1.88773e-08 1.36486e-09	8.92906e-13 2.21272e-12	-1.48894e-14 1.84653e-14	-1.15681e-17 1.08974e-16	4.99297e-18 5.83737e-18	
27.5	125.265	153	4.11825e-13 2.88008e-13	3.16013e-08 2.33953e-09	3.18943e-13 2.84072e-12	3.34211e-14 2.72658e-14	-1.47916e-16 1.5932e-16	1.15296e-17 7.67099e-18	
32.5	101.408	126.5	7.54526e-13 3.18392e-13	3.968e-08 3.07772e-09	2.5767e-12 3.21216e-12	3.58797e-14 4.14948e-14	-9.46545e-21 2.288e-16	1.48e-17 6.8081e-18	
37.5	81.667	103.5	1.02247e-12 5.73507e-13	5.6e-08 4.2403e-09	-3.30649e-12 2.68733e-12	-5.22198e-14 4.1108e-14	3.8867e-16 4.72588e-16	5.56532e-19 3.16773e-18	
42.5	64.8002	83.5	9.79719e-13 5.15854e-13	4.89788e-08 4.46933e-09	-4.2481e-13 2.55254e-12	7.73705e-15 5.14071e-14	5.21882e-16 6.91973e-16	1.55592e-17 8.6295e-18	
47.5	50.2992	66.5	5.17979e-12 3.99619e-12	4.67403e-08 5.0163e-09	-1.25671e-12 2.00324e-12	3.13611e-15 1.02978e-13	1.46922e-16 3.46331e-16	4.42797e-17 2.8332e-17	
52.5	38.2927	52	2.86786e-12 9.81313e-13	2.17586e-08 3.80472e-09	-3.70356e-12 1.51878e-12	3.16671e-13 1.047e-13	-6.18288e-20 1.37589e-16	2.62939e-17 8.78321e-18	
57.5	28.3782	39.5	1.57938e-12 6.97251e-13	1.82353e-08 3.28583e-09	-2.49517e-12 1.1091e-12	5.71315e-14 7.26954e-14	-7.57243e-17 7.54958e-17	2.51067e-17 9.02966e-18	
62.5	20.4685	29.5	1.2674e-12 3.95905e-13	6.40977e-09 2.02681e-09	-1.12784e-12 4.5482e-13	5.54832e-16 2.64573e-14	6.45747e-17 5.06925e-17	4.9436e-18 1.96666e-18	
67.5	14.2205	21.5	1.91994e-12 6.33159e-13	1.37977e-09 1.28583e-09	-8.00386e-13 1.39014e-13	3.77406e-15 1.37217e-14	5.28478e-17 3.73043e-17	1.67042e-18 6.14274e-19	
72.5	9.51452	15.5	3.13136e-12 8.8862e-13	-4.19184e-09 5.41156e-10	-2.02789e-13 4.03818e-14	1.04149e-14 6.55553e-15	2.92283e-17 1.24553e-17	1.70563e-19 1.30593e-19	
77.5	6.00292	11	2.60526e-12 7.68603e-13	-3.23902e-09 2.32567e-10	-2.54776e-14 7.12668e-15	5.96509e-15 1.70368e-15	6.85666e-18 4.03311e-18	1.1442e-19 6.38489e-20	
82.5	3.58266	7.5	4.06339e-13 1.87915e-13	-5.51855e-10 5.80633e-11	1.5308e-15 7.31266e-16	9.41565e-17 2.52661e-17	1.98773e-19 9.07203e-20	1.08953e-20 5.08513e-21	
87.5	1.97024	5	1.79897e-14 5.09459e-15	-2.02953e-11 5.58285e-12	4.66108e-17 1.2541e-17	1.41528e-19 7.0114e-20	1.04042e-22 6.01349e-23	4.13859e-22 1.10832e-22	
92.5	0.887543	3	1.19838e-17 2.51861e-18	2.52899e-12 4.84731e-13	2.40715e-20 5.98543e-21	2.55457e-23 4.77696e-24	6.63669e-25 1.06669e-25	2.51545e-25 4.71959e-26	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
