Cent%	 dNdy	 Npart	 hydro 	 linear 	 linear+cubic
5	302.193	335	nan	nan	nan	nan	0.422124	nan	
15	204.327	238.5	0.770519	0.795597	0.848944	0.439272	0.612641	0.240358	
25	139.454	169	0.820798	0.841697	0.895772	0.331581	0.672423	0.528025	
35	91.4231	116	0.81767	0.842346	0.907477	0.400958	0.713661	0.503344	
45	57.4595	76	0.788702	0.838104	0.911405	0.462196	0.798613	0.612982	
55	33.3267	46.5	0.725076	0.82924	0.909205	nan	0.892967	0.678894	
65	17.3918	26	0.670459	0.924319	0.907051	nan	0.932371	0.716515	
75	7.78817	13.5	nan	0.95792	0.887824	nan	0.897389	0.33818	
85	2.76914	6.5	nan	0.713339	0.272125	nan	nan	nan	
95	0.599908	3	nan	nan	nan	nan	nan	nan	
