Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
5	480.783	361	nan nan 3.57411 nan 1.07751 0.176771 
15	318.587	264	1.00124 0.00109266 1.21194 0.322047 nan nan 
25	215.197	190	0.998751 0.000808652 1.0932 0.174322 nan nan 
35	141.283	133	0.99928 0.000936611 0.988729 0.0619145 nan nan 
45	80.9361	89	0.995979 0.00161229 0.789244 nan 1.81157 nan 
55	47.8844	56	0.985031 0.00292532 nan nan nan nan 
65	24.8782	32	0.917497 0.0119431 nan nan nan nan 
75	10.8218	16	nan nan nan nan nan nan 
85	nan	7	nan nan nan nan nan nan 
95	nan	2.5	nan nan nan nan nan nan 
