Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	529.174	386.5	8.09793e-15 4.48099e-15	6.45208e-13 3.74547e-12	1.05504e-13 4.84111e-13	3.76583e-14 2.12787e-14	4.09042e-18 2.5227e-16	2.96757e-18 4.95948e-18	
7.5	431.45	331.5	4.63695e-14 3.49864e-14	8.9182e-10 9.41221e-11	2.96618e-12 1.41146e-12	6.09678e-14 5.83912e-14	8.28797e-16 9.65539e-16	7.77915e-18 2.07334e-17	
12.5	349.941	283.5	1.50736e-13 8.14551e-14	9.28614e-09 5.60336e-10	7.90738e-13 1.78688e-12	5.48782e-13 5.33116e-13	-2.35623e-16 1.33411e-15	7.17448e-17 8.35017e-17	
17.5	285.565	241.5	2.97098e-13 1.41834e-13	2.82062e-08 1.68307e-09	4.41628e-12 4.3514e-12	3.96181e-13 3.67367e-13	4.83311e-15 5.49604e-15	5.97283e-16 5.59301e-16	
22.5	237.528	205	9.84836e-13 4.53546e-13	6.72933e-08 3.79175e-09	2.00274e-12 5.15508e-12	-5.55915e-13 3.93759e-13	2.2633e-14 2.86844e-14	4.71208e-16 5.08365e-16	
27.5	192.807	173	1.41478e-12 9.6869e-13	1.13203e-07 6.3448e-09	1.00536e-11 5.64883e-12	3.48542e-13 6.1809e-13	2.34891e-14 2.43996e-14	-3.28515e-16 5.47712e-16	
32.5	157.508	144.5	9.14078e-12 4.47343e-12	1.64783e-07 9.9601e-09	1.27525e-11 6.0991e-12	-1.20324e-12 1.21132e-12	4.2058e-14 5.73444e-14	-6.15459e-16 1.30999e-15	
37.5	124.917	119.5	7.21154e-11 5.59418e-11	2.191e-07 1.42124e-08	7.26153e-12 7.54794e-12	-3.63541e-12 2.28464e-12	-3.82072e-14 4.26345e-14	4.65238e-15 4.16052e-15	
42.5	90.8849	97.5	-1.36091e-11 2.41699e-11	1.53893e-07 7.42761e-09	8.87849e-12 6.95115e-12	-1.36675e-12 1.44409e-12	5.54153e-14 5.34047e-14	-1.4737e-15 1.19265e-15	
47.5	71.8896	78.5	1.30615e-10 9.4681e-11	1.2716e-07 7.50751e-09	-7.75374e-12 4.32875e-12	4.49788e-12 8.65085e-12	-5.01125e-14 4.94106e-14	1.34873e-14 1.14288e-14	
52.5	54.9138	62.5	-4.13786e-11 9.26436e-11	1.22203e-07 8.62896e-09	-1.02407e-11 4.7101e-12	-5.90925e-12 2.72023e-12	-5.45541e-14 5.14828e-14	5.43802e-15 3.89738e-15	
57.5	41.2538	48.5	1.17626e-09 3.72322e-10	8.60667e-08 8.91531e-09	-7.65394e-12 4.2355e-12	-1.50859e-11 3.8189e-12	-7.16723e-14 3.9711e-14	7.75784e-15 5.64304e-15	
62.5	29.5373	36.5	4.58926e-09 3.27087e-09	5.86059e-08 9.52824e-09	2.17455e-13 4.03593e-12	-1.94973e-11 5.2736e-12	-7.85553e-14 3.61455e-14	4.19672e-15 2.05439e-15	
67.5	20.3879	26.5	3.43524e-09 1.16497e-09	3.42267e-08 9.70723e-09	-5.98997e-12 2.12803e-12	-2.57524e-11 3.61531e-12	-2.17384e-14 3.41972e-14	7.62879e-16 1.3703e-15	
72.5	13.5752	19	2.05427e-09 1.03305e-09	-9.08493e-09 9.79605e-09	-3.29715e-12 9.92475e-13	-1.81269e-11 3.65165e-12	5.9042e-16 2.51245e-14	1.77035e-15 1.03187e-15	
77.5	8.55858	13	9.33835e-10 6.40577e-10	-5.19128e-08 6.04206e-09	5.03674e-13 7.03935e-13	-9.46286e-12 1.15462e-12	-7.23575e-15 3.61405e-15	3.46233e-16 5.69875e-16	
82.5	nan	8	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
87.5	nan	5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
92.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	1.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
