Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	480.783	361	1.83408 0.0227166
15	318.587	264	2.67769 0.028363
25	215.197	190	3.12934 0.0334249
35	141.283	133	3.36195 0.0367811
45	80.9361	89	3.41086 0.0236523
55	47.8844	56	3.48728 0.0246165
65	24.8782	32	3.87755 0.0282592
75	10.8218	16	5.07304 0.0473201
85	nan	7	nan nan
95	nan	2.5	nan nan
