Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	578.514	407.5	1.86311e-14 2.03569e-14	1.59683e-12 1.2423e-12	5.30186e-13 4.53709e-13	2.05299e-14 2.09333e-14	8.93025e-17 2.92938e-16	-1.80786e-19 3.58483e-18	
1.5	555.259	394	8.27271e-15 5.77557e-15	6.25606e-12 3.4831e-12	-1.73007e-13 4.58989e-13	-1.50957e-14 4.69895e-14	-1.7159e-16 3.64662e-16	-1.08712e-18 4.14328e-18	
2.5	541.906	384	1.19226e-15 2.66695e-15	1.14074e-11 7.11956e-12	2.01388e-12 1.15357e-12	4.91338e-14 3.59634e-14	8.04956e-16 6.63459e-16	2.72909e-17 2.28832e-17	
3.5	502.583	373.5	3.2276e-15 9.68447e-15	8.89615e-12 1.59658e-11	-6.85177e-13 1.33124e-12	2.50021e-14 6.06027e-14	2.21527e-16 6.68802e-16	-2.69119e-18 9.34036e-18	
4.5	471.529	362.5	3.01829e-15 6.99575e-15	1.19586e-10 3.14312e-11	-6.74279e-14 1.8719e-12	2.94223e-13 9.72842e-14	-3.30833e-16 1.15969e-15	-1.5115e-17 1.85277e-17	
5.5	466.193	351.5	1.43583e-14 1.47483e-14	2.69965e-10 5.82573e-11	2.42657e-12 1.71588e-12	5.85764e-14 8.53093e-14	8.45378e-17 1.26687e-15	9.44853e-18 3.34713e-17	
6.5	449.177	341	1.17886e-15 9.96124e-15	7.88271e-10 1.68479e-10	3.88583e-12 2.62088e-12	8.17888e-14 1.17116e-13	-9.62005e-16 1.34629e-15	5.07903e-18 1.35483e-17	
7.5	428.314	331	3.63742e-15 1.36835e-14	7.86241e-10 1.86492e-10	-2.26207e-12 2.89011e-12	9.16675e-14 1.89064e-13	1.07972e-15 1.85709e-15	-4.11281e-17 2.93178e-17	
8.5	420.999	321	2.08033e-14 1.99217e-14	1.61231e-09 3.02806e-10	5.1969e-12 2.76939e-12	3.00814e-14 1.22291e-13	8.32744e-16 2.06985e-15	-2.97854e-17 2.24942e-17	
9.5	391.983	311	1.26159e-13 1.36618e-13	3.93899e-09 6.40633e-10	8.43838e-12 4.85958e-12	5.47589e-14 1.31872e-13	3.70222e-15 2.98688e-15	3.03864e-17 6.13123e-17	
10.5	368.917	301.5	-2.44758e-14 4.38692e-14	4.72865e-09 7.65723e-10	-2.26634e-12 3.87459e-12	2.19215e-13 2.08656e-13	-1.26378e-15 2.15989e-15	1.36469e-16 1.03667e-16	
11.5	366.258	292	-6.78267e-15 3.47834e-14	8.11015e-09 1.07552e-09	3.04675e-12 3.5515e-12	8.6613e-14 1.96168e-13	-1.21397e-15 2.96023e-15	-1.91837e-16 7.91863e-17	
12.5	358.788	282.5	1.03277e-13 7.95372e-14	9.16011e-09 1.18249e-09	9.81862e-12 4.40096e-12	2.9953e-13 2.18502e-13	1.07742e-15 3.2198e-15	6.06432e-19 1.09143e-16	
13.5	333.511	274	1.81934e-13 1.89542e-13	1.11602e-08 1.51907e-09	-4.23136e-13 3.97542e-12	-2.72589e-13 2.33404e-13	-4.21004e-15 3.60223e-15	1.19158e-16 1.38789e-16	
14.5	323.226	265.5	3.98928e-13 2.76974e-13	1.65788e-08 1.83865e-09	-5.83108e-12 4.47421e-12	1.95113e-12 2.13959e-12	4.0963e-15 3.15401e-15	1.26374e-16 2.63487e-16	
15.5	300.96	257	6.24643e-14 1.11503e-13	1.74776e-08 2.58359e-09	6.85365e-12 5.32648e-12	1.73165e-12 1.77508e-12	5.59253e-15 8.20334e-15	9.89266e-16 1.08291e-15	
16.5	302.534	249	-7.07495e-14 5.86873e-14	1.98857e-08 2.95707e-09	-8.86969e-12 6.08345e-12	-3.0716e-13 4.6729e-13	1.21394e-15 5.37619e-15	-8.98688e-17 1.48378e-16	
17.5	284.196	241	1.83507e-13 1.25909e-13	3.07132e-08 3.95095e-09	-3.5348e-12 6.4323e-12	5.17009e-13 3.91179e-13	8.69845e-15 2.16745e-14	8.40569e-17 2.3206e-16	
18.5	274.891	233.5	9.69911e-14 1.33927e-13	3.44843e-08 4.34275e-09	1.51028e-11 8.18125e-12	8.95184e-13 6.9896e-13	1.01595e-14 7.76607e-15	-1.41697e-16 3.51016e-16	
19.5	266.192	226	1.00265e-12 5.37046e-13	4.581e-08 5.1455e-09	1.33526e-11 1.53332e-11	-5.36108e-13 6.78534e-13	3.26987e-16 7.5833e-15	1.20274e-15 1.73007e-15	
20.5	256.66	218.5	-1.02469e-13 2.3345e-13	5.565e-08 7.66461e-09	2.60533e-11 2.10112e-11	5.02306e-14 8.28198e-13	2.65662e-15 1.5769e-14	4.07907e-15 2.22242e-15	
21.5	248.629	211.5	8.45945e-13 1.27351e-12	5.01709e-08 7.48173e-09	-1.1507e-11 1.35402e-11	-1.27936e-12 8.35047e-13	-1.9734e-14 1.40986e-14	1.83618e-16 5.97046e-16	
22.5	234.558	204.5	5.72416e-13 7.05917e-13	7.06526e-08 8.14255e-09	-1.18146e-12 6.73294e-12	-4.28423e-13 8.77437e-13	-4.64092e-15 1.49786e-14	-4.03296e-16 4.83568e-16	
23.5	225.872	197.5	1.7558e-12 1.21063e-12	7.60372e-08 8.35061e-09	-1.91046e-12 7.77853e-12	-4.99089e-14 8.82647e-13	-2.67141e-14 1.9314e-14	-4.88853e-16 8.52337e-16	
24.5	225.981	191	7.58434e-13 8.98658e-13	8.69743e-08 1.09159e-08	7.54332e-12 1.00358e-11	-8.35306e-13 9.7972e-13	1.86171e-13 1.48678e-13	-5.99997e-16 7.08519e-16	
25.5	208.921	184.5	-2.74514e-13 7.85825e-13	1.00038e-07 1.10444e-08	9.87917e-12 1.16301e-11	-1.15724e-16 9.03881e-13	-6.52145e-15 3.93218e-14	-1.28695e-16 9.80045e-16	
26.5	201.528	178	2.13775e-12 1.35654e-12	1.13506e-07 1.4732e-08	2.91105e-14 1.28828e-11	-1.49947e-12 1.48646e-12	-1.28323e-14 3.69399e-14	-4.49266e-16 8.10707e-16	
27.5	192.629	172	1.97447e-12 1.96249e-12	1.18595e-07 1.41736e-08	2.41717e-11 1.6725e-11	1.93469e-12 1.7111e-12	1.13704e-13 9.64896e-14	1.54388e-15 1.46408e-15	
28.5	185.878	166	-2.24729e-12 1.57785e-12	1.08091e-07 1.4297e-08	-1.36305e-12 1.13874e-11	1.39941e-12 1.58996e-12	8.16362e-15 3.7695e-14	-1.33756e-15 1.04928e-15	
29.5	171.122	160.5	3.37981e-12 3.38198e-12	1.32566e-07 1.80638e-08	1.35146e-11 9.40388e-12	4.38796e-13 1.21937e-12	4.62607e-14 3.77159e-14	-1.11708e-15 1.69858e-15	
30.5	174.755	155	8.63632e-12 5.77139e-12	1.36927e-07 1.81387e-08	-3.36819e-13 9.80166e-12	1.56269e-12 2.63979e-12	1.72684e-14 7.88379e-14	-1.76593e-15 1.15862e-15	
31.5	166.351	149.5	-8.51782e-13 1.58282e-12	1.68662e-07 2.55118e-08	2.55541e-11 1.3585e-11	1.55282e-12 3.12781e-12	-2.07705e-14 5.52666e-14	-2.22207e-15 1.63797e-15	
32.5	154.432	144	1.78303e-11 1.22988e-11	1.70743e-07 2.05394e-08	-2.75007e-12 1.54024e-11	-2.97333e-12 2.63708e-12	-3.2836e-14 6.45311e-14	-1.4509e-15 3.75743e-15	
33.5	149.678	138.5	-9.00234e-13 3.75498e-12	1.58095e-07 2.19155e-08	3.78648e-11 1.57147e-11	-6.16544e-13 2.64226e-12	1.34078e-13 2.06369e-13	-9.96033e-16 3.69816e-15	
34.5	142.768	133.5	9.22942e-12 1.32551e-11	1.99209e-07 2.74254e-08	1.0804e-11 1.43755e-11	-2.55531e-12 3.90615e-12	6.0764e-14 5.72729e-14	1.23084e-15 1.4367e-15	
35.5	132.376	128.5	9.30347e-12 7.34399e-12	1.93609e-07 2.58354e-08	8.68214e-12 1.52545e-11	2.15027e-12 4.08059e-12	4.73678e-15 8.53779e-14	2.8891e-15 6.43814e-15	
36.5	130.036	123.5	2.34184e-11 1.17643e-11	1.98901e-07 2.79641e-08	-2.69358e-12 1.387e-11	-3.56215e-12 4.02643e-12	7.37463e-15 6.38383e-14	2.05176e-15 7.50244e-15	
37.5	125.833	119	2.64523e-11 1.85398e-11	2.19737e-07 3.10581e-08	1.93347e-11 1.6747e-11	-4.06165e-12 5.38778e-12	-3.06636e-14 8.81422e-14	6.42502e-15 5.38205e-15	
38.5	120.043	114.5	9.04678e-12 1.52156e-11	2.14506e-07 3.55003e-08	1.66892e-11 2.00104e-11	-9.60327e-12 6.34907e-12	6.53876e-16 1.00378e-13	8.37421e-15 1.29551e-14	
39.5	115.584	110	2.73089e-10 2.68894e-10	2.9018e-07 4.13005e-08	-2.92036e-12 1.9858e-11	-1.56165e-12 6.17727e-12	-1.62929e-13 1.56954e-13	1.44907e-15 3.68692e-15	
40.5	110.578	105.5	6.34076e-12 2.19957e-11	1.81583e-07 2.81694e-08	2.97091e-11 3.56371e-11	-7.91941e-13 6.13514e-12	-1.24447e-13 1.45252e-13	-6.43495e-15 5.00225e-15	
41.5	95.4008	101	2.1671e-11 6.34147e-11	1.79297e-07 1.6114e-08	1.81674e-11 2.04276e-11	4.16222e-12 2.68919e-12	-5.10431e-14 7.30465e-14	-1.62391e-15 1.92564e-15	
42.5	90.9797	97	-5.44689e-11 3.80846e-11	1.39866e-07 1.42717e-08	6.34831e-12 9.74522e-12	-3.67441e-12 2.8343e-12	2.08734e-13 1.83024e-13	-3.54042e-15 2.40119e-15	
43.5	87.6032	93	-3.19515e-11 5.25625e-11	1.51962e-07 1.53078e-08	1.96797e-12 9.26739e-12	1.52442e-12 2.99226e-12	9.24274e-14 1.17501e-13	2.95411e-15 3.97847e-15	
44.5	82.4555	89	-3.66982e-11 4.61408e-11	1.34575e-07 1.57716e-08	-1.14602e-12 7.08202e-12	-7.59266e-12 3.46782e-12	6.88283e-14 8.19278e-14	-3.03715e-15 1.52461e-15	
45.5	79.542	85.5	-1.2789e-11 5.88885e-11	1.04228e-07 1.62582e-08	-1.44192e-11 1.2209e-11	4.68654e-11 5.14296e-11	2.93029e-14 8.74467e-14	5.88896e-14 6.31409e-14	
46.5	76.2106	82	2.43265e-10 2.97618e-10	1.39091e-07 1.5266e-08	-1.69414e-11 9.66021e-12	7.00736e-12 6.36336e-12	-1.13678e-13 6.85694e-14	2.81979e-15 6.92587e-15	
47.5	71.4493	78.5	-6.36655e-11 8.43915e-11	1.4481e-07 1.92806e-08	5.78356e-12 1.00295e-11	-8.44614e-12 4.76775e-12	-2.04221e-14 8.13004e-14	-4.95094e-15 1.56758e-15	
48.5	68.6503	75	3.31246e-12 1.33614e-10	1.11115e-07 1.45652e-08	-1.86938e-12 7.76059e-12	-6.62996e-12 4.45479e-12	4.00753e-14 1.61211e-13	1.48548e-15 2.40115e-15	
49.5	64.1843	71.5	2.33058e-10 2.65397e-10	1.41357e-07 2.00641e-08	-9.84071e-12 9.885e-12	-1.00991e-11 5.37617e-12	-1.95614e-13 9.58877e-14	1.64315e-14 1.4946e-14	
50.5	60.8016	68.5	5.64373e-11 1.37199e-10	1.15539e-07 1.87494e-08	1.90686e-12 1.23649e-11	-2.63201e-12 5.84904e-12	-4.52506e-15 9.70137e-14	-1.4643e-16 2.78084e-15	
51.5	57.5133	65	-1.0729e-10 1.44653e-10	1.28155e-07 1.63817e-08	-9.4524e-12 8.96893e-12	-1.12599e-11 4.98586e-12	-2.52272e-14 1.08211e-13	1.15735e-15 2.94029e-15	
52.5	53.9891	61.5	1.94372e-10 3.21625e-10	1.22773e-07 1.92597e-08	-7.1455e-12 8.04585e-12	-9.44586e-13 5.56378e-12	-1.17593e-13 8.31473e-14	6.74131e-16 3.24989e-15	
53.5	51.2351	58.5	-2.96691e-10 9.59389e-11	1.22629e-07 2.0098e-08	-1.08125e-11 1.0662e-11	-7.98078e-12 6.96584e-12	8.18568e-14 1.31404e-13	2.13144e-14 1.72763e-14	
54.5	49.2422	56	-7.51917e-11 2.56131e-10	1.19051e-07 2.41326e-08	-3.0176e-11 1.47489e-11	-7.37031e-12 8.00851e-12	-3.33085e-13 1.60048e-13	2.64314e-15 4.06782e-15	
55.5	46.3765	53.5	8.16072e-10 6.56036e-10	7.77023e-08 1.61905e-08	-6.68278e-12 8.69599e-12	-8.08024e-12 6.71093e-12	-1.77069e-13 9.28826e-14	2.45564e-15 3.16104e-15	
56.5	43.4107	50.5	1.12036e-09 7.10526e-10	1.29899e-07 1.99123e-08	-4.49573e-12 9.0893e-12	-6.05083e-12 1.14043e-11	-1.17852e-13 8.29794e-14	5.56391e-15 4.33751e-15	
57.5	41.4004	48	1.20461e-09 7.80369e-10	5.71366e-08 2.11005e-08	-1.14014e-11 1.14445e-11	-2.25462e-11 8.12982e-12	8.61983e-14 9.349e-14	3.25291e-14 3.66713e-14	
58.5	38.2329	45.5	2.37331e-09 1.12561e-09	8.77127e-08 2.0641e-08	-1.06548e-12 8.24965e-12	-2.01313e-11 7.50426e-12	2.30514e-14 7.05773e-14	7.24837e-16 2.27788e-15	
59.5	35.8919	43	-5.94805e-11 2.32688e-10	6.46208e-08 2.28232e-08	-1.85043e-11 1.12454e-11	-2.23594e-11 7.56256e-12	-1.772e-13 1.1723e-13	2.9934e-15 4.82822e-15	
60.5	34.1301	41	-5.36388e-10 2.44836e-10	4.57666e-08 2.26399e-08	1.98807e-11 1.21572e-11	-2.17557e-11 9.15672e-12	-9.98008e-14 8.91907e-14	5.78995e-15 4.13656e-15	
61.5	31.5632	38.5	2.95408e-09 1.60306e-09	4.26183e-08 1.86928e-08	-4.01174e-12 8.65666e-12	-2.70925e-11 7.2957e-12	-4.83282e-14 6.67169e-14	3.63006e-15 5.02274e-15	
62.5	29.2216	36	1.27745e-09 1.14432e-09	4.5763e-08 1.97947e-08	-8.55518e-12 8.55317e-12	-1.80553e-11 1.49795e-11	9.7234e-16 1.00797e-13	2.48998e-15 3.46552e-15	
63.5	27.2529	34	2.26135e-10 5.02557e-10	9.58944e-08 2.38171e-08	-8.23462e-13 7.98804e-12	-5.59599e-12 1.74544e-11	-1.64909e-13 8.28614e-14	4.92206e-15 4.12346e-15	
64.5	25.4615	32	1.82027e-08 1.64384e-08	6.99332e-08 2.24545e-08	-4.27315e-12 6.65765e-12	-2.39444e-11 7.24132e-12	-8.71152e-14 7.42895e-14	3.90637e-15 5.40124e-15	
65.5	23.4401	30	5.34709e-09 3.59071e-09	5.44487e-08 2.04795e-08	-2.40858e-12 6.45475e-12	-1.73568e-11 8.82703e-12	3.4507e-15 6.587e-14	1.63698e-15 4.27974e-15	
66.5	22.2147	28	7.18281e-10 6.20867e-10	2.57211e-08 2.26825e-08	-1.75549e-12 5.17317e-12	-3.30819e-11 8.22272e-12	-5.3979e-14 6.85464e-14	1.59561e-15 3.74735e-15	
67.5	20.6844	26.5	4.54342e-09 4.75534e-09	4.54111e-08 3.18268e-08	-1.56288e-11 6.39756e-12	-3.91878e-11 1.26016e-11	-1.56203e-13 7.88477e-14	2.87992e-15 4.76573e-15	
68.5	19.0608	25	3.52443e-09 2.74313e-09	5.56654e-08 2.01952e-08	-3.08784e-12 3.79144e-12	-1.83117e-11 7.75971e-12	4.57894e-14 1.04734e-13	-1.52748e-15 9.67827e-16	
69.5	17.4793	23	3.36985e-09 1.49733e-09	-9.81444e-10 1.87472e-08	-4.89819e-12 3.3178e-12	-2.91487e-11 6.55072e-12	4.66579e-15 4.62057e-14	1.94208e-16 1.51297e-15	
70.5	16.0762	21.5	7.3826e-09 4.18039e-09	4.09036e-09 2.5054e-08	-6.60193e-12 3.7707e-12	-1.79434e-11 1.23251e-11	4.70203e-14 9.0567e-14	3.73455e-15 3.06472e-15	
71.5	14.2377	20	5.8873e-11 9.04335e-10	-2.48919e-09 1.78235e-08	-3.7079e-12 2.02908e-12	-2.39736e-11 5.28243e-12	-2.24049e-14 2.12178e-14	-2.18906e-16 1.23927e-15	
72.5	13.1409	18.5	6.29599e-10 8.17105e-10	-3.23814e-08 2.35118e-08	-1.41526e-12 1.88402e-12	-1.48406e-11 6.98218e-12	-3.8166e-15 2.18475e-14	1.54151e-15 2.93515e-15	
73.5	12.2663	17.5	1.296e-09 1.64459e-09	3.52237e-09 1.84595e-08	-1.58646e-12 1.63314e-12	-9.6174e-12 4.41891e-12	-2.23728e-14 2.04808e-14	2.40676e-15 1.7596e-15	
74.5	11.3689	16.5	1.54318e-09 2.46325e-09	-1.95069e-08 2.65385e-08	-1.97818e-12 1.16357e-12	-2.14251e-11 6.5826e-12	-2.45808e-14 1.22839e-14	3.86277e-16 1.36197e-15	
75.5	10.2166	15	2.62959e-09 1.41126e-09	-2.32403e-08 1.37169e-08	-1.0972e-12 9.99449e-13	-1.33271e-11 2.79259e-12	-2.46704e-14 8.01559e-15	-3.64861e-16 3.99646e-16	
76.5	9.04933	13.5	-9.40913e-10 6.58287e-10	-5.39139e-08 1.57419e-08	4.61929e-12 3.05868e-12	-9.31194e-12 3.2349e-12	1.48793e-14 1.17463e-14	3.13744e-15 3.28e-15	
77.5	8.24322	12.5	-8.92415e-10 3.34587e-10	-3.35628e-08 1.31589e-08	-1.14626e-12 7.54066e-13	-8.61103e-12 2.59582e-12	-1.0972e-14 7.22529e-15	7.75023e-17 3.08792e-16	
78.5	7.55578	11.5	2.40928e-09 2.38873e-09	-7.37331e-08 1.43368e-08	-8.71052e-13 3.73645e-13	-8.77549e-12 2.24507e-12	-1.2431e-14 4.18087e-15	-9.5664e-16 2.30138e-16	
79.5	6.74383	10.5	-5.75175e-10 2.50132e-10	-7.30853e-08 1.08955e-08	-6.57372e-13 2.99234e-13	-6.32759e-12 1.52735e-12	-5.89118e-15 2.96272e-15	2.85423e-16 4.50821e-16	
