Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
2.5	724.507	387	nan nan nan nan nan nan 
7.5	594.917	332.5	1.00615 0.0494533 nan nan 1.03609 0.0711062 
12.5	494.407	284.5	0.982656 0.0127452 3.05965 nan 1.24059 1.2058 
17.5	404.746	242	1.00477 0.00987647 1.5812 0.891427 0.988956 0.064108 
22.5	332.257	204.5	0.997272 0.00360982 2.03957 6.01909 0.726281 0.74114 
27.5	271.306	171.5	0.991356 0.00211425 nan nan 1.66282 2.06303 
32.5	217.339	142.5	0.996483 0.00261437 nan nan nan nan 
37.5	174.788	117	0.994453 0.00707399 nan nan nan nan 
42.5	138.482	95	0.991461 0.00473876 1.02055 0.0875836 nan nan 
47.5	107.448	76	0.98559 0.00656544 0.912629 0.0792043 nan nan 
52.5	82.1892	59.5	0.980914 0.00656678 nan nan nan nan 
57.5	61.7917	45.5	0.96848 0.0111866 0.656711 nan nan nan 
62.5	44.3418	34	0.95945 0.0168596 nan nan nan nan 
67.5	31.3257	25	0.925823 0.0468777 nan nan nan nan 
72.5	21.3776	17.5	nan nan nan nan nan nan 
77.5	13.3742	12	nan nan nan nan nan nan 
82.5	7.97044	8	nan nan nan nan nan nan 
87.5	4.343	5	nan nan nan nan nan nan 
92.5	1.97101	3	nan nan nan nan nan nan 
97.5	0.522167	2	nan nan nan nan nan nan 
