Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	658.492	361.5	1.68118 0.0366258
15	446.746	264.5	2.3115 0.0463172
25	301.179	189	2.68629 0.0526068
35	196.026	130.5	2.9024 0.0567682
45	122.521	86	3.04766 0.0585866
55	72.2989	53	3.35012 0.0712626
65	37.7746	30	3.92182 0.0886649
75	17.2745	15.5	4.83185 0.117576
85	6.22389	7	6.08469 0.196699
95	1.28311	3	12.6246 0.711811
