Cent%	 dNdy	 Npart	 hydro 	 linear 	 linear+cubic
5	658.492	361.5	nan	0.371424	nan	nan	nan	nan	
15	446.746	264.5	0.778992	0.812127	0.849131	nan	0.451876	nan	
25	301.179	189	0.87189	0.887247	0.911828	nan	0.439244	0.510581	
35	196.026	130.5	0.836155	0.855296	0.914219	0.405879	0.72649	nan	
45	122.521	86	0.816488	0.838472	0.912312	0.645237	0.829298	0.644168	
55	72.2989	53	0.79651	0.825344	0.912392	0.473237	0.803181	0.678773	
65	37.7746	30	0.72807	0.889387	0.916906	nan	0.921804	0.696902	
75	17.2745	15.5	0.268681	0.963768	0.892441	nan	0.901311	0.399428	
85	6.22389	7	nan	0.798304	0.55017	nan	0.374831	nan	
95	1.28311	3	nan	nan	nan	nan	nan	nan	
