Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	799.529	408.5	-1.54903e-14 5.65429e-15	3.22774e-12 2.60915e-11	6.94295e-12 1.30488e-11	7.65129e-14 1.75327e-13	1.32947e-15 3.32193e-15	-6.18718e-18 6.3911e-17	
1.5	753.954	396	4.16465e-14 6.16221e-14	1.07615e-11 3.60411e-11	7.29094e-12 7.1067e-12	1.70846e-13 2.2162e-13	3.1322e-15 3.1744e-15	-2.11433e-17 2.98947e-17	
2.5	715.15	385.5	-9.10154e-15 5.60799e-14	3.4419e-11 8.62634e-11	4.3443e-12 5.22728e-12	3.46826e-14 2.3028e-13	8.19457e-15 4.39518e-15	1.05005e-16 5.7341e-17	
3.5	686.935	374.5	-2.04011e-14 1.5984e-14	5.85152e-12 2.52998e-10	-9.01477e-12 1.26017e-11	-2.16309e-13 1.40951e-13	1.56569e-15 5.904e-15	-3.40331e-17 1.02021e-16	
4.5	662.559	363.5	5.07277e-13 3.83241e-13	1.17707e-10 1.21903e-10	-8.99744e-12 1.9476e-11	-1.36081e-13 2.76142e-13	2.55137e-15 6.25479e-15	1.6097e-17 2.97167e-17	
5.5	640.155	353	-2.10284e-14 1.60962e-14	-1.18664e-10 2.1794e-10	-7.99901e-12 1.63086e-11	3.1259e-13 5.25076e-13	-2.12978e-15 4.36654e-15	-5.95417e-18 2.94556e-17	
6.5	618.811	342.5	-4.93004e-14 3.02992e-14	-5.19964e-11 4.51517e-10	8.26299e-12 2.54258e-11	2.94983e-13 2.83257e-13	-3.56645e-15 5.01475e-15	6.62831e-17 5.25419e-17	
7.5	594.491	332	-2.21742e-15 7.25935e-14	1.47992e-09 8.9209e-10	-1.54614e-12 1.75788e-11	1.76192e-13 4.51037e-13	5.91835e-15 5.54901e-15	-1.71395e-17 4.68133e-17	
8.5	570.345	322	2.34236e-13 3.13688e-13	3.55751e-09 1.29737e-09	7.35835e-13 1.68337e-11	5.4839e-13 4.55503e-13	1.65381e-15 7.72099e-15	5.44363e-18 4.69852e-17	
9.5	548.699	312	6.78525e-15 9.13194e-14	2.93984e-09 1.25091e-09	-9.09143e-12 1.81022e-11	4.63206e-13 4.97663e-13	-8.88134e-16 3.66674e-15	2.62615e-17 4.53646e-17	
10.5	532.236	302.5	7.34755e-13 8.33457e-13	7.25242e-10 1.3652e-09	7.43889e-12 2.28479e-11	1.8555e-13 4.21003e-13	-5.38229e-15 6.53841e-15	-2.45491e-16 1.46716e-16	
11.5	512.533	293	3.67617e-12 3.43582e-12	9.01795e-09 3.32374e-09	5.90844e-11 4.58351e-11	5.72857e-13 7.24635e-13	1.1362e-14 9.90006e-15	-4.96681e-17 1.32121e-16	
12.5	491.503	283.5	2.32517e-14 1.48408e-13	3.55917e-09 3.35224e-09	2.61574e-12 2.24668e-11	-4.20443e-13 9.9883e-13	9.77756e-15 8.75374e-15	-7.97063e-17 6.57457e-17	
13.5	473.147	274.5	-1.21797e-13 1.266e-13	6.69024e-09 3.27255e-09	1.38395e-11 1.55777e-11	1.38508e-12 1.23374e-12	-3.14405e-15 5.26683e-15	-1.11969e-16 8.60326e-17	
14.5	456.156	266	-2.07186e-13 1.31274e-13	1.56326e-08 6.54892e-09	4.42744e-12 1.47896e-11	1.65434e-15 1.4252e-12	2.28611e-15 4.64012e-15	1.56307e-16 1.29226e-16	
15.5	435.51	257.5	-2.27566e-13 1.69035e-13	2.92536e-08 7.94308e-09	2.04755e-11 5.29656e-11	4.40669e-13 5.33053e-13	4.02329e-15 7.12319e-15	-2.22795e-16 1.77058e-16	
16.5	419.706	249	4.35798e-13 9.21107e-13	1.39061e-08 5.36926e-09	4.79297e-11 2.65277e-11	3.35533e-12 1.49814e-12	4.9491e-15 7.38594e-15	1.86027e-17 1.41206e-16	
17.5	404.311	241	-1.11892e-13 2.93714e-13	2.1631e-08 9.14037e-09	2.09347e-11 2.8322e-11	9.39355e-14 7.72942e-13	3.7093e-15 8.03042e-15	2.35234e-17 1.31896e-16	
18.5	390.494	233	1.17241e-12 1.45974e-12	2.53639e-08 8.78171e-09	4.52719e-11 4.82492e-11	1.03428e-12 7.42165e-13	5.07705e-15 9.92965e-15	-3.0355e-18 1.18639e-16	
19.5	373.313	225.5	4.28579e-13 4.04811e-13	2.1336e-08 7.83711e-09	3.99033e-11 4.55193e-11	1.07224e-13 9.95316e-13	7.4859e-15 8.91922e-15	9.90563e-17 1.20759e-16	
20.5	361.102	218	-8.26085e-13 3.26421e-13	6.32644e-08 2.03767e-08	-1.34957e-11 5.15749e-11	-1.3942e-12 9.65837e-13	-1.14846e-14 1.91349e-14	-1.32881e-16 1.61219e-16	
21.5	346.835	210.5	-7.04314e-13 4.97448e-13	7.56573e-08 2.0518e-08	-1.57612e-11 3.15646e-11	-8.53253e-14 1.02135e-12	-1.41437e-14 1.03939e-14	5.27452e-17 1.54065e-16	
22.5	330.49	203.5	-3.92832e-13 5.92039e-13	5.84745e-08 1.43321e-08	4.53761e-11 4.96115e-11	1.20347e-13 6.31106e-13	3.19465e-14 1.59028e-14	6.78708e-16 5.73156e-16	
23.5	318.551	196.5	-5.43739e-13 2.84484e-13	5.91881e-08 1.62752e-08	3.68481e-11 6.01818e-11	-4.30748e-14 7.9056e-13	-3.71564e-15 1.11054e-14	1.11282e-16 1.87918e-16	
24.5	308.91	190	9.25063e-12 8.97394e-12	1.11142e-07 3.06958e-08	-1.11441e-11 9.11023e-11	1.74846e-12 1.29454e-12	-3.98726e-14 2.38661e-14	-2.6217e-16 2.10845e-16	
25.5	292.644	183.5	5.62324e-12 6.75451e-12	1.18393e-07 2.67924e-08	-6.51187e-11 4.71442e-11	-1.08202e-12 1.23435e-12	1.27722e-14 1.13239e-14	2.12844e-16 1.60175e-16	
26.5	281.379	177	3.06159e-13 1.05124e-12	1.15191e-07 3.29238e-08	3.68142e-10 3.01642e-10	-3.73062e-13 8.97571e-13	-1.83868e-14 1.43474e-14	2.77324e-16 2.31978e-16	
27.5	270.123	171	7.178e-12 6.37863e-12	8.69767e-08 2.83788e-08	-2.14877e-12 4.20876e-11	3.64282e-12 2.54101e-12	-4.15234e-15 9.09893e-15	-3.62767e-16 2.25438e-16	
28.5	259.356	165	-1.80479e-12 9.86054e-13	9.3099e-08 2.58739e-08	-7.59852e-11 5.69746e-11	-1.14964e-12 1.84676e-12	-1.0815e-15 1.26524e-14	7.21511e-17 3.10277e-16	
29.5	249.019	159	1.52162e-12 1.16577e-12	1.64951e-07 5.20843e-08	-8.49427e-11 6.131e-11	2.118e-12 1.81073e-12	2.35142e-14 1.52443e-14	-5.99557e-17 3.19727e-16	
30.5	238.728	153	3.24677e-12 6.50942e-12	1.63621e-07 4.55027e-08	8.68834e-13 7.33765e-11	-1.02279e-12 7.97028e-13	4.70932e-15 1.68541e-14	8.75899e-17 2.31895e-16	
31.5	227.816	147	-3.29702e-13 1.1228e-12	1.55739e-07 4.39216e-08	7.74163e-11 6.75506e-11	2.76553e-13 1.34103e-12	-9.29952e-15 1.48439e-14	2.2214e-16 4.34483e-16	
32.5	216.915	141.5	4.1956e-12 4.52998e-12	1.22926e-07 4.11054e-08	1.06024e-11 4.83849e-11	-4.48891e-13 1.07667e-12	8.01134e-15 1.8799e-14	1.1188e-16 1.78131e-16	
33.5	207.075	136.5	-1.66292e-13 1.58541e-12	1.5159e-07 4.24065e-08	-2.61825e-11 4.52087e-11	9.88917e-13 1.18965e-12	2.74801e-14 2.50638e-14	1.64539e-16 2.10478e-16	
34.5	200.19	131.5	3.02989e-11 3.24961e-11	1.76126e-07 4.20404e-08	-1.4557e-10 8.73944e-11	-7.31083e-13 9.03045e-13	1.80833e-14 1.69476e-14	-2.46029e-16 3.77847e-16	
35.5	191.943	126.5	5.18099e-13 1.64112e-12	2.40622e-07 8.64365e-08	-1.63378e-10 9.29329e-11	-2.46311e-12 1.55481e-12	-3.35685e-14 2.51248e-14	-2.12627e-16 2.41431e-16	
36.5	183.902	121.5	-1.70601e-12 1.09994e-12	8.61372e-08 2.98096e-08	-2.49816e-11 6.17071e-11	8.26227e-13 7.72292e-13	-7.13427e-15 1.59561e-14	-4.23495e-17 1.49057e-16	
37.5	174.529	116.5	-5.69935e-13 1.41306e-12	2.13053e-07 7.29718e-08	-2.09268e-11 9.3697e-11	-2.02365e-12 1.72535e-12	4.22949e-14 2.875e-14	-4.54247e-16 2.68519e-16	
38.5	167.07	112	1.32065e-12 5.73428e-12	1.60028e-07 6.33853e-08	-6.4733e-11 9.79384e-11	2.13025e-12 2.28146e-12	-1.19708e-14 1.49679e-14	4.25393e-15 4.32775e-15	
39.5	159.881	107.5	-2.00752e-12 1.41846e-12	1.10532e-07 4.68013e-08	-1.68442e-12 6.21214e-11	4.56397e-13 1.91687e-12	3.76937e-15 1.15626e-14	6.0667e-17 3.44447e-16	
40.5	152.378	103	-2.67215e-12 9.31131e-13	1.84699e-07 6.6894e-08	-6.94142e-11 9.79013e-11	-7.6692e-13 1.43645e-12	-5.37372e-15 2.46294e-14	-3.26228e-16 2.6094e-16	
