Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	1076.62	409	-2.75808e-09 2.01444e-09	3.43706e-08 3.6744e-08	-1.30841e-08 2.06774e-08	-2.75288e-09 2.52652e-09	1.68398e-10 1.90788e-10	-1.90872e-11 1.99235e-11	
1.5	1008.02	397.5	-3.41618e-07 3.40288e-07	-2.14219e-06 2.12026e-06	-1.37432e-07 1.18036e-07	-6.35865e-08 6.76472e-08	-2.3894e-08 1.69361e-08	-9.20464e-09 8.92715e-09	
2.5	970.4	387.5	-5.55196e-06 5.55172e-06	-1.98239e-06 2.10188e-06	-3.62348e-07 3.41037e-07	-1.04829e-09 4.09075e-09	-1.78369e-08 1.75968e-08	-5.81908e-08 5.82115e-08	
3.5	928.425	377	-2.11e-09 1.91362e-09	1.63148e-07 1.0849e-07	-9.75926e-09 5.17285e-08	-1.50633e-09 3.2204e-09	-1.03523e-10 2.45387e-10	-2.61761e-11 2.38623e-11	
4.5	891.216	366.5	-3.35958e-09 3.15796e-09	4.05962e-07 1.3482e-07	-2.43115e-09 3.48503e-08	5.48115e-10 4.21129e-09	2.11692e-10 2.53676e-10	-4.15717e-11 4.42345e-11	
5.5	857.537	356	-7.08711e-09 4.4847e-09	2.90785e-07 1.66905e-07	2.68033e-09 3.6302e-08	6.46356e-09 4.20405e-09	5.84413e-10 3.16833e-10	-2.39203e-11 3.84545e-11	
6.5	825.198	345.5	-2.63127e-10 2.1454e-09	1.0219e-06 2.95795e-07	-1.80464e-08 5.50757e-08	5.74764e-09 4.50279e-09	-1.0793e-11 3.28165e-10	3.41101e-11 2.10481e-11	
7.5	792.967	335	-1.56461e-08 1.01668e-08	1.39155e-06 3.4916e-07	-9.08883e-08 9.24075e-08	1.40173e-08 5.46568e-09	1.56069e-10 3.77672e-10	-4.5758e-11 5.70725e-11	
8.5	759.873	325	-1.55002e-09 2.13148e-09	1.96869e-06 3.88504e-07	2.86047e-09 4.30209e-08	1.66972e-08 6.23676e-09	9.71337e-10 3.17085e-10	8.12354e-12 2.75987e-11	
9.5	732.51	315	-9.34726e-09 4.99894e-09	2.71171e-06 4.10848e-07	-9.81167e-09 7.17249e-08	1.22864e-08 4.72158e-09	1.4339e-11 2.98499e-10	2.03913e-11 3.23289e-11	
10.5	704.597	305.5	-7.06028e-07 7.06912e-07	2.99464e-06 8.01008e-07	-6.7618e-08 1.87048e-07	-4.30882e-08 3.31093e-08	-1.53915e-08 1.55027e-08	-2.32968e-09 2.3204e-09	
11.5	677.671	296	-6.65233e-09 6.23948e-09	4.77158e-06 7.2675e-07	2.75369e-08 5.90247e-08	3.88134e-09 6.03716e-09	5.03979e-10 5.64051e-10	-1.00312e-10 6.94072e-11	
12.5	655.649	286.5	-1.82588e-08 9.5103e-09	5.66584e-06 8.32836e-07	-9.88645e-08 9.31496e-08	1.64888e-08 7.70917e-09	4.41265e-10 4.46145e-10	1.45077e-11 3.3531e-11	
