Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
5	872.278	363	nan nan nan nan nan nan 
15	593.469	267.5	1.00305 0.00378504 nan nan 1.06078 0.146542 
25	400.813	191.5	0.998671 0.00361405 nan nan 1.03407 0.0812552 
35	258.519	132	0.993333 0.00140105 nan nan 0.786494 0.29854 
45	159.807	87	0.989555 0.00261251 nan nan 2.07517 nan 
55	91.4574	54	0.981784 0.00303413 nan nan nan nan 
65	47.8478	30.5	0.964374 0.0081617 nan nan nan nan 
75	21.7534	15.5	nan nan nan nan nan nan 
85	7.8812	7	nan nan nan nan nan nan 
95	1.66201	3	nan nan nan nan nan nan 
