Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	973.883	388.5	1.30021e-08 1.2848e-08	4.74492e-09 3.34636e-09	1.88293e-10 1.67726e-10	1.21032e-11 1.24068e-11	3.2763e-12 2.4224e-12	1.44133e-11 1.3758e-11	
7.5	792.412	335.5	3.41061e-13 4.88164e-13	1.30236e-09 2.39501e-10	-2.2619e-12 1.34471e-11	4.71753e-13 4.09455e-13	-2.29285e-16 5.49497e-15	2.30541e-16 1.87062e-16	
12.5	655.061	287.5	3.48159e-10 3.47187e-10	1.36473e-08 1.48955e-09	-1.53474e-11 1.63034e-11	5.88228e-13 6.7427e-13	8.72723e-12 8.7146e-12	4.06634e-12 4.06633e-12	
17.5	540.805	245	2.10306e-12 3.42992e-12	4.17013e-08 3.60735e-09	-5.79474e-12 2.17247e-11	1.05772e-12 8.40512e-13	3.18848e-14 1.26178e-14	7.10977e-17 3.37562e-16	
22.5	443.891	207	3.53175e-11 2.25667e-11	1.08521e-07 8.76692e-09	5.09345e-13 4.71899e-11	8.4124e-13 1.08562e-12	3.98154e-14 3.55071e-14	2.64912e-15 1.70602e-15	
27.5	360.46	173.5	8.35432e-12 8.11147e-12	2.05535e-07 1.64756e-08	4.77918e-11 3.02455e-11	2.79547e-12 1.46306e-12	6.8076e-15 1.95398e-14	-5.38828e-16 5.60317e-16	
32.5	291.218	144	2.20211e-12 1.07369e-11	3.17099e-07 2.56217e-08	-3.07871e-11 4.99887e-11	-1.10857e-12 1.67273e-12	-9.76558e-15 2.42409e-14	-1.77098e-16 7.22853e-16	
37.5	231.068	118	4.54003e-11 8.03846e-11	3.58217e-07 2.89517e-08	-2.58096e-11 4.78743e-11	1.12999e-12 1.68367e-12	1.32729e-14 1.99412e-14	-4.19903e-16 5.83966e-16	
42.5	181.101	96	-3.89316e-12 3.57183e-11	3.30643e-07 3.06796e-08	-8.83177e-11 5.43877e-11	1.43322e-12 3.10556e-12	5.19096e-14 3.2342e-14	7.88822e-16 1.22169e-15	
47.5	139.157	77	4.14382e-10 2.05721e-10	3.73344e-07 3.64296e-08	3.76225e-11 4.78657e-11	-7.67405e-13 1.7316e-12	4.5478e-14 2.7589e-14	-2.00424e-16 4.98234e-16	
52.5	104.565	60.5	1.53139e-10 1.4108e-10	3.42085e-07 3.72421e-08	2.29776e-12 3.58259e-11	-1.99474e-12 1.62596e-12	-1.64928e-14 1.46744e-14	-4.39972e-16 3.16447e-16	
57.5	76.8303	46.5	2.02265e-10 2.67674e-10	3.14473e-07 3.75447e-08	9.62398e-12 3.83497e-11	-4.7526e-12 1.29662e-12	-2.11701e-14 7.44463e-15	2.52827e-16 6.30554e-16	
62.5	55.3177	34.5	3.24397e-10 2.02723e-10	1.82675e-07 2.72307e-08	-5.86411e-12 1.40037e-11	-2.71538e-12 1.2564e-12	-1.20854e-15 8.46321e-15	3.47759e-16 3.57649e-16	
67.5	39.2472	25	1.28955e-10 1.37167e-10	1.33736e-07 2.10571e-08	-1.64828e-11 5.79923e-12	-4.54453e-12 8.32538e-13	-4.52127e-15 2.04798e-15	-1.88102e-16 2.07352e-16	
72.5	25.7952	18	6.51208e-10 3.53519e-10	3.45825e-08 1.16512e-08	-3.3592e-13 3.37348e-12	-1.77949e-12 6.56037e-13	-1.02422e-15 8.79641e-16	4.31155e-16 2.63529e-16	
77.5	16.8906	12.5	4.6573e-10 2.33341e-10	-3.02435e-08 3.4334e-09	-1.45296e-12 1.03123e-12	-7.64263e-13 1.80178e-13	-8.97764e-16 1.76794e-16	5.46262e-17 3.54549e-17	
82.5	10.1263	8	1.54519e-10 4.42656e-11	-1.22631e-08 1.72901e-09	4.42334e-13 6.40128e-13	8.01662e-14 5.0097e-14	9.79883e-17 6.83228e-17	6.02761e-18 3.11777e-18	
87.5	5.56007	5	8.30485e-11 2.32319e-11	-9.04057e-10 6.91142e-10	4.80501e-14 2.51525e-14	1.38858e-14 3.55709e-15	8.52837e-18 4.09474e-18	1.19763e-19 1.44243e-19	
92.5	2.59906	3	6.34835e-13 1.84016e-13	1.39813e-10 4.59196e-11	5.93402e-16 1.37162e-16	2.72037e-17 1.13613e-17	3.92184e-21 2.50266e-21	6.53387e-21 1.69193e-21	
97.5	0.709647	2	2.02162e-18 9.2351e-19	7.22125e-13 2.68357e-13	4.00442e-22 2.67371e-22	4.10812e-23 2.02921e-23	9.4918e-25 5.05407e-25	2.05562e-25 6.29741e-26	
