Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	872.278	363	1.60921 0.0210367
15	593.469	267.5	2.21132 0.0265259
25	400.813	191.5	2.61985 0.0323239
35	258.519	132	2.78951 0.0364303
45	159.807	87	2.81871 0.0389689
55	91.4574	54	3.19375 0.0489611
65	47.8478	30.5	3.63128 0.0618758
75	21.7534	15.5	4.42132 0.0936156
85	7.8812	7	5.59994 0.161895
95	1.66201	3	14.6481 0.998516
