Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	777.18	253	-2.87869e-05 2.02282e-05	-0.000326736 0.000230706	-3.41277e-06 2.37583e-06	-8.59701e-07 6.08458e-07	-1.46867e-05 1.03528e-05	-6.01948e-06 4.28393e-06	
1.5	718.472	245.5	-4.73041e-05 3.35218e-05	-0.000313061 0.000220437	-4.90549e-06 3.48362e-06	-3.49898e-07 2.47469e-07	-8.61708e-06 6.06359e-06	-3.72385e-06 2.61923e-06	
2.5	674.353	240	-8.20524e-05 3.62519e-05	-0.000980746 0.000395045	-1.26711e-05 5.30098e-06	-3.63811e-06 1.71944e-06	-4.60941e-05 2.04128e-05	-1.73287e-05 7.5152e-06	
3.5	660.383	234	-2.23127e-05 1.58547e-05	-0.000324465 0.000228226	-5.19392e-06 3.6484e-06	-1.69493e-06 1.52106e-06	-1.59705e-05 1.19513e-05	-7.46478e-06 5.59325e-06	
4.5	626.524	228	-0.000133461 6.32581e-05	-0.00193549 0.000707369	-0.000151789 9.45124e-05	-5.37115e-06 3.0915e-06	-2.8887e-05 1.19632e-05	-1.75642e-05 6.15158e-06	
5.5	613.49	222	-9.67944e-05 6.63125e-05	-0.000946354 0.000636108	-0.000310393 0.000279736	-9.26794e-05 8.65135e-05	-2.40085e-05 1.67377e-05	-4.78913e-06 3.67796e-06	
6.5	578.881	216	-6.46398e-05 2.51651e-05	-0.00146188 0.000564249	-0.000140755 8.1916e-05	-8.23467e-06 4.08593e-06	-2.28118e-05 9.20864e-06	-2.36356e-05 1.32504e-05	
7.5	559.427	209.5	-7.84808e-05 4.11401e-05	-0.00168212 0.000784973	-0.000220398 0.000122687	-8.13886e-06 4.78439e-06	-1.58425e-05 1.05943e-05	-2.16568e-05 1.23765e-05	
8.5	547.174	203	-0.000627914 0.000605776	-0.000945773 0.000654999	-0.00015052 0.000146135	-2.00491e-05 1.92483e-05	-1.46674e-05 1.01008e-05	-5.68747e-06 4.09232e-06	
9.5	519.978	197.5	-5.56064e-05 3.31558e-05	-0.00114321 0.000644	-0.00013743 9.35995e-05	-3.18528e-06 1.80039e-06	-1.1243e-05 7.80785e-06	-1.54461e-05 8.6567e-06	
10.5	504.576	192	-1.13692e-05 1.13061e-05	-5.3134e-05 5.55913e-05	-9.63479e-06 9.68152e-06	-1.64455e-06 1.65012e-06	-2.89061e-07 2.89864e-07	-6.00501e-08 6.00957e-08	
11.5	483.895	186	-3.29585e-05 2.47977e-05	-0.000457529 0.000389344	-8.9256e-05 7.43872e-05	-4.10578e-06 3.16778e-06	-1.03815e-07 9.89372e-08	-1.72399e-06 1.32007e-06	
12.5	463.808	180.5	-0.000286202 0.000209069	-0.000967088 0.000606009	-0.000315716 0.000245822	-7.57328e-05 6.99543e-05	-1.33435e-05 1.0669e-05	-1.97498e-06 1.54229e-06	
13.5	449.077	175	-3.90323e-05 2.41995e-05	-0.000349312 0.000248827	-4.56378e-05 4.2226e-05	-3.29114e-06 2.93485e-06	-4.21971e-06 3.86232e-06	-3.1322e-06 2.20117e-06	
14.5	435.64	169.5	-2.7773e-05 1.30342e-05	-0.000835627 0.000504637	-0.000173695 9.94849e-05	-4.17403e-05 3.65867e-05	-4.58635e-06 3.6318e-06	-2.55256e-05 1.691e-05	
15.5	414.993	164	-3.7693e-05 2.84131e-05	-0.000552673 0.000463099	-7.33654e-05 6.22525e-05	-1.99113e-06 1.5005e-06	-4.67857e-07 3.79836e-07	-9.93014e-06 9.84805e-06	
16.5	397.992	158.5	-6.06887e-05 3.18173e-05	-0.000705279 0.000335494	-8.50056e-05 5.42704e-05	-1.17616e-05 7.35425e-06	-1.09986e-05 6.16526e-06	-8.66255e-06 5.15208e-06	
17.5	384.183	153.5	-3.74508e-05 2.20497e-05	-0.000886355 0.000572142	-0.000144205 0.000100283	-5.63679e-06 3.86175e-06	-3.20021e-06 2.57769e-06	-8.49649e-06 5.37983e-06	
18.5	366.994	149	-2.4377e-05 1.79566e-05	-0.000406916 0.000331274	-4.92794e-05 4.86701e-05	-1.85353e-06 1.53465e-06	-7.17404e-06 6.10998e-06	-1.28426e-05 1.03523e-05	
