Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	691.479	241.5	1.43859e-06 5.16347e-07	5.60135e-05 1.46497e-05	1.22052e-06 8.76827e-07	1.25684e-08 5.27729e-09	2.98258e-07 7.80095e-08	8.65753e-08 2.08421e-08	
7.5	563.324	210	1.76547e-05 1.61328e-05	0.000114765 2.96915e-05	1.04084e-05 4.9459e-06	9.0426e-07 7.81019e-07	2.35739e-07 7.35549e-08	1.76846e-07 6.8774e-08	
12.5	467.641	181	3.97528e-06 3.09081e-06	4.56817e-05 1.73172e-05	6.685e-06 3.92206e-06	8.60498e-07 6.49038e-07	5.59349e-08 3.64986e-08	8.65344e-08 6.26423e-08	
17.5	384.104	154.5	1.45367e-05 1.38299e-05	4.99048e-05 1.83822e-05	4.03459e-06 1.79105e-06	2.60724e-07 2.24606e-07	6.21261e-08 2.89232e-08	1.0367e-07 4.8282e-08	
22.5	315.092	131	4.47121e-07 4.47101e-07	7.25304e-06 7.22431e-06	6.33459e-07 6.33305e-07	5.60624e-09 5.60709e-09	2.01153e-12 1.76849e-12	1.56259e-09 1.56247e-09	
27.5	257.343	110	8.05805e-06 7.4598e-06	6.82373e-05 2.58982e-05	3.74134e-06 1.54302e-06	2.81995e-06 2.79518e-06	1.2093e-09 6.93458e-10	1.10143e-07 5.62368e-08	
32.5	209.026	91.5	9.20396e-09 5.55551e-09	2.47175e-05 1.26096e-05	3.65146e-06 1.82819e-06	3.32714e-07 3.16311e-07	1.04052e-07 1.02889e-07	7.40633e-08 4.079e-08	
37.5	167.155	75.5	2.51431e-08 1.54363e-08	2.0772e-05 1.25828e-05	1.7722e-06 1.05287e-06	2.86111e-08 2.13461e-08	5.48703e-09 4.42207e-09	5.99465e-08 3.91633e-08	
42.5	129.995	61.5	2.35374e-05 2.35047e-05	1.88406e-05 1.39137e-05	1.4168e-06 1.09477e-06	1.5412e-08 1.12597e-08	1.67136e-10 1.66593e-10	4.03895e-09 4.03246e-09	
47.5	100.757	49	8.3543e-07 7.72486e-07	8.59608e-07 7.48923e-07	9.4227e-11 1.05932e-10	2.33899e-11 2.52424e-11	1.07657e-11 8.48242e-12	9.86223e-10 9.79538e-10	
52.5	76.2788	38.5	1.62148e-10 7.06632e-11	6.84449e-06 6.73915e-06	4.88431e-07 4.88415e-07	1.38372e-08 1.38409e-08	2.22438e-10 2.22443e-10	4.93203e-12 4.93176e-12	
57.5	57.0444	30	1.20867e-10 4.24459e-11	8.43221e-08 1.21842e-08	-1.68637e-11 7.0137e-12	-3.32431e-12 7.06358e-13	1.39471e-15 3.54508e-15	1.69114e-16 2.68086e-16	
62.5	42.1024	23	7.73703e-11 5.52132e-11	3.53344e-08 8.32216e-09	-1.12444e-11 2.89821e-12	-2.91342e-12 4.63222e-13	-2.10403e-15 1.31635e-15	4.24385e-16 2.84506e-16	
67.5	30.2267	17	5.44826e-12 8.71379e-12	1.82429e-09 5.10162e-09	-4.87682e-12 9.99754e-13	-2.46077e-12 3.21766e-13	5.46748e-16 2.77971e-15	3.72583e-17 6.17944e-17	
72.5	21.2658	12	1.01853e-12 2.90219e-12	-2.03517e-08 2.47937e-09	-1.66336e-12 5.29343e-13	-1.04671e-12 1.7836e-13	-8.75391e-16 1.42905e-16	5.22027e-17 4.0063e-17	
77.5	13.7135	8.5	2.58109e-12 5.40288e-12	-1.78563e-08 3.40503e-09	-7.34508e-13 1.9799e-13	-1.1393e-13 1.28974e-13	8.83886e-16 7.23201e-16	1.66593e-16 1.67226e-16	
82.5	8.51766	6	1.25502e-12 1.06538e-12	-3.28488e-09 1.52079e-09	1.0996e-13 1.68409e-13	8.34168e-14 3.49595e-14	2.14004e-17 1.03672e-17	9.89709e-20 6.82568e-19	
87.5	4.86351	4	1.80864e-12 9.0317e-13	6.00322e-10 3.04355e-10	6.3485e-14 3.78739e-14	1.84974e-15 6.41634e-16	6.98832e-18 5.11363e-18	4.97316e-19 4.65666e-19	
92.5	nan	2.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
