Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	625.347	226.5	1.71584 0.0463689
15	425.73	168.5	1.75034 0.0355714
25	285.914	121	2.06759 0.0387798
35	187.639	84	2.21936 0.0530328
45	115.583	55.5	2.71139 0.0528559
55	66.7145	34.5	3.16642 0.0635731
65	36.2826	20	3.96568 0.0436441
75	20.2641	10.5	4.5748 0.0769319
85	6.78735	5	5.86137 0.261292
95	nan	2.5	nan nan
