Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	777.18	253	5.4964e-07 3.79781e-07	2.09001e-05 1.46229e-05	2.00995e-08 1.41243e-08	2.71772e-09 1.88405e-09	2.01089e-07 1.39861e-07	5.3246e-08 3.78731e-08	
1.5	718.472	245.5	1.19821e-06 8.44813e-07	2.00826e-05 1.39368e-05	3.78713e-08 2.61457e-08	6.97297e-10 4.89758e-10	9.26269e-08 6.41847e-08	2.63708e-08 1.82558e-08	
2.5	674.353	240	1.49405e-06 7.28632e-07	5.6945e-05 2.1104e-05	7.9756e-08 3.38896e-08	1.47222e-08 6.87633e-09	6.45961e-07 2.7755e-07	1.45759e-07 6.10229e-08	
3.5	660.383	234	3.82135e-07 2.71187e-07	2.07845e-05 1.43661e-05	3.92438e-08 2.74389e-08	9.67965e-09 9.31057e-09	2.41795e-07 1.89901e-07	7.74965e-08 6.0991e-08	
4.5	626.524	228	3.34436e-06 2.1212e-06	0.00014674 5.57743e-05	5.47679e-06 4.01313e-06	3.32953e-08 2.19647e-08	3.1428e-07 1.28945e-07	1.24883e-07 4.06408e-08	
5.5	613.49	222	3.27321e-06 2.26509e-06	9.46092e-05 7.18422e-05	2.43076e-05 2.35255e-05	4.13975e-06 4.08993e-06	4.1014e-07 2.94777e-07	3.88374e-08 3.46074e-08	
6.5	578.881	216	1.04161e-06 4.09841e-07	0.000107771 4.4146e-05	4.89176e-06 3.18509e-06	5.84529e-08 3.17949e-08	2.29246e-07 8.87206e-08	3.14428e-07 2.37646e-07	
7.5	559.427	209.5	1.77094e-06 1.08266e-06	0.000159278 7.46537e-05	9.10845e-06 5.07974e-06	6.35406e-08 4.73009e-08	2.12844e-07 1.50755e-07	2.79496e-07 1.93401e-07	
8.5	547.174	203	7.97247e-05 7.92973e-05	0.000100656 7.96561e-05	9.32341e-06 9.29071e-06	4.48064e-07 4.44831e-07	1.97785e-07 1.49544e-07	5.09975e-08 3.78966e-08	
9.5	519.978	197.5	1.2436e-06 8.24213e-07	0.000108862 6.503e-05	5.60082e-06 3.87537e-06	1.55713e-08 9.61469e-09	1.35904e-07 9.5905e-08	1.71862e-07 1.07594e-07	
10.5	504.576	192	1.94179e-07 1.94144e-07	2.00503e-06 2.00153e-06	1.47061e-07 1.47074e-07	1.05555e-08 1.05545e-08	7.86796e-10 7.86758e-10	7.4954e-11 7.49503e-11	
11.5	483.895	186	7.18015e-07 5.6991e-07	4.09353e-05 3.76452e-05	3.45786e-06 3.13434e-06	3.1555e-08 2.5988e-08	1.56771e-10 1.55055e-10	8.74603e-09 7.12755e-09	
12.5	463.808	180.5	1.71402e-05 1.47602e-05	9.1285e-05 6.15176e-05	2.16202e-05 1.83726e-05	3.0616e-06 2.99401e-06	1.95406e-07 1.6944e-07	1.06789e-08 9.43074e-09	
13.5	449.077	175	7.58686e-07 5.0599e-07	2.3198e-05 1.64194e-05	1.42499e-06 1.39146e-06	2.61986e-08 2.5201e-08	4.0309e-08 3.91413e-08	2.01817e-08 1.3958e-08	
14.5	435.64	169.5	3.24337e-07 1.51477e-07	6.85521e-05 4.29606e-05	6.16672e-06 3.65468e-06	1.12273e-06 1.08207e-06	3.65142e-08 3.31076e-08	3.97573e-07 3.15333e-07	
15.5	414.993	164	9.01372e-07 7.18638e-07	5.38605e-05 5.01907e-05	2.67442e-06 2.48834e-06	1.04517e-08 8.6039e-09	1.29402e-09 1.18158e-09	1.64275e-07 1.6415e-07	
16.5	397.992	158.5	1.17651e-06 6.29049e-07	3.99622e-05 1.94183e-05	2.22818e-06 1.71711e-06	1.15683e-07 8.21335e-08	9.67818e-08 5.64538e-08	7.18617e-08 4.67952e-08	
17.5	384.183	153.5	6.86254e-07 4.35345e-07	8.57567e-05 5.78546e-05	6.20862e-06 4.35795e-06	4.65768e-08 3.30794e-08	2.3462e-08 2.10859e-08	8.12147e-08 5.47571e-08	
18.5	366.994	149	4.37243e-07 3.35982e-07	3.17128e-05 2.76801e-05	1.67889e-06 1.67631e-06	9.86094e-09 8.85789e-09	8.02801e-08 7.41014e-08	1.83025e-07 1.59703e-07	
19.5	354.111	144.5	7.07173e-05 7.04041e-05	3.3026e-05 3.25048e-05	7.14321e-06 7.1376e-06	1.14707e-06 1.14694e-06	1.16031e-07 1.15932e-07	1.16747e-08 1.16641e-08	
20.5	338.534	139.5	2.6658e-12 4.56212e-12	2.6518e-08 7.28161e-09	4.03852e-11 1.12224e-10	-1.69724e-12 1.90902e-12	1.16757e-12 1.17323e-12	3.11569e-13 2.21163e-13	
21.5	333.657	135	1.12315e-11 7.50404e-12	2.35686e-08 8.3263e-09	8.01018e-12 7.6803e-11	1.16969e-12 1.91541e-12	1.55074e-14 1.67105e-14	2.26307e-13 2.24393e-13	
22.5	312.308	130.5	5.37512e-11 4.24409e-11	3.35756e-08 9.60058e-09	6.16549e-10 6.3884e-10	-6.77358e-13 2.70855e-12	-4.08786e-14 2.29649e-14	1.73684e-16 7.6505e-16	
23.5	300.075	126	2.14304e-11 1.61607e-11	2.70943e-08 8.95422e-09	1.57279e-10 1.00873e-10	-2.74385e-12 2.41538e-12	-1.89592e-14 2.04554e-14	1.87722e-15 1.88323e-15	
24.5	287.685	122	2.29375e-06 2.29363e-06	3.67452e-05 3.67082e-05	3.23422e-06 3.23415e-06	2.88614e-08 2.88613e-08	8.73401e-12 8.66016e-12	8.02375e-09 8.02335e-09	
25.5	276.436	118	2.47602e-08 2.47491e-08	5.45008e-05 5.4457e-05	3.65337e-06 3.65327e-06	1.21592e-08 1.21533e-08	2.10381e-10 2.10292e-10	6.18487e-08 6.1846e-08	
26.5	264.804	113.5	2.12278e-07 1.68426e-07	9.65887e-05 6.68393e-05	7.87362e-06 5.49447e-06	6.46593e-08 4.82342e-08	2.09437e-09 2.08766e-09	1.06624e-07 1.00732e-07	
