Cent%	 dNdy	 Npart	 Observable	 err
5	625.347	226.5	42.7584 27.2284
15	425.73	168.5	12.1834 24.4962
25	285.914	121	1.79373 5.73032
35	187.639	84	0.820602 1.98255
45	115.583	55.5	0.760229 13.3239
55	66.7145	34.5	7.54288 7.70846
65	36.2826	20	-0.174073 0.0271157
75	20.2641	10.5	-0.0746235 0.0416415
85	6.78735	5	0.479791 0.185466
95	nan	2.5	nan nan
