Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	86.7657	29.5	-4.9195e-07 8.46107e-08	2.38678e-06 8.21175e-07	1.15206e-07 3.94985e-08	-1.24794e-08 4.22422e-09	-3.07135e-10 1.58463e-10	-1.66137e-10 7.58136e-11	
7.5	66.6617	25.5	-3.30939e-07 5.3513e-08	4.04626e-06 7.87687e-07	9.31597e-08 2.51216e-08	-9.1056e-09 2.47616e-09	-4.1666e-10 1.62765e-10	-6.7859e-11 1.38294e-11	
12.5	56.3341	23	-3.0182e-07 4.40987e-08	4.59696e-06 8.99643e-07	4.77622e-08 1.81735e-08	-1.95253e-08 3.05111e-09	-1.48853e-10 8.4481e-11	-1.16512e-10 2.38588e-11	
17.5	48.1437	20.5	-2.59341e-07 4.04786e-08	3.93314e-06 1.17299e-06	2.3336e-08 1.71651e-08	-2.0504e-08 2.95097e-09	-1.79163e-10 7.17176e-11	-1.22972e-10 2.20761e-11	
22.5	41.3162	18	-2.18147e-07 2.95142e-08	5.59615e-06 9.94702e-07	-1.82114e-08 1.29837e-08	-2.19024e-08 3.16314e-09	-1.10802e-10 4.45329e-11	-1.16917e-10 1.59313e-11	
27.5	35.5032	16	-2.17861e-07 2.40419e-08	5.73711e-06 9.65182e-07	-3.09213e-08 9.76441e-09	-1.73522e-08 2.76759e-09	-1.64624e-10 4.8645e-11	-7.82602e-11 1.05721e-11	
32.5	29.8265	14	-1.32589e-07 1.87642e-08	5.15821e-06 8.49378e-07	-3.06194e-08 7.83855e-09	-1.97076e-08 2.10956e-09	-1.65212e-10 2.66222e-11	-7.84357e-11 9.69928e-12	
37.5	25.2833	12	-1.17762e-07 1.51763e-08	1.71374e-06 7.71483e-07	-2.8232e-08 5.3083e-09	-1.71837e-08 1.7271e-09	-1.16406e-10 3.41272e-11	-4.14663e-11 5.30512e-12	
42.5	20.9476	10.5	-7.73955e-08 1.01227e-08	7.14915e-07 6.9429e-07	-2.04105e-08 2.99196e-09	-1.38205e-08 1.4265e-09	-7.06173e-11 1.01947e-11	-2.74074e-11 3.22143e-12	
47.5	17.4016	9	-5.82426e-08 7.10512e-09	-2.69043e-06 4.91944e-07	-2.37507e-08 2.87248e-09	-1.18765e-08 9.12186e-10	-8.57193e-11 1.16696e-11	-1.81034e-11 1.95534e-12	
52.5	14.1089	7.5	-4.3174e-08 6.72283e-09	-4.34894e-06 4.12675e-07	-1.15309e-08 1.80849e-09	-8.85256e-09 6.5271e-10	-5.36785e-11 9.85085e-12	-8.0795e-12 9.70423e-13	
57.5	11.4451	6.5	-4.38155e-08 5.67241e-09	-4.6667e-06 3.17913e-07	-9.93087e-09 9.39796e-10	-5.83695e-09 4.94444e-10	-2.85546e-11 4.67683e-12	-4.32089e-12 4.81846e-13	
62.5	9.03791	5.5	-4.0741e-08 5.24139e-09	-4.31839e-06 2.51878e-07	-6.73108e-09 5.82193e-10	-2.69291e-09 2.15558e-10	-1.10777e-11 1.81624e-12	-1.35662e-12 1.15163e-13	
67.5	7.06988	4.5	-3.19126e-08 4.64117e-09	-3.2849e-06 2.20015e-07	-4.37268e-09 4.09948e-10	-9.23312e-10 9.27942e-11	-3.54807e-12 7.91706e-13	-5.48367e-13 4.91564e-14	
72.5	5.30007	4	-1.62738e-08 1.77228e-09	-2.14144e-06 1.38428e-07	-1.87421e-09 2.07745e-10	-2.25632e-10 2.38449e-11	-7.46298e-13 2.6913e-13	-2.75107e-13 3.04418e-14	
77.5	3.91733	3.5	-1.01248e-08 1.17677e-09	-1.11701e-06 8.64995e-08	-4.52458e-10 4.95552e-11	-3.52501e-11 5.57357e-12	-1.20777e-13 3.15963e-14	-7.68707e-14 7.71049e-15	
82.5	2.78093	2.5	-1.82163e-09 2.15376e-10	-4.51214e-07 3.69972e-08	-8.78995e-11 1.22935e-11	-1.07949e-12 2.1934e-13	-5.91011e-15 8.37322e-16	-1.42613e-14 1.91552e-15	
87.5	1.76329	2	-1.50756e-10 1.98807e-11	-1.29025e-07 1.27693e-08	-5.37802e-12 7.09903e-13	-7.00944e-15 1.18801e-15	-4.52494e-16 5.98256e-17	-7.67558e-16 1.36662e-16	
92.5	0.949622	2	-2.14981e-12 4.71766e-13	-1.43556e-08 2.46194e-09	-4.6624e-14 1.42133e-14	-6.22674e-16 1.02481e-16	-5.25804e-17 1.20456e-17	-1.49927e-17 3.04899e-18	
97.5	0.296504	2	-1.28519e-14 3.55714e-15	-2.2048e-10 5.9956e-11	-1.17138e-15 3.16716e-16	-1.38408e-16 5.49803e-17	-2.80828e-18 1.00572e-18	-3.63371e-19 2.13645e-19	
