Cent%	 dNdy	 Npart	 hydro 	 linear 	 linear+cubic
5	76.4984	28	0.624512	0.656956	0.701413	0.571337	0.783163	0.715055	
15	52.3415	21.5	0.636125	0.647096	0.769791	0.517842	0.816848	0.697022	
25	38.4721	17	0.67215	0.782293	0.819957	nan	0.845145	0.66505	
35	27.5563	13	0.615454	0.825165	0.818824	nan	0.872051	0.467192	
45	19.1197	9.5	nan	0.869635	0.785631	nan	0.826528	nan	
55	12.7663	7	nan	0.870378	0.628809	nan	0.708529	nan	
65	8.02605	5	nan	0.792538	nan	nan	nan	nan	
75	4.59446	3.5	nan	nan	nan	nan	nan	nan	
85	2.26672	2.5	nan	nan	nan	nan	nan	nan	
95	0.644757	2	nan	nan	nan	nan	nan	nan	
