Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	614.012	226	1.54876 0.0189855
15	418.264	167.5	1.83379 0.0206082
25	280.296	120.5	2.16854 0.0247594
35	182.724	84	2.39963 0.0293426
45	112.722	55.5	2.64941 0.0346495
55	65.2771	34.5	3.25638 0.0468157
65	35.9197	20	3.98532 0.0624349
75	16.891	10.5	4.96646 0.0963805
85	6.51227	5	5.90937 0.16804
95	3.40377	2.5	6.0465 2.91935
