Cent%	 dNdy	 Npart	 Observable	 err
5	614.012	226	0.212074 0.0358584
15	418.264	167.5	0.272326 0.0321015
25	280.296	120.5	0.221528 0.0254489
35	182.724	84	0.201304 0.0293756
45	112.722	55.5	0.138926 0.0331164
55	65.2771	34.5	-0.0453782 0.0304918
65	35.9197	20	0.106728 0.0513445
75	16.891	10.5	0.0317043 0.0556953
85	6.51227	5	0.471525 0.097196
95	3.40377	2.5	nan nan
