Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
2.5	684.672	241	6.33647e-13 3.32667e-13	1.82891e-10 1.0279e-10	5.43989e-12 1.70447e-11	8.7643e-13 7.32798e-13	2.44174e-14 2.56922e-14	1.34384e-16 2.01809e-16	
7.5	559.178	209	2.01322e-12 1.26089e-12	-6.57226e-11 3.4501e-10	-1.51727e-11 2.00347e-11	2.89099e-13 5.94326e-13	5.25354e-15 7.80586e-15	1.30742e-16 3.49263e-16	
12.5	460.735	180	2.81116e-12 1.91138e-12	4.87482e-09 9.65249e-10	9.16294e-12 3.28157e-11	1.53143e-13 6.56322e-13	-9.39705e-15 9.46055e-15	7.57733e-16 6.70457e-16	
17.5	380.162	153.5	4.78951e-13 1.40972e-12	1.43983e-08 2.21296e-09	3.18331e-12 4.34396e-11	3.90152e-13 7.71411e-13	1.46144e-14 2.9813e-14	-2.84251e-16 3.4987e-16	
22.5	310.118	130	1.84819e-11 7.4222e-12	2.83796e-08 4.66529e-09	6.30301e-11 5.02893e-11	3.51387e-13 8.09666e-13	3.17221e-14 2.06322e-14	-1.38214e-16 3.83926e-16	
27.5	252.096	109.5	8.3812e-11 7.49748e-11	3.99482e-08 6.6466e-09	8.0002e-11 5.01872e-11	3.25561e-13 1.09765e-12	-1.91183e-16 1.41471e-14	1.5798e-15 9.12182e-16	
32.5	202.236	91.5	3.79723e-11 2.07842e-11	7.13533e-08 9.23856e-09	4.15797e-11 7.88523e-11	1.71568e-13 7.84291e-13	-7.42321e-15 1.24917e-14	5.01131e-16 6.8392e-16	
37.5	160.55	75.5	4.59395e-11 2.0418e-11	9.93079e-08 1.29527e-08	1.37957e-11 4.45972e-11	-6.80644e-13 8.43411e-13	-2.79e-14 1.38815e-14	5.22554e-16 4.18723e-16	
42.5	125.364	61.5	1.17857e-10 6.46075e-11	9.87644e-08 1.38521e-08	2.88281e-11 4.18619e-11	1.40937e-12 1.93487e-12	3.71603e-15 1.58375e-14	4.86756e-15 2.85609e-15	
47.5	97.4948	49	3.21042e-11 2.30533e-11	8.33677e-08 1.47719e-08	4.03325e-11 3.18422e-11	-1.06667e-12 8.44287e-13	-4.81854e-16 7.46079e-15	2.30262e-16 4.87688e-16	
52.5	73.5414	38.5	5.18034e-11 2.65764e-11	1.32031e-07 1.73472e-08	5.75611e-12 1.64388e-11	1.427e-12 3.58079e-12	-4.7734e-15 4.54059e-15	7.63695e-16 4.56293e-16	
57.5	54.9919	30	-1.82746e-11 9.47497e-12	9.63193e-08 1.41444e-08	-2.18182e-11 8.48741e-12	-2.14786e-12 7.58194e-13	-3.20094e-15 2.19274e-15	7.46957e-16 3.59226e-16	
62.5	40.4877	23	5.46765e-12 1.50126e-11	7.71465e-08 1.16057e-08	-9.33459e-12 3.83967e-12	-2.65671e-12 5.85582e-13	-3.19078e-15 1.46905e-15	-3.82162e-17 1.34533e-16	
67.5	29.0439	17	2.21946e-12 5.80254e-12	2.26909e-08 7.50264e-09	-5.54418e-12 1.17115e-12	-1.66263e-12 4.3989e-13	-5.86846e-16 7.86545e-16	-3.93212e-17 7.80544e-17	
72.5	20.2265	12	1.66613e-12 2.93932e-12	-2.16169e-08 2.8294e-09	-1.21071e-12 7.34484e-13	-7.79636e-13 2.90126e-13	-5.09243e-16 2.31595e-16	7.4603e-17 5.517e-17	
77.5	13.1842	8.5	2.50973e-12 1.72161e-12	-1.61474e-08 1.60739e-09	-3.08961e-13 3.22308e-13	6.60162e-15 9.0353e-14	1.59425e-16 1.04145e-16	1.14079e-17 5.74021e-18	
82.5	8.2343	6	4.36608e-12 1.92576e-12	-2.70019e-09 5.96725e-10	8.06579e-14 7.27355e-14	7.57703e-14 1.8894e-14	2.20995e-17 9.34561e-18	8.43891e-19 4.17212e-19	
87.5	4.72398	4	6.33342e-13 2.03442e-13	2.56004e-10 2.02443e-10	2.19252e-14 6.76929e-15	3.14681e-15 1.11726e-15	1.01793e-18 5.44037e-19	4.16227e-20 1.564e-20	
92.5	3.40377	2.5	-3.92787e-14 2.02595e-13	-3.32807e-11 7.1202e-11	-1.07271e-15 1.61651e-15	-1.39605e-19 1.31698e-18	-2.24478e-22 8.65684e-22	-1.67896e-21 7.81244e-21	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
