Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	264.603	335	1.92977 0.0246316
15	177.162	238.5	2.66393 0.0301842
25	120.115	169	3.09807 0.0359298
35	78.0326	116	3.28248 0.0388423
45	48.7026	76	3.54131 0.0431412
55	28.0942	46.5	3.84139 0.0512511
65	14.5376	26	4.53481 0.0645621
75	6.49672	13.5	6.11051 0.0949446
85	2.40319	6.5	10.1963 0.199979
95	0.562217	3	33.135 1.07162
