Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	323.48	381.5	8.01455e-15 4.42651e-15	4.69535e-12 3.74457e-12	-2.25756e-13 4.57029e-13	3.75336e-15 5.01514e-15	6.01205e-17 6.99589e-17	4.23965e-20 3.97021e-19	
1.5	304.447	365.5	6.36009e-15 3.69644e-15	-4.71676e-13 9.89256e-12	-4.77133e-14 4.55414e-13	-2.56067e-15 7.27039e-15	-4.68501e-17 4.13609e-17	-1.19403e-19 2.69012e-19	
2.5	290.396	354.5	4.7311e-15 2.82732e-15	-2.39424e-12 1.02118e-11	1.85078e-13 7.87955e-13	-6.33604e-15 8.73403e-15	-3.86173e-17 6.1261e-17	-3.94869e-19 2.59124e-19	
3.5	278.585	343.5	4.25125e-15 3.98046e-15	-2.31614e-12 2.46198e-11	1.96746e-13 8.54434e-13	-5.51664e-15 8.92598e-15	3.03406e-16 2.47915e-16	3.56299e-19 3.77714e-19	
4.5	266.953	333	-1.34456e-15 7.54997e-16	4.07412e-11 4.46416e-11	-1.74298e-13 1.00883e-12	-1.23878e-14 1.27993e-14	5.71219e-17 1.01754e-16	3.70072e-19 5.15722e-19	
5.5	256.063	322.5	9.78003e-15 1.05386e-14	-1.24171e-11 5.92839e-11	7.5173e-13 1.60825e-12	1.13848e-14 1.0226e-14	-1.38474e-16 7.57573e-17	1.33721e-18 1.82273e-18	
6.5	245.624	312	6.7674e-15 4.91419e-15	1.49694e-10 6.483e-11	-8.18766e-13 1.03658e-12	1.01378e-14 7.89428e-15	6.27914e-16 5.70875e-16	-1.83603e-19 3.33932e-19	
7.5	236.461	302	1.74512e-14 7.23295e-15	1.38865e-10 1.08535e-10	-1.46915e-12 1.39643e-12	1.72014e-14 1.50436e-14	-6.00857e-18 8.44781e-17	-2.68982e-19 5.57308e-19	
8.5	227.468	292.5	5.49348e-14 3.06306e-14	3.10276e-10 1.23266e-10	2.58806e-13 2.49719e-12	2.10703e-15 1.67913e-14	-9.11405e-17 9.65005e-17	-4.1279e-21 6.13693e-19	
9.5	218.627	283	1.07788e-14 5.92735e-15	8.24659e-10 2.83817e-10	-1.01015e-12 1.3231e-12	7.48817e-14 6.23186e-14	-1.6439e-16 9.25337e-17	4.04993e-17 4.02742e-17	
10.5	209.987	273.5	3.08215e-15 4.69231e-15	1.44587e-09 4.60589e-10	3.81057e-13 1.66666e-12	2.8508e-14 1.25101e-14	-8.88196e-17 1.39309e-16	6.61054e-19 8.71456e-19	
11.5	202.072	265	1.34744e-14 1.27877e-14	1.86535e-09 4.25584e-10	2.57769e-12 1.43481e-12	2.1951e-14 2.17714e-14	9.5807e-17 1.32752e-16	2.64941e-18 1.24096e-18	
12.5	194.26	256.5	1.23912e-13 8.57802e-14	3.37413e-09 7.41172e-10	2.00643e-12 2.46701e-12	-4.09924e-14 2.79721e-14	-3.39411e-17 9.03618e-17	2.60528e-18 2.71581e-18	
13.5	186.825	248	2.20084e-14 2.47226e-14	1.96785e-09 5.74928e-10	-2.77244e-12 2.1387e-12	-2.14142e-14 4.29511e-14	-1.75277e-18 1.28942e-16	-2.67752e-18 1.41623e-18	
14.5	179.503	240	3.18666e-15 3.32807e-15	3.64223e-09 7.93256e-10	4.0422e-12 3.67771e-12	-8.96294e-15 2.98611e-14	-1.06824e-16 1.62617e-16	-7.65133e-19 1.94885e-18	
15.5	172.767	232	6.34691e-15 3.87867e-15	2.82734e-09 9.20176e-10	-6.45734e-13 2.36273e-12	7.82172e-15 2.67695e-14	2.81541e-17 1.58923e-16	1.59936e-19 1.83295e-18	
16.5	166.364	224	2.4547e-13 1.88164e-13	6.36332e-09 1.2385e-09	-2.34886e-12 3.18648e-12	1.09668e-14 2.58531e-14	-2.52094e-17 2.74603e-16	4.97456e-19 2.18938e-18	
17.5	160.156	216.5	5.21271e-15 6.65068e-15	9.81967e-09 1.76071e-09	7.29998e-13 3.03467e-12	3.01609e-14 6.9989e-14	1.90968e-16 2.2165e-16	-6.29395e-19 1.71527e-18	
18.5	154.023	209.5	3.77944e-14 2.82571e-14	7.96824e-09 1.81578e-09	4.54442e-13 2.82473e-12	-2.54337e-14 2.84141e-14	1.83248e-16 3.8071e-16	-8.0389e-19 1.2339e-18	
19.5	148.064	202.5	6.07648e-13 5.91869e-13	8.61324e-09 1.74062e-09	-1.35145e-12 2.63124e-12	5.00408e-14 4.41185e-14	-7.54414e-17 2.04758e-16	-3.56822e-18 2.27968e-18	
20.5	142.43	195.5	3.58501e-14 2.12813e-14	1.19553e-08 2.35404e-09	1.47199e-12 2.63462e-12	-5.76194e-14 4.55248e-14	2.97107e-16 1.85075e-16	3.33975e-18 3.07874e-18	
21.5	136.56	188.5	1.78551e-14 1.07373e-14	1.44738e-08 2.80773e-09	6.95798e-13 4.02536e-12	-3.64447e-14 3.69437e-14	1.81909e-16 2.9097e-16	-5.39546e-18 2.46559e-18	
22.5	131.404	182	1.55181e-13 7.40981e-14	1.89307e-08 3.41174e-09	-7.0596e-13 3.01161e-12	8.95098e-15 3.35008e-14	-5.11063e-17 2.77533e-16	-2.15495e-18 2.19871e-18	
23.5	126.202	176	4.37444e-14 2.95644e-14	1.42064e-08 2.69539e-09	3.66388e-12 5.12231e-12	-3.50268e-14 4.00839e-14	-4.43764e-17 1.93003e-16	-8.63023e-18 2.96114e-18	
24.5	121.475	170	-1.18491e-14 1.9582e-14	1.76679e-08 3.26104e-09	5.24304e-13 3.41402e-12	2.73514e-15 3.61882e-14	-3.98288e-17 2.63629e-16	3.81917e-18 3.32252e-18	
25.5	116.666	164	1.34565e-12 8.71605e-13	1.80719e-08 3.62088e-09	3.29821e-13 4.47222e-12	2.0559e-13 1.99499e-13	-2.70242e-16 2.91266e-16	-1.62578e-18 2.64272e-18	
26.5	111.902	158	3.08438e-13 2.03658e-13	1.57744e-08 4.10764e-09	6.931e-12 4.30968e-12	-3.55313e-14 4.02766e-14	-6.87939e-16 4.72383e-16	-3.76981e-18 3.78275e-18	
27.5	107.255	152	1.23419e-12 9.54555e-13	2.9826e-08 5.901e-09	-1.31212e-12 3.53678e-12	1.61227e-14 4.77964e-14	8.56247e-17 4.48688e-16	-8.6247e-19 4.12515e-18	
28.5	103.123	146.5	1.5098e-12 1.47719e-12	3.01159e-08 6.50818e-09	1.04877e-11 1.32036e-11	-1.01879e-14 5.35307e-14	7.8249e-17 6.68637e-16	-2.7161e-18 4.98531e-18	
29.5	98.9382	141.5	1.17561e-12 4.95776e-13	2.77041e-08 6.10853e-09	2.14779e-12 5.82888e-12	-2.23039e-14 6.1913e-14	-8.77609e-17 4.47465e-16	1.98399e-17 1.99366e-17	
30.5	94.5964	136	8.43104e-14 4.54666e-14	3.13067e-08 6.33628e-09	5.12788e-12 5.7537e-12	-9.84021e-14 6.14519e-14	-1.48727e-16 3.23732e-16	1.64152e-18 3.77861e-18	
31.5	90.6952	130.5	2.08016e-12 8.54974e-13	3.0316e-08 6.75288e-09	-4.02294e-12 5.78261e-12	-8.13457e-14 8.27282e-14	-8.96544e-19 2.73046e-16	1.63594e-17 1.46264e-17	
32.5	86.9725	126	1.05344e-12 5.95085e-13	3.04455e-08 6.15517e-09	9.90502e-12 8.92165e-12	4.07432e-14 9.50702e-14	4.09614e-16 4.52339e-16	-5.81208e-18 3.6372e-18	
33.5	83.1223	121.5	1.60149e-12 1.09192e-12	3.43055e-08 8.61084e-09	1.64499e-12 5.845e-12	4.16062e-13 3.72508e-13	1.35717e-16 4.45531e-16	2.76731e-17 3.2087e-17	
