Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	323.48	381.5	-3.86598e-10 1.70082e-10	3.40389e-08 1.229e-08	1.73435e-09 3.37633e-09	2.62906e-10 1.86739e-10	-8.17922e-13 1.30093e-11	-9.40991e-13 4.84249e-13	
1.5	304.447	365.5	-3.28488e-10 1.47264e-10	3.40305e-08 2.39697e-08	5.68544e-09 3.07642e-09	7.38118e-11 2.43938e-10	5.23852e-12 6.05261e-12	-3.49744e-13 3.10284e-13	
2.5	290.396	354.5	-3.04151e-10 1.30383e-10	2.06711e-08 2.97946e-08	-2.96228e-10 5.82237e-09	2.5318e-11 2.53453e-10	1.6872e-11 8.11693e-12	-3.69812e-13 2.43462e-13	
3.5	278.585	343.5	-1.83079e-10 1.2903e-10	3.21168e-08 5.20313e-08	-2.07563e-09 6.3336e-09	-4.09025e-10 3.38931e-10	-1.12673e-11 2.2383e-11	2.13927e-14 4.08951e-13	
4.5	266.953	333	-1.65905e-10 5.24914e-11	1.54076e-07 6.71417e-08	8.87741e-09 5.0673e-09	2.72512e-10 2.78005e-10	-4.26943e-12 1.48342e-11	4.50163e-13 3.73491e-13	
5.5	256.063	322.5	-3.82399e-10 2.33104e-10	1.23047e-07 8.80972e-08	-2.48102e-09 9.73465e-09	3.60115e-10 2.97942e-10	-9.33898e-12 1.01427e-11	-9.92077e-13 8.58462e-13	
6.5	245.624	312	-4.21776e-10 1.75876e-10	2.38337e-07 1.00151e-07	4.30492e-09 5.64304e-09	6.34932e-10 2.04439e-10	-3.01153e-11 3.58506e-11	6.84028e-14 3.07592e-13	
7.5	236.461	302	-1.03373e-09 3.20727e-10	1.92479e-07 1.49205e-07	8.878e-10 6.77269e-09	4.40383e-10 4.112e-10	1.34038e-11 1.06721e-11	1.37885e-13 4.65334e-13	
8.5	227.468	292.5	-1.35215e-09 5.84408e-10	5.18988e-07 1.15695e-07	-1.81403e-08 1.49826e-08	3.61997e-11 4.85346e-10	-3.29039e-12 1.22861e-11	-1.58735e-13 5.14739e-13	
9.5	218.627	283	-8.42602e-10 2.60246e-10	9.50852e-07 1.96798e-07	5.29747e-09 7.34162e-09	-2.24647e-10 9.70068e-10	1.39033e-12 1.1571e-11	-5.6942e-12 5.07951e-12	
10.5	209.987	273.5	-6.94099e-10 2.13187e-10	1.38448e-06 2.6075e-07	3.52417e-09 9.54201e-09	9.38174e-10 2.87915e-10	-2.25548e-11 1.85407e-11	-6.63801e-13 7.08287e-13	
11.5	202.072	265	-7.42481e-10 3.07293e-10	1.44502e-06 2.55594e-07	1.4859e-08 7.79117e-09	3.01647e-10 5.44059e-10	-3.10108e-12 1.92583e-11	-5.35348e-13 9.93236e-13	
12.5	194.26	256.5	-1.97259e-09 9.67038e-10	2.228e-06 3.43422e-07	6.33454e-09 1.27418e-08	1.11588e-10 4.69497e-10	1.36976e-11 1.17305e-11	-2.34966e-12 1.6206e-12	
13.5	186.825	248	-7.51844e-10 4.15789e-10	1.65025e-06 3.02456e-07	8.7357e-09 9.19006e-09	-2.02941e-09 1.05105e-09	-7.35516e-12 1.96458e-11	-1.81917e-12 8.16226e-13	
14.5	179.503	240	-5.40223e-10 1.87895e-10	2.38946e-06 3.51252e-07	1.46505e-08 1.63677e-08	5.02491e-10 5.37087e-10	1.21832e-11 1.48584e-11	-1.5836e-12 1.19317e-12	
15.5	172.767	232	-7.81125e-10 2.23809e-10	1.97235e-06 4.51668e-07	4.46931e-09 1.11676e-08	7.80884e-10 5.06993e-10	-1.48303e-11 2.12425e-11	-2.27315e-12 1.16925e-12	
16.5	166.364	224	-3.35321e-09 1.54417e-09	3.31039e-06 4.69254e-07	3.11843e-09 1.27106e-08	6.71755e-10 5.07088e-10	-6.53667e-11 3.61689e-11	-6.56634e-13 1.1602e-12	
17.5	160.156	216.5	-1.14886e-09 3.07177e-10	4.73805e-06 5.47652e-07	-1.47483e-08 1.65835e-08	-4.36259e-10 1.17812e-09	-3.18889e-11 3.10832e-11	-2.16112e-13 1.0837e-12	
18.5	154.023	209.5	-1.43683e-09 5.48439e-10	4.04866e-06 6.37071e-07	1.91643e-08 1.09027e-08	-3.53978e-10 6.50471e-10	-3.66613e-11 3.61915e-11	-5.57418e-13 8.14602e-13	
19.5	148.064	202.5	-4.35214e-09 2.90125e-09	4.26365e-06 5.79674e-07	1.03824e-08 1.1061e-08	1.8884e-10 9.38215e-10	-1.19896e-11 2.35819e-11	-1.92224e-12 1.19573e-12	
20.5	142.43	195.5	-1.60831e-09 5.05962e-10	5.3098e-06 6.9829e-07	6.83714e-09 1.49411e-08	-9.32025e-10 9.06029e-10	1.07266e-11 2.58183e-11	-1.06771e-12 1.50059e-12	
21.5	136.56	188.5	-1.32038e-09 4.03808e-10	6.21365e-06 7.60622e-07	-2.98021e-09 1.85955e-08	4.60525e-10 6.19502e-10	2.99295e-11 2.32341e-11	-1.6687e-12 1.15429e-12	
22.5	131.404	182	-4.58086e-09 1.35363e-09	7.28354e-06 8.56741e-07	1.54702e-08 1.13721e-08	1.70319e-10 6.58097e-10	3.8895e-11 2.20472e-11	-2.59614e-13 9.79095e-13	
23.5	126.202	176	-2.14214e-09 6.04775e-10	5.8819e-06 7.69467e-07	-1.87324e-08 2.08711e-08	-8.34031e-10 7.99516e-10	-1.33718e-11 2.44301e-11	-2.55799e-12 1.11118e-12	
24.5	121.475	170	-2.11915e-09 5.01608e-10	6.65341e-06 8.87871e-07	1.62747e-08 1.2772e-08	-5.2469e-10 8.29032e-10	-1.23934e-11 3.22e-11	-8.82833e-13 1.55209e-12	
25.5	116.666	164	-9.46377e-09 4.60524e-09	6.41703e-06 1.09405e-06	3.64734e-08 1.32323e-08	-9.67304e-10 1.92943e-09	-9.59061e-12 2.57995e-11	-2.05872e-12 1.5998e-12	
26.5	111.902	158	-4.48249e-09 1.8827e-09	6.28283e-06 1.09145e-06	2.64982e-08 1.69822e-08	-3.41144e-10 8.65217e-10	-4.47598e-11 4.14542e-11	-2.47195e-12 1.76425e-12	
27.5	107.255	152	-1.16889e-08 4.95773e-09	9.75728e-06 1.28619e-06	2.05653e-08 1.23425e-08	1.21022e-09 7.07449e-10	-1.58064e-11 4.19107e-11	-3.61469e-12 2.04297e-12	
28.5	103.123	146.5	-8.48634e-09 5.50445e-09	9.99628e-06 1.39606e-06	-6.64973e-09 3.52067e-08	-9.29948e-10 1.19272e-09	-6.92202e-11 5.36303e-11	-3.13373e-12 2.16066e-12	
29.5	98.9382	141.5	-1.20884e-08 3.996e-09	9.29661e-06 1.37279e-06	-4.31273e-08 2.84218e-08	1.00121e-09 9.00359e-10	-6.72913e-11 4.38649e-11	-1.29248e-11 5.52341e-12	
