Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	292.795	360	-2.79122e-10 5.80238e-11	-9.88175e-09 1.97729e-08	1.61877e-09 2.22598e-09	-1.88629e-12 1.16676e-10	7.60581e-13 6.15202e-12	-3.18334e-13 1.65528e-13	
7.5	236.522	303	-8.26857e-10 1.58143e-10	3.10389e-07 5.90809e-08	-3.18734e-09 4.4126e-09	1.24486e-10 2.64304e-10	-6.47278e-12 8.3252e-12	-1.4565e-12 1.10662e-12	
12.5	194.764	257	-9.51113e-10 2.31809e-10	1.76037e-06 1.35034e-07	7.66886e-09 5.24558e-09	-1.3857e-10 2.86382e-10	-2.81105e-12 7.53293e-12	-1.61112e-12 5.20136e-13	
17.5	160.4	217.5	-2.24019e-09 6.83779e-10	3.56198e-06 2.38409e-07	4.45996e-09 5.59144e-09	9.77041e-11 3.61863e-10	-3.26307e-11 1.34334e-11	-1.19868e-12 4.87513e-13	
22.5	131.642	183	-2.42765e-09 3.5395e-10	6.21183e-06 3.54888e-07	2.32926e-09 7.37731e-09	-3.59001e-10 3.44911e-10	8.74305e-12 1.1283e-11	-1.38903e-12 5.59216e-13	
27.5	107.453	153	-9.27868e-09 1.94944e-09	8.17654e-06 5.53669e-07	5.04223e-09 1.06558e-08	-9.38132e-11 5.3047e-10	-4.33883e-11 1.89873e-11	-5.39058e-12 1.51113e-12	
32.5	86.8103	126.5	-9.94883e-09 1.8309e-09	1.00487e-05 6.89559e-07	1.36053e-08 9.69234e-09	-1.53293e-09 7.99425e-10	-2.82321e-11 1.93631e-11	-4.43016e-12 1.52857e-12	
37.5	69.6422	103.5	-1.95211e-08 6.91828e-09	1.14758e-05 8.22401e-07	1.931e-08 8.11176e-09	-2.25684e-09 6.87083e-10	-1.44262e-10 3.40536e-11	-6.53313e-12 1.44845e-12	
42.5	54.9558	83.5	-2.60685e-08 4.46501e-09	1.1752e-05 9.10439e-07	1.00513e-08 8.99032e-09	-3.58684e-09 9.09404e-10	-1.5522e-10 4.94116e-11	-1.12913e-11 3.29939e-12	
47.5	42.565	66.5	-5.51608e-08 1.24888e-08	1.16433e-05 1.0783e-06	1.54756e-08 8.29178e-09	-5.78171e-09 1.54154e-09	-1.64301e-10 4.43614e-11	-1.18747e-11 4.95898e-12	
52.5	32.1995	52	-9.65895e-08 2.94841e-08	8.36239e-06 9.88196e-07	-2.05267e-08 8.56536e-09	-7.44858e-09 1.2162e-09	-1.30487e-10 2.45187e-11	-9.46465e-12 2.35462e-12	
57.5	23.8297	39.5	-8.02157e-08 1.40449e-08	7.31004e-06 9.60107e-07	-2.7338e-09 4.70397e-09	-6.63806e-09 1.24746e-09	-8.94547e-11 1.51547e-11	-8.84421e-12 2.65734e-12	
62.5	17.1335	29.5	-2.71291e-07 6.37318e-08	5.0515e-06 7.2148e-07	-1.18663e-08 4.13831e-09	-4.48292e-09 7.5923e-10	-6.72736e-11 1.3116e-11	-4.12715e-12 1.03274e-12	
67.5	11.8814	21.5	-5.30237e-07 1.51613e-07	2.54989e-06 5.57323e-07	-6.01549e-09 1.83e-09	-3.22056e-09 4.33417e-10	-3.14362e-11 4.73642e-12	-2.6855e-12 5.26881e-13	
72.5	7.9162	15.5	-1.08501e-06 2.8108e-07	-3.51382e-07 3.36219e-07	-4.57585e-09 6.65078e-10	-1.65932e-09 1.83709e-10	-1.12433e-11 1.79629e-12	-1.06041e-12 1.75938e-13	
77.5	5.06431	11	-3.83514e-07 5.99388e-08	-1.40559e-06 2.01204e-07	-1.45102e-09 1.92597e-10	-6.92224e-10 9.49309e-11	-2.18217e-12 5.18879e-13	-8.48655e-13 1.43387e-13	
82.5	3.07667	7.5	-8.00134e-08 1.49423e-08	-1.14572e-06 7.89294e-08	-3.13719e-10 3.0939e-11	-4.22284e-11 6.1813e-12	-2.31647e-13 7.10801e-14	-3.06901e-13 3.23333e-14	
87.5	1.74678	5	-4.14878e-09 7.05697e-10	-3.02981e-07 2.51725e-08	-1.16016e-11 1.71819e-12	-7.33025e-13 2.31169e-13	-6.00965e-15 9.30683e-16	-3.39636e-14 5.75787e-15	
92.5	0.828441	3	-1.76847e-13 6.00818e-14	-6.04524e-08 6.41482e-09	-7.74813e-14 1.50433e-14	-3.43923e-15 2.81116e-16	-2.16104e-16 2.81142e-17	-1.52612e-16 3.45952e-17	
97.5	0.233097	2	-3.40791e-11 8.62863e-12	-3.89302e-10 7.89162e-11	-3.38012e-15 7.10732e-16	-1.04961e-16 3.32013e-17	-4.80628e-18 1.40008e-18	-3.35651e-19 9.46738e-20	
