Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
5	264.603	335	nan nan nan nan 3.09231 12.8931 
15	177.162	238.5	1.00326 0.0049413 0.957021 0.394107 nan nan 
25	120.115	169	1.00139 0.00328294 1.55081 0.722791 nan nan 
35	78.0326	116	0.99866 0.00345184 0.848445 0.281684 nan nan 
45	48.7026	76	0.991729 0.00480826 0.737316 0.848888 nan nan 
55	28.0942	46.5	0.967119 0.0100677 nan nan nan nan 
65	14.5376	26	0.862237 0.0516527 nan nan nan nan 
75	6.49672	13.5	nan nan nan nan nan nan 
85	2.40319	6.5	nan nan nan nan nan nan 
95	0.562217	3	nan nan nan nan nan nan 
