Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
2.5	684.672	241	-1.56341e-08 2.12172e-09	1.4825e-07 1.11029e-07	-9.96328e-09 2.91715e-08	1.26378e-09 3.08277e-09	2.22037e-11 2.52324e-10	-3.03997e-11 1.57292e-11	
7.5	559.178	209	-2.58633e-08 4.06587e-09	4.85491e-07 2.09268e-07	-2.1811e-08 3.78057e-08	1.0292e-08 2.98874e-09	2.33376e-10 1.75205e-10	-2.03367e-11 1.85858e-11	
12.5	460.735	180	-3.74388e-08 5.51851e-09	2.60987e-06 4.20603e-07	3.71e-08 4.89097e-08	3.73377e-09 3.67595e-09	-2.93452e-10 2.35203e-10	-9.75356e-11 3.14062e-11	
17.5	380.162	153.5	-6.23766e-08 6.51787e-09	5.9649e-06 6.08726e-07	6.59582e-08 6.24758e-08	1.22197e-08 3.59835e-09	-4.18719e-10 3.53933e-10	-3.73459e-11 2.48484e-11	
22.5	310.118	130	-9.59792e-08 1.4491e-08	1.01168e-05 9.70347e-07	1.5119e-07 6.36514e-08	1.0341e-08 4.03774e-09	-2.34532e-10 3.26125e-10	-4.83906e-11 2.60594e-11	
27.5	252.096	109.5	-1.38406e-07 4.19708e-08	1.26065e-05 1.2639e-06	1.36088e-07 6.59737e-08	2.84476e-09 5.1622e-09	-1.27363e-10 2.96152e-10	-1.26595e-10 4.38242e-11	
32.5	202.236	91.5	-1.71859e-07 2.70569e-08	1.78259e-05 1.53394e-06	8.82759e-08 7.75321e-08	1.22946e-08 3.4787e-09	-2.05183e-10 2.78582e-10	-4.89907e-11 3.20761e-11	
37.5	160.55	75.5	-2.39896e-07 3.22622e-08	2.34283e-05 1.81376e-06	1.4884e-07 5.64069e-08	7.59423e-10 4.24731e-09	-5.03066e-10 2.95078e-10	-5.18201e-11 2.91156e-11	
42.5	125.364	61.5	-2.97759e-07 5.14544e-08	2.32334e-05 1.94571e-06	2.28189e-07 4.71336e-08	-9.27243e-09 6.06936e-09	-1.03294e-09 3.39409e-10	-2.04061e-10 6.65877e-11	
47.5	97.4948	49	-2.43249e-07 3.40922e-08	2.21795e-05 2.0894e-06	1.69219e-07 4.12439e-08	-1.15183e-08 4.56633e-09	7.62412e-11 1.86899e-10	-1.08227e-10 2.7831e-11	
52.5	73.5414	38.5	-2.81918e-07 3.94351e-08	2.66244e-05 2.48012e-06	6.60193e-08 2.99234e-08	-3.04338e-08 8.6761e-09	-3.03503e-11 1.35957e-10	-1.72899e-10 3.16238e-11	
57.5	54.9919	30	-1.83277e-07 2.13078e-08	2.36551e-05 1.9371e-06	2.20327e-09 1.89463e-08	-2.49605e-08 4.65484e-09	1.07189e-11 8.01303e-11	-1.66891e-10 2.66982e-11	
62.5	40.4877	23	-1.82237e-07 2.44833e-08	2.02206e-05 1.72694e-06	-9.22222e-09 1.14798e-08	-2.1689e-08 3.46227e-09	-2.05127e-10 6.56953e-11	-9.1063e-11 1.3577e-11	
67.5	29.0439	17	-1.23724e-07 1.66045e-08	1.07179e-05 1.46515e-06	-1.848e-08 5.54878e-09	-2.20786e-08 3.20334e-09	-1.58036e-10 4.19778e-11	-6.01932e-11 8.8039e-12	
72.5	20.2265	12	-7.50606e-08 9.76689e-09	2.39349e-07 8.74377e-07	-2.50086e-08 4.16545e-09	-1.64548e-08 1.878e-09	-8.4651e-11 1.50257e-11	-3.52346e-11 5.47359e-12	
77.5	13.1842	8.5	-4.87774e-08 6.55724e-09	-5.23657e-06 4.41788e-07	-1.0143e-08 1.60766e-09	-1.02087e-08 9.62609e-10	-5.57772e-11 9.18802e-12	-1.17393e-11 1.52515e-12	
82.5	8.2343	6	-3.97777e-08 5.96049e-09	-4.01823e-06 2.6192e-07	-5.99187e-09 7.36892e-10	-2.55238e-09 3.32704e-10	-1.0892e-11 1.73313e-12	-2.17752e-12 2.6877e-13	
87.5	4.72398	4	-1.50806e-08 1.77183e-09	-2.27131e-06 1.85174e-07	-1.13162e-09 1.57213e-10	-2.10647e-10 3.88299e-11	-7.41406e-13 2.08471e-13	-3.32327e-13 3.50628e-14	
92.5	3.40377	2.5	-6.87772e-09 6.55761e-09	-2.77062e-07 2.39203e-07	-1.44153e-10 7.14576e-11	-2.47015e-12 2.35499e-12	-1.74477e-14 1.67986e-14	-7.68894e-14 7.11643e-14	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
