Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	765.224	252.5	7.59555e-13 5.18045e-13	-1.16207e-11 9.41213e-11	5.38245e-11 5.274e-11	4.29858e-13 7.01192e-13	1.88108e-14 1.05468e-14	-4.99285e-17 3.54277e-16	
1.5	710.628	244.5	1.08331e-12 8.35326e-13	1.60381e-10 1.39483e-10	-1.66373e-11 1.82761e-11	3.75102e-13 4.53721e-13	1.33725e-14 1.10469e-14	-1.61178e-16 1.68625e-16	
2.5	679.837	239	1.2068e-13 2.88606e-13	6.0239e-10 2.10378e-10	6.06834e-12 2.66606e-11	3.60597e-12 3.73318e-12	-5.13161e-15 8.61416e-15	2.93008e-16 2.11933e-16	
3.5	652.104	233	-2.16076e-13 2.9895e-13	-1.14792e-10 2.66312e-10	-1.9816e-11 1.79508e-11	-4.72194e-13 7.72537e-13	-3.03059e-15 1.19352e-14	-1.20257e-16 2.19083e-16	
4.5	625.6	227	1.15255e-12 1.27726e-12	5.92587e-10 3.67157e-10	7.01899e-12 4.94033e-11	1.19991e-12 9.80288e-13	9.33213e-14 1.12156e-13	5.11545e-16 7.76762e-16	
5.5	604.367	221	-2.94426e-14 4.09129e-13	-6.71608e-12 3.68751e-10	-7.37614e-11 4.27169e-11	-4.63941e-14 1.27902e-12	8.3405e-15 1.23281e-14	-1.19887e-16 3.92314e-16	
6.5	579.379	215	4.19132e-12 3.7481e-12	-2.95312e-10 6.51248e-10	1.97658e-11 4.10155e-11	1.75519e-13 1.70048e-12	6.13598e-15 2.61203e-14	9.96895e-17 3.54873e-16	
7.5	557.966	209	1.80214e-12 1.41188e-12	6.07644e-10 6.11108e-10	7.7295e-12 4.49496e-11	-7.58779e-13 1.13711e-12	4.07202e-17 1.04845e-14	1.31254e-15 1.71927e-15	
8.5	538.001	203	-4.90125e-13 8.36401e-13	-8.55706e-10 1.09677e-09	8.4351e-12 3.27991e-11	2.18213e-12 1.62215e-12	2.59155e-14 1.39206e-14	-2.61739e-16 2.96724e-16	
9.5	516.639	197	4.91576e-12 5.15571e-12	1.56063e-09 1.22672e-09	-2.4071e-11 6.61183e-11	6.29664e-13 1.10477e-12	-1.45952e-14 1.94666e-14	-2.43536e-17 3.48918e-16	
10.5	499.655	191	-1.38152e-12 7.08755e-13	2.23504e-09 1.73329e-09	6.37043e-11 5.07782e-11	-9.82792e-13 1.60422e-12	-3.28314e-16 1.7332e-14	-5.62643e-16 5.24693e-16	
11.5	478.47	185	-9.784e-13 8.19721e-13	4.14257e-09 1.80842e-09	-8.21629e-11 6.02224e-11	2.72194e-12 1.4194e-12	-1.2858e-14 1.95671e-14	4.20499e-15 3.24757e-15	
12.5	460.343	179.5	6.12835e-12 6.53674e-12	6.87948e-09 2.02862e-09	2.89176e-11 6.79877e-11	-1.14063e-13 1.50164e-12	-8.22372e-15 2.55828e-14	-2.10886e-16 3.39538e-16	
13.5	443.072	174	1.06204e-11 6.9449e-12	7.00098e-09 2.57454e-09	2.45531e-11 7.30786e-11	-2.64334e-12 1.53012e-12	-2.51089e-14 1.98924e-14	5.20305e-16 6.80677e-16	
14.5	426.237	168.5	-2.14967e-12 1.38205e-12	7.85343e-09 3.03997e-09	-1.63188e-11 1.01689e-10	1.81512e-12 1.47554e-12	1.28335e-15 2.40485e-14	-4.96758e-16 8.97034e-16	
15.5	412.475	163.5	3.06591e-12 3.25451e-12	1.73696e-08 4.41683e-09	2.40322e-11 8.87069e-11	1.96517e-12 1.84614e-12	2.71075e-14 2.68884e-14	4.00246e-17 6.02581e-16	
16.5	393.471	158.5	-1.71483e-12 1.38355e-12	1.30049e-08 3.72041e-09	6.51733e-12 9.52645e-11	1.80458e-12 1.78306e-12	1.51623e-14 2.60937e-14	-3.30871e-16 4.3567e-16	
17.5	380.615	153.5	8.0479e-13 3.81713e-12	1.06124e-08 4.86871e-09	1.26393e-10 9.70009e-11	-1.374e-13 1.55965e-12	-3.39083e-15 2.44992e-14	-9.46545e-16 6.70863e-16	
18.5	366.356	148.5	4.67385e-12 4.24676e-12	1.62056e-08 5.3602e-09	-1.52906e-10 1.23013e-10	2.73973e-13 1.77765e-12	-3.6407e-14 3.07934e-14	-2.62312e-16 1.10021e-15	
19.5	350.899	143.5	-7.29642e-12 3.20127e-12	1.74706e-08 6.97847e-09	-1.73207e-11 9.11737e-11	-6.59858e-13 1.7014e-12	5.71788e-14 1.21899e-13	-3.13268e-16 8.07394e-16	
20.5	338.462	139	8.94885e-12 9.02378e-12	9.27542e-09 8.05742e-09	-1.84937e-10 1.17985e-10	-1.36596e-12 2.44162e-12	3.72804e-14 3.72892e-14	1.57725e-16 6.79273e-16	
21.5	322.186	134.5	8.70621e-13 2.2068e-12	1.68603e-08 9.68982e-09	3.30234e-10 1.39154e-10	3.32077e-12 1.97673e-12	1.19046e-13 8.61146e-14	-1.96801e-16 1.30725e-15	
22.5	310.932	130	3.83345e-11 2.10679e-11	3.69422e-08 1.03615e-08	9.932e-11 1.01667e-10	-2.78103e-12 1.92378e-12	1.15798e-14 2.30798e-14	-2.21088e-16 5.55658e-16	
23.5	297.429	125.5	-2.04476e-12 1.608e-12	4.88231e-08 1.18062e-08	3.56896e-11 1.15862e-10	1.1107e-12 1.59587e-12	-2.35022e-14 2.79002e-14	-3.8386e-16 6.39427e-16	
24.5	286.387	121	1.1624e-11 8.78425e-12	3.40047e-08 1.20553e-08	3.51173e-11 9.4264e-11	5.47184e-13 1.64712e-12	1.9292e-14 2.14653e-14	-1.47248e-16 9.2021e-16	
25.5	273.603	117	3.48719e-11 3.44868e-11	4.13869e-08 1.5138e-08	1.64622e-10 9.23635e-11	1.65049e-12 1.94352e-12	1.39562e-14 2.562e-14	-1.33215e-15 1.02953e-15	
26.5	262.438	113	-2.04525e-12 6.00883e-12	3.50822e-08 1.32959e-08	5.4287e-11 1.15372e-10	-3.3681e-12 2.1285e-12	7.22478e-15 2.71644e-14	3.29531e-15 3.67872e-15	
27.5	252.173	109	2.26216e-11 3.12131e-11	4.55856e-08 1.47597e-08	7.31982e-14 1.23593e-10	4.69353e-12 3.69058e-12	3.22884e-15 4.50174e-14	1.02862e-15 8.83204e-16	
28.5	242.589	105	3.54824e-10 3.63446e-10	4.8631e-08 1.52556e-08	-1.22918e-10 1.59029e-10	8.68291e-13 1.93921e-12	1.97451e-14 2.47959e-14	2.33481e-16 1.45888e-15	
29.5	231.923	101.5	6.13861e-13 1.14304e-11	3.42973e-08 1.62986e-08	2.07081e-10 1.06957e-10	-8.95007e-13 2.27808e-12	-5.61123e-14 3.11546e-14	1.78124e-15 9.68918e-16	
30.5	222.427	98	-9.69214e-12 1.44727e-11	9.2024e-08 2.26129e-08	1.67998e-11 1.32254e-10	-1.68247e-12 1.67295e-12	-7.22528e-14 4.07321e-14	-1.38122e-15 7.94989e-16	
31.5	211.958	94.5	6.12352e-11 3.29608e-11	5.88632e-08 1.64264e-08	-1.17063e-10 1.20371e-10	-2.12166e-13 1.74357e-12	2.32228e-14 2.95054e-14	-8.03503e-17 1.19149e-15	
32.5	201.846	91	-1.55483e-12 8.29612e-12	5.38821e-08 1.76352e-08	5.5875e-11 9.85745e-11	-2.92807e-13 1.58993e-12	4.55317e-15 2.32806e-14	-3.89419e-16 5.3952e-16	
33.5	192.966	87.5	1.05174e-11 1.91489e-11	7.22908e-08 2.40743e-08	1.22475e-11 1.40451e-10	-9.73747e-14 1.90821e-12	-1.73208e-14 2.82986e-14	3.77092e-15 2.64864e-15	
34.5	184.593	84.5	1.10343e-10 9.22088e-11	9.7565e-08 2.46351e-08	2.4343e-10 3.14219e-10	3.00241e-12 1.76752e-12	-1.68443e-14 3.07121e-14	-2.59133e-16 4.92164e-16	
35.5	176.278	81	3.82889e-11 3.47382e-11	7.76266e-08 2.41414e-08	6.24314e-11 8.63908e-11	-1.19906e-12 1.80869e-12	-2.61764e-14 2.12878e-14	1.04497e-15 9.25046e-16	
36.5	168.46	77.5	3.29124e-11 2.90764e-11	4.89936e-08 2.56217e-08	1.91085e-11 1.0203e-10	-1.3532e-12 1.68438e-12	1.23962e-14 4.1214e-14	3.13391e-16 7.33357e-16	
37.5	161.166	74.5	1.19421e-11 2.49083e-11	6.98083e-08 2.48654e-08	-2.32435e-10 1.27567e-10	-1.56577e-12 2.19605e-12	-9.01903e-14 3.34731e-14	1.00978e-15 7.11436e-16	
38.5	154.51	71.5	2.71917e-11 2.86491e-11	1.23491e-07 3.06388e-08	1.69901e-10 9.63981e-11	8.2907e-13 1.8779e-12	-1.4093e-14 3.08992e-14	7.01143e-16 1.38506e-15	
39.5	145.483	69	-1.7257e-11 1.26839e-11	1.6302e-07 3.76829e-08	4.46651e-11 9.96922e-11	2.7732e-13 1.81173e-12	-1.15227e-14 3.40164e-14	-1.88884e-16 6.76381e-16	
40.5	139.238	66.5	-1.1928e-11 1.21035e-11	1.44443e-07 3.77119e-08	-9.28038e-12 7.03673e-11	-8.89766e-13 1.67714e-12	-3.28039e-14 2.94194e-14	-8.90615e-16 5.58351e-16	
41.5	132.208	63.5	9.69255e-11 8.47544e-11	8.80901e-08 2.42747e-08	-1.11405e-10 1.1394e-10	6.84958e-12 8.90319e-12	3.9215e-14 4.57456e-14	7.72657e-15 8.7955e-15	
