Cent%	 dNdy	 Npart	 v2{2}/v3{2} err
5	76.4984	28	2.22675 0.0283718
15	52.3415	21.5	2.72641 0.0359841
25	38.4721	17	3.29975 0.0443344
35	27.5563	13	3.87097 0.0521537
45	19.1197	9.5	4.42482 0.0638413
55	12.7663	7	5.05062 0.0794849
65	8.02605	5	5.50349 0.0990867
75	4.59446	3.5	6.85361 0.148756
85	2.26672	2.5	10.2736 0.278939
95	0.644757	2	27.998 1.57783
