Cent%	 dNdy	 Npart	 v1{4}^4 err	 v2{4}^4 err	 v3{4}^4 err	 v4{4}^4 err 	 v5{4}^4 err 	 v6{4}^4 err
0.5	107.357	31	-6.74836e-07 2.98212e-07	2.64703e-06 1.53552e-06	2.18201e-07 8.27072e-08	-3.44023e-10 3.7374e-09	-4.44676e-10 5.5306e-10	-4.55375e-11 3.74631e-11	
1.5	90.1561	29.5	-6.13203e-07 1.84879e-07	2.6984e-06 2.70099e-06	1.53991e-08 8.62644e-08	-1.36461e-08 1.20278e-08	-1.84622e-10 2.35153e-10	-1.27347e-10 6.12331e-11	
2.5	82.91	28.5	-3.74332e-07 1.39294e-07	1.65578e-06 1.52703e-06	1.6344e-07 1.17498e-07	-1.97678e-08 1.29485e-08	-1.88319e-10 2.39111e-10	-2.03145e-10 7.91453e-11	
3.5	79.1973	28	-3.29511e-07 1.08136e-07	1.53699e-06 1.56377e-06	4.19902e-08 7.80197e-08	-8.63384e-09 4.64646e-09	-2.98745e-10 2.72918e-10	-2.35008e-11 2.86174e-11	
4.5	74.2971	27.5	-4.22753e-07 1.24535e-07	4.14266e-06 1.8281e-06	1.49754e-07 6.12659e-08	-1.82823e-08 1.00969e-08	-2.44961e-10 3.15435e-10	-3.97514e-10 3.47704e-10	
5.5	70.9073	26.5	-2.90786e-07 9.10659e-08	1.34578e-06 2.05779e-06	7.86894e-09 6.32589e-08	-6.32243e-09 3.88603e-09	-3.555e-10 2.42244e-10	-5.01397e-11 2.25798e-11	
6.5	68.9451	26	-3.05917e-07 8.78712e-08	5.31056e-06 1.51366e-06	7.56271e-08 5.55418e-08	-6.70937e-09 4.16488e-09	-1.45638e-11 1.60617e-10	-2.96659e-11 2.39742e-11	
7.5	66.7045	25.5	-5.35124e-07 2.09509e-07	2.26558e-06 1.88915e-06	1.66164e-07 5.46774e-08	-1.26925e-08 8.22433e-09	-1.00819e-09 6.42221e-10	-5.89021e-11 2.403e-11	
8.5	64.9699	25	-2.99643e-07 6.67275e-08	6.6386e-06 1.58448e-06	1.35643e-07 5.31094e-08	-2.43068e-09 4.02508e-09	-7.04661e-10 3.51742e-10	-9.63627e-11 4.67173e-11	
9.5	61.6947	24.5	-2.00568e-07 5.6014e-08	4.96619e-06 1.66806e-06	8.74208e-08 5.37145e-08	-1.58433e-08 5.67284e-09	-2.86125e-12 1.44188e-10	-1.04307e-10 3.41795e-11	
10.5	59.2659	24	-2.90596e-07 7.45844e-08	3.63045e-06 1.98509e-06	1.00238e-07 4.30464e-08	-1.8518e-08 5.48563e-09	-2.67842e-10 2.06489e-10	-1.05586e-10 3.52929e-11	
11.5	58.6013	23.5	-1.46846e-07 3.50567e-08	4.72305e-06 1.72367e-06	2.37672e-08 4.13331e-08	-9.04573e-09 3.09696e-09	-1.12504e-10 1.62732e-10	-1.21052e-10 3.64689e-11	
12.5	56.6875	23	-3.73621e-07 1.39421e-07	4.19297e-06 2.53325e-06	9.96404e-09 4.00834e-08	-3.41978e-08 9.91847e-09	8.30765e-11 1.33008e-10	-1.0714e-10 3.3767e-11	
13.5	54.9605	22.5	-3.61461e-07 1.03742e-07	4.16983e-06 1.76064e-06	8.54846e-08 4.96732e-08	-2.31465e-08 7.90646e-09	-3.31474e-10 2.88678e-10	-8.00089e-11 2.96509e-11	
14.5	52.2682	22	-3.27719e-07 1.03633e-07	7.0975e-06 1.90927e-06	5.91515e-08 2.7542e-08	-1.09379e-08 4.72883e-09	-9.04588e-11 1.28185e-10	-1.64817e-10 9.70319e-11	
15.5	51.668	21.5	-4.91506e-07 1.54885e-07	3.88707e-06 1.90409e-06	1.88515e-08 3.76588e-08	-2.28856e-08 5.60783e-09	-1.52844e-10 1.18254e-10	-1.69751e-10 5.23487e-11	
16.5	49.9322	21	-2.73949e-07 9.54948e-08	9.58273e-07 4.01029e-06	1.80933e-09 4.59421e-08	-1.47549e-08 6.8688e-09	-2.76945e-10 1.88191e-10	-2.14998e-11 1.02173e-11	
17.5	47.9579	20.5	-1.7394e-07 4.03058e-08	4.33889e-06 2.19023e-06	5.58217e-08 4.35134e-08	-1.72592e-08 7.83255e-09	-4.24957e-10 2.1659e-10	-4.41876e-11 2.00602e-11	
18.5	45.6627	20	-2.25226e-07 8.23404e-08	5.73832e-06 2.23125e-06	5.43812e-08 3.08097e-08	-2.28236e-08 6.39044e-09	4.52256e-11 9.79039e-11	-1.58945e-10 5.3187e-11	
