Cent%	 dNdy	 Npart	 Observable	 err
5	76.4984	28	0.304927 0.0455464
15	52.3415	21.5	0.180514 0.0304164
25	38.4721	17	0.186731 0.0344396
35	27.5563	13	0.129669 0.0251508
45	19.1197	9.5	0.173028 0.0248664
55	12.7663	7	0.248494 0.0447353
65	8.02605	5	0.370166 0.0613315
75	4.59446	3.5	0.102274 0.0707125
85	2.26672	2.5	1.15615 0.124093
95	0.644757	2	3.45903 2.54762
