Cent%	 dNdy	 Npart	 v1{6}^6 err	 v2{6}^6 err	 v3{6}^6 err	 v4{6}^6 err 	 v5{6}^6 err 	 v6{6}^6 err
0.5	107.357	31	4.27294e-10 5.02004e-10	6.28531e-09 4.12597e-09	2.11264e-11 7.02151e-11	-5.97611e-13 5.05126e-13	9.53731e-15 2.60301e-14	-3.26271e-16 3.76816e-16	
1.5	90.1561	29.5	1.33262e-10 1.33104e-10	1.35525e-08 7.49351e-09	-9.72334e-11 5.72837e-11	2.82425e-12 3.33134e-12	-2.0273e-14 8.70579e-15	2.68242e-16 8.70121e-16	
2.5	82.91	28.5	1.21476e-10 1.33382e-10	1.6201e-09 3.94209e-09	1.26415e-10 7.16644e-11	3.78656e-12 4.17182e-12	-1.16018e-14 6.77537e-15	2.01911e-15 1.05031e-15	
3.5	79.1973	28	7.12857e-11 6.55829e-11	-4.40971e-09 5.57875e-09	-7.49964e-11 5.54833e-11	-3.54549e-13 4.22512e-13	-3.75285e-15 6.6979e-15	-1.5211e-16 2.55219e-16	
4.5	74.2971	27.5	8.17179e-11 7.86017e-11	5.15185e-09 6.71669e-09	4.6282e-12 4.40124e-11	1.52711e-12 2.28782e-12	1.61745e-15 8.39449e-15	2.37716e-14 2.38567e-14	
5.5	70.9073	26.5	6.15662e-11 6.08564e-11	3.93274e-09 6.03023e-09	-7.5164e-11 3.66221e-11	-6.11279e-13 4.49347e-13	-5.89442e-15 6.19224e-15	-2.16201e-16 1.64444e-16	
6.5	68.9451	26	2.9993e-11 4.21524e-11	8.73934e-09 5.58726e-09	-3.66274e-11 3.47429e-11	-7.73884e-13 5.14032e-13	-8.7046e-15 4.44809e-15	-1.12373e-16 1.98733e-16	
7.5	66.7045	25.5	3.31551e-10 2.79897e-10	3.57911e-10 6.26568e-09	3.96193e-11 3.77706e-11	1.26899e-12 1.36385e-12	3.93745e-14 4.16806e-14	-1.47348e-16 1.78168e-16	
8.5	64.9699	25	-3.75161e-11 2.94758e-11	1.57343e-08 6.04596e-09	2.38316e-11 3.24005e-11	-2.3952e-13 3.8834e-13	-9.6216e-15 8.99472e-15	2.38938e-16 5.50011e-16	
9.5	61.6947	24.5	-2.8426e-11 2.92413e-11	7.37334e-09 6.19355e-09	-1.18006e-11 3.06255e-11	-1.91838e-13 5.47614e-13	-5.19673e-15 4.38599e-15	1.29767e-17 2.68355e-16	
10.5	59.2659	24	2.48471e-11 3.17941e-11	-2.62898e-09 8.50185e-09	1.43624e-11 2.31966e-11	-1.20605e-12 7.53312e-13	-7.46896e-15 4.41561e-15	1.46472e-16 2.63043e-16	
11.5	58.6013	23.5	-3.58701e-11 1.40265e-11	3.24231e-09 6.33335e-09	-4.56248e-11 2.23949e-11	-1.20631e-12 4.24808e-13	-2.7183e-15 3.62344e-15	-2.70686e-16 3.01352e-16	
12.5	56.6875	23	1.392e-10 1.25912e-10	1.48116e-08 7.64429e-09	-4.89209e-11 2.24241e-11	3.18145e-13 1.18672e-12	-2.58968e-15 2.9825e-15	-1.20577e-16 3.23391e-16	
13.5	54.9605	22.5	8.99734e-11 4.722e-11	7.11216e-09 5.13449e-09	-1.57607e-12 2.78327e-11	8.47491e-14 1.23599e-12	7.16458e-15 1.04071e-14	4.68416e-17 2.27165e-16	
