Cent%	 dNdy	 Npart	 v2{6}/v2{4} err	 v3{6}/v3{4} err	 v4{6}/v4{4} err
81.5	nan	9	nan nan nan nan nan nan 
82.5	nan	8.5	nan nan nan nan nan nan 
83.5	nan	7.5	nan nan nan nan nan nan 
84.5	nan	6.5	nan nan nan nan nan nan 
85.5	nan	6	nan nan nan nan nan nan 
86.5	nan	5.5	nan nan nan nan nan nan 
87.5	nan	5	nan nan nan nan nan nan 
88.5	nan	4.5	nan nan nan nan nan nan 
89.5	nan	4	nan nan nan nan nan nan 
90.5	nan	3.5	nan nan nan nan nan nan 
91.5	nan	3	nan nan nan nan nan nan 
92.5	nan	3	nan nan nan nan nan nan 
93.5	nan	2.5	nan nan nan nan nan nan 
94.5	nan	2	nan nan nan nan nan nan 
95.5	nan	2	nan nan nan nan nan nan 
96.5	nan	1.5	nan nan nan nan nan nan 
97.5	nan	1	nan nan nan nan nan nan 
98.5	nan	1	nan nan nan nan nan nan 
99.5	nan	0	nan nan nan nan nan nan 
